name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1328087	2154	1330241	0.95603
Acidovorax sp. KKS102	358220	S	190	79	269	0.00019
Acidovorax sp. 1608163	2478662	S	139	20	159	0.00011
Acidovorax sp. JMULE5	2518343	S	80	15	95	0.00007
Acidovorax sp. T1	1858609	S	76	145	221	0.00016
Acidovorax sp. RAC01	1842533	S	59	20	79	0.00006
Acidovorax sp. HDW3	2714923	S	47	11	58	0.00004
Acidovorax sp. JS42	232721	S	4	86	90	0.00006
Acidovorax carolinensis	553814	S	112	84	196	0.00014
Acidovorax avenae	80867	S	48	24	72	0.00005
Acidovorax antarcticus	2743470	S	41	15	56	0.00004
Acidovorax citrulli	80869	S	26	25	51	0.00004
Acidovorax monticola	1926868	S	23	5	28	0.00002
Acidovorax cattleyae	80868	S	8	5	13	0.00001
Acidovorax ebreus	721785	S	5	63	68	0.00005
Variovorax sp. PAMC 28711	1795631	S	38	3	41	0.00003
Variovorax sp. PAMC26660	2762322	S	35	6	41	0.00003
Variovorax sp. 38R	2774875	S	30	31	61	0.00004
Variovorax sp. HW608	1034889	S	29	3	32	0.00002
Variovorax sp. WDL1	207745	S	28	34	62	0.00004
Variovorax sp. PAMC28562	2762323	S	27	1	28	0.00002
Variovorax sp. RKNM96	2681552	S	25	8	33	0.00002
Variovorax sp. RA8	662548	S	23	17	40	0.00003
Variovorax sp. PBS-H4	434008	S	16	7	23	0.00002
Variovorax sp. PBL-H6	434009	S	14	25	39	0.00003
Variovorax sp. SRS16	282217	S	9	30	39	0.00003
Variovorax sp. PBL-E5	434014	S	7	29	36	0.00003
Variovorax sp. PDNC026	2811425	S	1	63	64	0.00005
Variovorax paradoxus	34073	S	189	64	253	0.00018
Variovorax boronicumulans	436515	S	36	28	64	0.00005
Rhodoferax sp. AJA081-3	2752316	S	98	6	104	0.00007
Rhodoferax sp. BAB1	2741720	S	61	11	72	0.00005
Rhodoferax sp. PAMC29310	2822760	S	60	8	68	0.00005
Rhodoferax saidenbachensis	1484693	S	116	12	128	0.00009
Rhodoferax sediminis	2509614	S	103	10	113	0.00008
Rhodoferax ferrireducens	192843	S	55	3	58	0.00004
Rhodoferax antarcticus	81479	S	51	3	54	0.00004
Rhodoferax koreense	1842727	S	37	16	53	0.00004
Hydrogenophaga sp. RAC07	1842537	S	49	15	64	0.00005
Hydrogenophaga sp. PBL-H3	434010	S	45	34	79	0.00006
Hydrogenophaga sp. PAMC20947	2565558	S	44	1	45	0.00003
Hydrogenophaga sp. BA0156	2716225	S	38	18	56	0.00004
Hydrogenophaga sp. PBC	795665	S	37	18	55	0.00004
Hydrogenophaga sp. BPS33	2651974	S	31	13	44	0.00003
Hydrogenophaga sp. NH-16	2184519	S	30	41	71	0.00005
Hydrogenophaga sp. YM1	2806262	S	26	9	35	0.00003
Hydrogenophaga crassostreae	1763535	S	50	1	51	0.00004
Hydrogenophaga pseudoflava	47421	S	25	23	48	0.00003
Limnohabitans sp. 63ED37-2	1678128	S	207	21	228	0.00016
Limnohabitans sp. 103DPR2	1678129	S	158	11	169	0.00012
Polaromonas naphthalenivorans	216465	S	159	27	186	0.00013
Polaromonas sp. JS666	296591	S	74	34	108	0.00008
Polaromonas sp.	1869339	S	2	13	15	0.00001
Polaromonas sp. H6N	1840293	S	1	0	1	0.00000
Polaromonas sp. H8N	1840297	S	1	29	30	0.00002
Polaromonas vacuolata	37448	S	25	7	32	0.00002
Comamonas testosteroni	285	S	65	62	127	0.00009
Comamonas aquatica	225991	S	53	16	69	0.00005
Comamonas piscis	1562974	S	41	5	46	0.00003
Comamonas kerstersii	225992	S	40	9	49	0.00004
Comamonas koreensis	160825	S	23	4	27	0.00002
Comamonas thiooxydans	363952	S	22	23	45	0.00003
Comamonas serinivorans	1082851	S	20	2	22	0.00002
Comamonas sp. NLF-7-7	2597701	S	15	5	20	0.00001
Comamonas sp. 7D-2	1232667	S	1	11	12	0.00001
Curvibacter sp. AEP1-3	1844971	S	182	8	190	0.00014
Ottowia oryzae	2109914	S	81	9	90	0.00006
Ottowia sp. 27C	2816950	S	41	3	44	0.00003
Ottowia sp. oral taxon 894	1658672	S	30	1	31	0.00002
Diaphorobacter sp. HDW4B	2714925	S	31	2	33	0.00002
Diaphorobacter sp. HDW4A	2714924	S	25	14	39	0.00003
Diaphorobacter sp. JS3051	2792224	S	9	185	194	0.00014
Diaphorobacter sp. JS3050	2735554	S	7	154	161	0.00012
Diaphorobacter aerolatus	1288495	S	46	44	90	0.00006
Diaphorobacter ruginosibacter	1715720	S	19	2	21	0.00002
Diaphorobacter polyhydroxybutyrativorans	1546149	S	5	42	47	0.00003
Delftia acidovorans	80866	S	32	52	84	0.00006
Delftia lacustris	558537	S	15	75	90	0.00006
Delftia sp. Cs1-4	742013	S	3	6	9	0.00001
Delftia sp. KV29	1170710	S	1	57	58	0.00004
Delftia sp. HK171	1920191	S	1	2	3	0.00000
Delftia tsuruhatensis	180282	S	3	10	13	0.00001
Ramlibacter tataouinensis	94132	S	84	12	96	0.00007
Kinneretia sp. DAIF2	2714952	S	78	17	95	0.00007
Hylemonella gracilis	80880	S	74	6	80	0.00006
Simplicispira suum	2109915	S	64	15	79	0.00006
Serpentinomonas raichei	1458425	S	30	5	35	0.00003
Serpentinomonas mccroryi	1458426	S	25	5	30	0.00002
Alicycliphilus denitrificans	179636	S	48	107	155	0.00011
Schlegelella thermodepolymerans	215580	S	43	12	55	0.00004
Verminephrobacter eiseniae	364317	S	40	2	42	0.00003
Melaminivora sp. SC2-9	2109913	S	32	14	46	0.00003
Pulveribacter suum	2116657	S	21	5	26	0.00002
Candidatus Symbiobacter mobilis	1436290	S	12	0	12	0.00001
Polynucleobacter necessarius	576610	S	239	26	265	0.00019
Polynucleobacter duraquae	1835254	S	90	20	110	0.00008
Polynucleobacter asymbioticus	576611	S	43	10	53	0.00004
Polynucleobacter wuianus	1743168	S	33	14	47	0.00003
Polynucleobacter difficilis	556054	S	32	2	34	0.00002
Polynucleobacter sp. LimPoW16	1743162	S	19	1	20	0.00001
Polynucleobacter sp. MWH-UH21B	1743174	S	6	0	6	0.00000
Polynucleobacter paneuropaeus	2527775	S	18	2	20	0.00001
Polynucleobacter acidiphobus	556053	S	6	0	6	0.00000
Burkholderia cepacia	292	S	20	24	44	0.00003
Burkholderia cenocepacia	95486	S	12	22	34	0.00002
Burkholderia stabilis	95485	S	11	8	19	0.00001
Burkholderia anthina	179879	S	8	8	16	0.00001
Burkholderia multivorans	87883	S	6	2	8	0.00001
Burkholderia ubonensis	101571	S	6	13	19	0.00001
Burkholderia stagnalis	1503054	S	5	2	7	0.00001
Burkholderia contaminans	488447	S	4	2	6	0.00000
Burkholderia pyrrocinia	60550	S	3	2	5	0.00000
Burkholderia vietnamiensis	60552	S	3	13	16	0.00001
Burkholderia lata	482957	S	2	1	3	0.00000
Burkholderia metallica	488729	S	2	1	3	0.00000
Burkholderia seminalis	488731	S	2	1	3	0.00000
Burkholderia territorii	1503055	S	2	1	3	0.00000
Burkholderia pseudomultivorans	1207504	S	1	1	2	0.00000
Burkholderia sp. THE68	758782	S	10	1	11	0.00001
Burkholderia sp. CCGE1003	640512	S	9	2	11	0.00001
Burkholderia sp. PAMC 26561	1795043	S	5	3	8	0.00001
Burkholderia sp. DHOD12	2571746	S	4	0	4	0.00000
Burkholderia sp. Bp7605	1740163	S	4	0	4	0.00000
Burkholderia sp. RPE67	758796	S	3	3	6	0.00000
Burkholderia sp. KK1	1855726	S	3	3	6	0.00000
Burkholderia sp. PAMC 28687	1795874	S	3	3	6	0.00000
Burkholderia sp. MSMB0856	1637869	S	3	2	5	0.00000
Burkholderia sp. IDO3	1705310	S	3	7	10	0.00001
Burkholderia sp. MS455	2811788	S	2	1	3	0.00000
Burkholderia sp. MS389	2811789	S	1	0	1	0.00000
Burkholderia sp. NRF60-BP8	1637853	S	1	0	1	0.00000
Burkholderia sp. KBS0801	1179675	S	1	3	4	0.00000
Burkholderia pseudomallei	28450	S	18	22	40	0.00003
Burkholderia thailandensis	57975	S	4	1	5	0.00000
Burkholderia sp. BDU6	1385591	S	2	0	2	0.00000
Burkholderia sp. BDU8	1385592	S	2	0	2	0.00000
Burkholderia oklahomensis	342113	S	1	0	1	0.00000
Burkholderia sp. MSMB617WGS	1637831	S	1	3	4	0.00000
Burkholderia gladioli	28095	S	24	6	30	0.00002
Burkholderia plantarii	41899	S	12	2	14	0.00001
Burkholderia glumae	337	S	2	0	2	0.00000
Cupriavidus taiwanensis	164546	S	36	14	50	0.00004
Cupriavidus oxalaticus	96344	S	35	10	45	0.00003
Cupriavidus pauculus	82633	S	26	5	31	0.00002
Cupriavidus basilensis	68895	S	23	10	33	0.00002
Cupriavidus metallidurans	119219	S	16	11	27	0.00002
Cupriavidus necator	106590	S	14	3	17	0.00001
Cupriavidus campinensis	151783	S	12	4	16	0.00001
Cupriavidus pinatubonensis	248026	S	5	2	7	0.00001
Cupriavidus nantongensis	1796606	S	4	5	9	0.00001
Cupriavidus sp. ISTL7	2771360	S	3	13	16	0.00001
Cupriavidus sp. USMAHM13	1389192	S	1	3	4	0.00000
Cupriavidus malaysiensis	367825	S	3	12	15	0.00001
Cupriavidus neocaledonicus	1040979	S	2	1	3	0.00000
Cupriavidus gilardii	82541	S	1	3	4	0.00000
Paraburkholderia sp. SOS3	1926494	S	57	4	61	0.00004
Paraburkholderia sp. PGU19	2735434	S	8	4	12	0.00001
Paraburkholderia sp. Msb3	2604047	S	6	4	10	0.00001
Paraburkholderia sp. 7MH5	2547399	S	5	0	5	0.00000
Paraburkholderia sp. PGU16	2735433	S	3	1	4	0.00000
Paraburkholderia acidiphila	2571747	S	11	1	12	0.00001
Paraburkholderia aromaticivorans	2026199	S	11	4	15	0.00001
Paraburkholderia phytofirmans	261302	S	10	7	17	0.00001
Paraburkholderia tropica	92647	S	8	1	9	0.00001
Paraburkholderia xenovorans	36873	S	7	5	12	0.00001
Paraburkholderia caribensis	75105	S	6	2	8	0.00001
Paraburkholderia caledonica	134536	S	6	1	7	0.00001
Paraburkholderia fungorum	134537	S	6	1	7	0.00001
Paraburkholderia phenoliruptrix	252970	S	6	2	8	0.00001
Paraburkholderia acidisoli	2571748	S	5	0	5	0.00000
Paraburkholderia graminis	60548	S	4	1	5	0.00000
Paraburkholderia atlantica	2654982	S	3	0	3	0.00000
Paraburkholderia caffeinilytica	1761016	S	3	0	3	0.00000
Paraburkholderia acidophila	265293	S	3	8	11	0.00001
Paraburkholderia phymatum	148447	S	3	0	3	0.00000
Paraburkholderia megapolitana	420953	S	2	0	2	0.00000
Paraburkholderia sprentiae	948107	S	2	0	2	0.00000
Paraburkholderia dokdonella	2211211	S	2	0	2	0.00000
Paraburkholderia hospita	169430	S	2	1	3	0.00000
Paraburkholderia terricola	169427	S	2	0	2	0.00000
Paraburkholderia ginsengisoli	311231	S	1	0	1	0.00000
Paraburkholderia terrae	311230	S	1	1	2	0.00000
Ralstonia solanacearum	305	S	30	34	64	0.00005
Ralstonia pickettii	329	S	18	12	30	0.00002
Ralstonia mannitolilytica	105219	S	13	11	24	0.00002
Ralstonia insidiosa	190721	S	13	4	17	0.00001
Pandoraea thiooxydans	445709	S	14	0	14	0.00001
Pandoraea pnomenusa	93220	S	9	4	13	0.00001
Pandoraea sp. XY-2	2518599	S	8	2	10	0.00001
Pandoraea norimbergensis	93219	S	7	1	8	0.00001
Pandoraea fibrosis	1891094	S	7	3	10	0.00001
Pandoraea pulmonicola	93221	S	4	1	5	0.00000
Pandoraea faecigallinarum	656179	S	4	1	5	0.00000
Pandoraea apista	93218	S	2	1	3	0.00000
Pandoraea sputorum	93222	S	2	1	3	0.00000
Pandoraea vervacti	656178	S	2	0	2	0.00000
Pandoraea oxalativorans	573737	S	1	0	1	0.00000
Caballeronia sp. M1242	2814653	S	5	0	5	0.00000
Caballeronia sp. SBC1	2705548	S	2	8	10	0.00001
Caballeronia insecticola	758793	S	7	1	8	0.00001
Limnobacter sp. SAORIC-580	2732163	S	12	0	12	0.00001
Chitinimonas arctica	2594795	S	9	0	9	0.00001
Lautropia mirabilis	47671	S	7	0	7	0.00001
Mycoavidus cysteinexigens	1553431	S	3	0	3	0.00000
Mycoavidus sp. B2-EB	2651972	S	3	0	3	0.00000
Mycetohabitans rhizoxinica	412963	S	3	0	3	0.00000
Ephemeroptericola cinctiostellae	2268024	S	2	0	2	0.00000
Massilia sp. CCM 8941	2765360	S	53	22	75	0.00005
Massilia sp. NR 4-1	1678028	S	30	8	38	0.00003
Massilia sp. WG5	1707785	S	30	22	52	0.00004
Massilia sp. YMA4	1593482	S	22	16	38	0.00003
Massilia sp. LPB0304	2769491	S	17	13	30	0.00002
Massilia violaceinigra	2045208	S	43	13	56	0.00004
Massilia putida	1141883	S	38	14	52	0.00004
Massilia oculi	945844	S	36	8	44	0.00003
Massilia umbonata	864828	S	29	12	41	0.00003
Massilia flava	871742	S	20	4	24	0.00002
Massilia armeniaca	2072590	S	20	11	31	0.00002
Massilia plicata	321984	S	18	4	22	0.00002
Massilia lutea	321985	S	17	5	22	0.00002
Massilia albidiflava	321983	S	15	6	21	0.00002
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	40	12	52	0.00004
Janthinobacterium sp. HH102	1537274	S	22	46	68	0.00005
Janthinobacterium sp. 17J80-10	2497863	S	22	2	24	0.00002
Janthinobacterium sp. LM6	1938606	S	15	8	23	0.00002
Janthinobacterium sp. Marseille	375286	S	12	3	15	0.00001
Janthinobacterium sp. B9-8	1236179	S	12	3	15	0.00001
Janthinobacterium sp. PLB02	2808899	S	2	4	6	0.00000
Janthinobacterium agaricidamnosum	55508	S	62	29	91	0.00007
Janthinobacterium svalbardensis	368607	S	25	13	38	0.00003
Janthinobacterium tructae	2590869	S	19	10	29	0.00002
Janthinobacterium lividum	29581	S	13	19	32	0.00002
Duganella sp. AF9R3	2728021	S	207	42	249	0.00018
Duganella sp. GN2-R2	2728020	S	20	7	27	0.00002
Undibacterium sp. KW1	2058624	S	55	25	80	0.00006
Undibacterium sp. YM2	2058625	S	29	13	42	0.00003
Undibacterium parvum	401471	S	14	1	15	0.00001
Herbaspirillum robiniae	2014887	S	22	7	29	0.00002
Herbaspirillum rubrisubalbicans	80842	S	16	7	23	0.00002
Herbaspirillum frisingense	92645	S	16	7	23	0.00002
Herbaspirillum seropedicae	964	S	11	5	16	0.00001
Herbaspirillum huttiense	863372	S	8	4	12	0.00001
Herbaspirillum sp. meg3	2025949	S	8	0	8	0.00001
Herbaspirillum hiltneri	341045	S	7	1	8	0.00001
Collimonas pratensis	279113	S	29	6	35	0.00003
Collimonas fungivorans	158899	S	16	3	19	0.00001
Collimonas arenae	279058	S	14	2	16	0.00001
Noviherbaspirillum sp. UKPF54	2601898	S	19	2	21	0.00002
Herminiimonas arsenitoxidans	1809410	S	11	2	13	0.00001
Glaciimonas sp. PAMC28666	2807626	S	6	0	6	0.00000
Oxalobacter formigenes	847	S	2	0	2	0.00000
Rhizobacter gummiphilus	946333	S	121	20	141	0.00010
Rhizobacter sp. AJA081-3	2753607	S	84	17	101	0.00007
Sphaerotilus natans	34103	S	169	49	218	0.00016
Leptothrix cholodnii	34029	S	130	35	165	0.00012
Rubrivivax gelatinosus	28068	S	87	22	109	0.00008
Methylibium petroleiphilum	105560	S	29	22	51	0.00004
Methylibium sp. Pch-M	2082386	S	24	21	45	0.00003
Paucibacter sp. KCTC 42545	1768242	S	62	11	73	0.00005
Mitsuaria sp. 7	1658665	S	57	10	67	0.00005
Aquabacterium olei	1296669	S	57	14	71	0.00005
Xylophilus rhododendri	2697032	S	56	15	71	0.00005
Thiomonas sp. X19	1050370	S	19	4	23	0.00002
Thiomonas intermedia	926	S	13	9	22	0.00002
Thiomonas arsenitoxydans	426114	S	6	4	10	0.00001
Roseateles depolymerans	76731	S	39	7	46	0.00003
Inhella inkyongensis	392593	S	29	4	33	0.00002
Bordetella sp. H567	1697043	S	10	0	10	0.00001
Bordetella sp. N	1746199	S	5	0	5	0.00000
Bordetella petrii	94624	S	14	11	25	0.00002
Bordetella hinzii	103855	S	13	4	17	0.00001
Bordetella genomosp. 13	463040	S	11	3	14	0.00001
Bordetella pseudohinzii	1331258	S	11	4	15	0.00001
Bordetella bronchialis	463025	S	9	0	9	0.00001
Bordetella genomosp. 9	1416803	S	9	1	10	0.00001
Bordetella avium	521	S	5	0	5	0.00000
Bordetella holmesii	35814	S	5	1	6	0.00000
Bordetella genomosp. 8	1416806	S	5	0	5	0.00000
Bordetella trematum	123899	S	4	0	4	0.00000
Bordetella flabilis	463014	S	4	0	4	0.00000
Bordetella bronchiseptica	518	S	1	10	11	0.00001
Bordetella pertussis	520	S	1	13	14	0.00001
Achromobacter xylosoxidans	85698	S	27	28	55	0.00004
Achromobacter spanius	217203	S	27	6	33	0.00002
Achromobacter sp. AONIH1	1758194	S	9	5	14	0.00001
Achromobacter sp. MFA1 R4	1881016	S	5	1	6	0.00000
Achromobacter sp. B7	2282475	S	4	0	4	0.00000
Achromobacter sp. LM16	1449778	S	1	24	25	0.00002
Achromobacter insolitus	217204	S	12	2	14	0.00001
Achromobacter denitrificans	32002	S	9	6	15	0.00001
Achromobacter pestifer	1353889	S	7	5	12	0.00001
Achromobacter deleyi	1353891	S	3	4	7	0.00001
Alcaligenes faecalis	511	S	10	2	12	0.00001
Alcaligenes aquatilis	323284	S	2	2	4	0.00000
Pigmentiphaga aceris	1940612	S	9	0	9	0.00001
