name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1555237	823	1556060	0.99417
Cutibacterium acnes	1747	S	1913	76	1989	0.00127
Cutibacterium granulosum	33011	S	13	0	13	0.00001
Cutibacterium avidum	33010	S	5	0	5	0.00000
Propionibacterium sp. oral taxon 193	671223	S	51	0	51	0.00003
Propionimicrobium sp. Marseille-P3275	1871034	S	1	0	1	0.00000
Acidipropionibacterium acidipropionici	1748	S	1	0	1	0.00000
Nocardioides sp. HDW12B	2714939	S	3	0	3	0.00000
Nocardioides sp. zg-579	2663857	S	2	1	3	0.00000
Nocardioides sp. S5	2017486	S	1	0	1	0.00000
Nocardioides sp. S-713	2760089	S	1	0	1	0.00000
Nocardioides sp. WS12	2486272	S	1	0	1	0.00000
Nocardioides sp. MC1495	2736757	S	1	0	1	0.00000
Nocardioides sp. S-1144	2582905	S	1	0	1	0.00000
Nocardioides sp. CF8	110319	S	1	0	1	0.00000
Nocardioides aromaticivorans	200618	S	1	0	1	0.00000
Nocardioides marinisabuli	419476	S	1	1	2	0.00000
Aeromicrobium chenweiae	2079793	S	2	1	3	0.00000
Aeromicrobium sp. A1-2	2107713	S	2	0	2	0.00000
Aeromicrobium yanjiei	2662028	S	1	0	1	0.00000
Friedmanniella luteola	546871	S	1	0	1	0.00000
Mumia sp. ZJ1417	2708082	S	1	0	1	0.00000
Rothia amarae	169480	S	998	28	1026	0.00066
Rothia kristinae	37923	S	4	0	4	0.00000
Rothia mucilaginosa	43675	S	2	0	2	0.00000
Rothia terrae	396015	S	2	0	2	0.00000
Rothia dentocariosa	2047	S	1	0	1	0.00000
Rothia nasimurium	85336	S	1	0	1	0.00000
Paenarthrobacter sp. YJN-D	2735317	S	19	2	21	0.00001
Paenarthrobacter ureafaciens	37931	S	2	1	3	0.00000
Micrococcus luteus	1270	S	9	2	11	0.00001
Micrococcus sp. KBS0714	1179670	S	2	4	6	0.00000
Arthrobacter sp. D5-1	1477518	S	5	0	5	0.00000
Arthrobacter sp. ZXY-2	1806905	S	2	7	9	0.00001
Arthrobacter sp. FB24	290399	S	1	0	1	0.00000
Arthrobacter sp. J3.40	347209	S	1	1	2	0.00000
Arthrobacter crystallopoietes	37928	S	1	0	1	0.00000
Arthrobacter woluwensis	156980	S	1	0	1	0.00000
Kocuria rhizophila	72000	S	5	0	5	0.00000
Kocuria flava	446860	S	2	0	2	0.00000
Kocuria varians	1272	S	1	0	1	0.00000
Kocuria sp. BT304	1702043	S	1	0	1	0.00000
Sinomonas atrocyanea	37927	S	1	0	1	0.00000
Sinomonas sp. R1AF57	2020377	S	1	0	1	0.00000
Pseudarthrobacter sp. BIM B-2242	2772401	S	1	1	2	0.00000
Zhihengliuella sp. ISTPL4	2058657	S	1	0	1	0.00000
Glutamicibacter creatinolyticus	162496	S	1	0	1	0.00000
Microbacterium sp. PM5	2014534	S	25	3	28	0.00002
Microbacterium sp. 4R-513	2567934	S	2	0	2	0.00000
Microbacterium sp. WY121	2782168	S	2	0	2	0.00000
Microbacterium sp. No. 7	1714373	S	2	0	2	0.00000
Microbacterium sp. ABRD_28	2268461	S	2	0	2	0.00000
Microbacterium sp. TPU 3598	1938334	S	2	0	2	0.00000
Microbacterium sp. CBA3102	2603598	S	1	0	1	0.00000
Microbacterium sp. RG1	2489212	S	1	0	1	0.00000
Microbacterium sp. Se63.02b	2709304	S	1	0	1	0.00000
Microbacterium sp. JZ31	1906274	S	1	0	1	0.00000
Microbacterium sp. A18JL200	2782167	S	1	0	1	0.00000
Microbacterium hominis	162426	S	14	4	18	0.00001
Microbacterium foliorum	104336	S	8	2	10	0.00001
Microbacterium aurum	36805	S	4	1	5	0.00000
Microbacterium chocolatum	84292	S	3	0	3	0.00000
Microbacterium oleivorans	273677	S	2	0	2	0.00000
Microbacterium lushaniae	2614639	S	1	0	1	0.00000
Curtobacterium sp. 24E2	2804758	S	4	1	5	0.00000
Curtobacterium flaccumfaciens	2035	S	3	0	3	0.00000
Rathayibacter sp. VKM Ac-2760	2609253	S	3	0	3	0.00000
Rathayibacter sp. VKM Ac-2759	2609252	S	1	0	1	0.00000
Rathayibacter tritici	33888	S	2	0	2	0.00000
