name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1529667	439	1530106	0.99876
Acinetobacter junii	40215	S	37	3	40	0.00003
Acinetobacter johnsonii	40214	S	14	19	33	0.00002
Acinetobacter sp. NEB 394	2743575	S	2	3	5	0.00000
Acinetobacter sp. C16S1	2609668	S	2	0	2	0.00000
Acinetobacter sp. Marseille-Q1620	2714110	S	1	0	1	0.00000
Acinetobacter sp. MYb10	1827285	S	1	0	1	0.00000
Acinetobacter indicus	756892	S	2	0	2	0.00000
Acinetobacter guillouiae	106649	S	2	0	2	0.00000
Acinetobacter ursingii	108980	S	2	0	2	0.00000
Acinetobacter seifertii	1530123	S	1	0	1	0.00000
Acinetobacter towneri	202956	S	1	0	1	0.00000
Acinetobacter lwoffii	28090	S	1	0	1	0.00000
Acinetobacter schindleri	108981	S	1	0	1	0.00000
Moraxella nonliquefaciens	478	S	4	0	4	0.00000
Moraxella osloensis	34062	S	4	0	4	0.00000
Psychrobacter urativorans	45610	S	1	0	1	0.00000
Pseudomonas tolaasii	29442	S	10	3	13	0.00001
Pseudomonas fluorescens	294	S	3	6	9	0.00001
Pseudomonas protegens	380021	S	3	0	3	0.00000
Pseudomonas stutzeri	316	S	12	6	18	0.00001
Pseudomonas aeruginosa	287	S	3	29	32	0.00002
Pseudomonas alcaligenes	43263	S	3	0	3	0.00000
Pseudomonas mendocina	300	S	2	0	2	0.00000
Pseudomonas sp. CMR12a	658629	S	2	2	4	0.00000
Pseudomonas sp. CC6-YY-74	1930532	S	1	0	1	0.00000
Pseudomonas sp. StFLB209	1028989	S	1	0	1	0.00000
Pseudomonas sp. UW4	1207075	S	1	2	3	0.00000
Pseudomonas entomophila	312306	S	3	0	3	0.00000
Pseudomonas rhizosphaerae	216142	S	1	0	1	0.00000
Pseudomonas granadensis	1421430	S	1	1	2	0.00000
Klebsiella pneumoniae	573	S	154	99	253	0.00017
Salmonella enterica	28901	S	3	4	7	0.00000
Enterobacter hormaechei	158836	S	1	3	4	0.00000
Escherichia coli	562	S	3	4	7	0.00000
Enterobacteriaceae endosymbiont of Donacia crassipes	2675776	S	1	0	1	0.00000
Enterobacteriaceae endosymbiont of Neohaemonia nigricornis	2675792	S	1	0	1	0.00000
Cedecea neteri	158822	S	1	0	1	0.00000
Pantoea agglomerans	549	S	2	0	2	0.00000
Candidatus Pantoea carbekii	1235990	S	1	0	1	0.00000
Candidatus Erwinia haradaeae	1922217	S	1	0	1	0.00000
Serratia liquefaciens	614	S	1	0	1	0.00000
Serratia grimesii	82995	S	1	0	1	0.00000
Rahnella aquatilis	34038	S	1	0	1	0.00000
Nissabacter sp. SGAir0207	2126321	S	1	0	1	0.00000
Morganella morganii	582	S	1	0	1	0.00000
Providencia rustigianii	158850	S	1	0	1	0.00000
Photorhabdus asymbiotica	291112	S	1	0	1	0.00000
Pectobacterium brasiliense	180957	S	1	0	1	0.00000
Xanthomonas campestris	339	S	13	0	13	0.00001
Xanthomonas euvesicatoria	456327	S	12	52	64	0.00004
Stenotrophomonas maltophilia	40324	S	5	1	6	0.00000
Stenotrophomonas sp. CW117	2775920	S	2	1	3	0.00000
Stenotrophomonas sp. 364	2691571	S	1	0	1	0.00000
Stenotrophomonas rhizophila	216778	S	2	0	2	0.00000
Lysobacter enzymogenes	69	S	7	1	8	0.00001
Lysobacter sp. TY2-98	2290922	S	1	0	1	0.00000
Dyella japonica	231455	S	1	0	1	0.00000
Vibrio anguillarum	55601	S	4	0	4	0.00000
Vibrio harveyi	669	S	1	1	2	0.00000
Vibrio sp. THAF190c	2587865	S	1	0	1	0.00000
Vibrio cholerae	666	S	1	41	42	0.00003
Vibrio kanaloae	170673	S	1	0	1	0.00000
Vibrio metoecus	1481663	S	1	0	1	0.00000
Haemophilus parahaemolyticus	735	S	2	0	2	0.00000
Mannheimia haemolytica	75985	S	2	1	3	0.00000
Pasteurella multocida	747	S	1	1	2	0.00000
Halomonas sp. JS92-SW72	2306583	S	2	0	2	0.00000
Halomonas sp. THAF12	2587849	S	1	0	1	0.00000
Halomonas piezotolerans	2609667	S	1	0	1	0.00000
Halomonas subglaciescola	29571	S	1	0	1	0.00000
Halomonas chromatireducens	507626	S	1	0	1	0.00000
Neptunomonas phycophila	1572645	S	1	0	1	0.00000
Aeromonas hydrophila	644	S	3	0	3	0.00000
Aeromonas sp. ASNIH5	1758179	S	1	0	1	0.00000
Aeromonas sp. CA23	2033032	S	1	0	1	0.00000
Pseudoalteromonas aliena	247523	S	1	0	1	0.00000
Pseudoalteromonas agarivorans	176102	S	1	0	1	0.00000
Catenovulum sp. CCB-QB4	2172099	S	1	0	1	0.00000
Shewanella halifaxensis	271098	S	1	0	1	0.00000
Piscirickettsia salmonis	1238	S	1	0	1	0.00000
Hydrogenovibrio marinus	28885	S	1	0	1	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	2	0	2	0.00000
Rheinheimera sp. LHK132	2498451	S	1	0	1	0.00000
Halioglobus maricola	2601894	S	1	0	1	0.00000
Acidovorax sp. JMULE5	2518343	S	13	3	16	0.00001
Acidovorax sp. KKS102	358220	S	11	3	14	0.00001
Acidovorax sp. 1608163	2478662	S	3	0	3	0.00000
Acidovorax sp. T1	1858609	S	2	1	3	0.00000
Acidovorax carolinensis	553814	S	4	1	5	0.00000
Acidovorax avenae	80867	S	1	0	1	0.00000
Acidovorax ebreus	721785	S	1	3	4	0.00000
Acidovorax antarcticus	2743470	S	1	0	1	0.00000
Delftia acidovorans	80866	S	10	18	28	0.00002
Delftia sp. Cs1-4	742013	S	2	6	8	0.00001
Variovorax sp. RKNM96	2681552	S	4	1	5	0.00000
Variovorax sp. 38R	2774875	S	2	1	3	0.00000
Variovorax sp. HW608	1034889	S	1	0	1	0.00000
Variovorax sp. WDL1	207745	S	1	2	3	0.00000
Variovorax boronicumulans	436515	S	7	3	10	0.00001
Variovorax paradoxus	34073	S	1	0	1	0.00000
Diaphorobacter sp. HDW4A	2714924	S	17	5	22	0.00001
Diaphorobacter sp. JS3050	2735554	S	1	6	7	0.00000
Diaphorobacter polyhydroxybutyrativorans	1546149	S	1	2	3	0.00000
Comamonas testosteroni	285	S	4	1	5	0.00000
Comamonas aquatica	225991	S	4	0	4	0.00000
Comamonas thiooxydans	363952	S	3	0	3	0.00000
Comamonas piscis	1562974	S	1	0	1	0.00000
Hydrogenophaga sp. BA0156	2716225	S	3	1	4	0.00000
Hydrogenophaga sp. RAC07	1842537	S	1	0	1	0.00000
Hydrogenophaga sp. YM1	2806262	S	1	0	1	0.00000
Polaromonas naphthalenivorans	216465	S	4	0	4	0.00000
Polaromonas sp. JS666	296591	S	1	0	1	0.00000
Schlegelella thermodepolymerans	215580	S	2	0	2	0.00000
Limnohabitans sp. 63ED37-2	1678128	S	2	0	2	0.00000
Simplicispira suum	2109915	S	2	0	2	0.00000
Curvibacter sp. AEP1-3	1844971	S	2	0	2	0.00000
Ottowia oryzae	2109914	S	1	0	1	0.00000
Ottowia sp. 27C	2816950	S	1	0	1	0.00000
Rhodoferax sediminis	2509614	S	1	0	1	0.00000
Rhodoferax sp. BAB1	2741720	S	1	0	1	0.00000
Alicycliphilus denitrificans	179636	S	1	0	1	0.00000
Ramlibacter tataouinensis	94132	S	1	0	1	0.00000
Janthinobacterium sp. HH102	1537274	S	6	4	10	0.00001
Janthinobacterium sp. LM6	1938606	S	5	1	6	0.00000
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	4	0	4	0.00000
Janthinobacterium agaricidamnosum	55508	S	3	1	4	0.00000
