name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1023950	1008	1024958	0.98645
Pseudomonas oryzihabitans	47885	S	701	65	766	0.00074
Pseudomonas putida	303	S	12	4	16	0.00002
Pseudomonas monteilii	76759	S	2	0	2	0.00000
Pseudomonas sp. SGAir0191	2217867	S	2	1	3	0.00000
Pseudomonas fluorescens	294	S	211	100	311	0.00030
Pseudomonas tolaasii	29442	S	11	1	12	0.00001
Pseudomonas veronii	76761	S	9	16	25	0.00002
Pseudomonas synxantha	47883	S	4	1	5	0.00000
Pseudomonas azotoformans	47878	S	2	0	2	0.00000
Pseudomonas trivialis	200450	S	2	0	2	0.00000
Pseudomonas orientalis	76758	S	2	0	2	0.00000
Pseudomonas cedrina	651740	S	1	0	1	0.00000
Pseudomonas protegens	380021	S	1	0	1	0.00000
Pseudomonas poae	200451	S	1	0	1	0.00000
Pseudomonas mediterranea	183795	S	1	0	1	0.00000
Pseudomonas rhodesiae	76760	S	1	0	1	0.00000
Pseudomonas libanensis	75588	S	1	0	1	0.00000
Pseudomonas sp. CMR12a	658629	S	15	9	24	0.00002
Pseudomonas sp. S150	2559074	S	13	12	25	0.00002
Pseudomonas sp. Y39-6	2749807	S	7	21	28	0.00003
Pseudomonas sp. DTU12.3	2073078	S	5	0	5	0.00000
Pseudomonas sp. R76	1573711	S	5	1	6	0.00001
Pseudomonas sp. BIOMIG1BAC	1758730	S	4	2	6	0.00001
Pseudomonas sp. FDAARGOS_380	2018067	S	3	1	4	0.00000
Pseudomonas sp. RU47	2005388	S	3	1	4	0.00000
Pseudomonas sp. B11D7D	2735906	S	3	0	3	0.00000
Pseudomonas sp.	306	S	3	9	12	0.00001
Pseudomonas sp. URMO17WK12:I11	1283291	S	3	1	4	0.00000
Pseudomonas sp. MPC6	2498848	S	3	0	3	0.00000
Pseudomonas sp. S09G 359	2054919	S	2	0	2	0.00000
Pseudomonas sp. IzPS59	2774459	S	2	0	2	0.00000
Pseudomonas sp. DY-1	1755504	S	2	0	2	0.00000
Pseudomonas sp. IB20	1702250	S	2	0	2	0.00000
