name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1927761	1055	1928816	0.99540
Pseudomonas oryzihabitans	47885	S	170	15	185	0.00010
Pseudomonas putida	303	S	20	9	29	0.00001
Pseudomonas monteilii	76759	S	4	2	6	0.00000
Pseudomonas fluorescens	294	S	141	45	186	0.00010
Pseudomonas veronii	76761	S	10	18	28	0.00001
Pseudomonas protegens	380021	S	6	0	6	0.00000
Pseudomonas orientalis	76758	S	6	0	6	0.00000
Pseudomonas tolaasii	29442	S	5	0	5	0.00000
Pseudomonas azotoformans	47878	S	5	1	6	0.00000
Pseudomonas synxantha	47883	S	4	0	4	0.00000
Pseudomonas mediterranea	183795	S	3	0	3	0.00000
Pseudomonas migulae	78543	S	2	0	2	0.00000
Pseudomonas brenneri	129817	S	2	0	2	0.00000
Pseudomonas rhodesiae	76760	S	1	0	1	0.00000
Pseudomonas poae	200451	S	1	0	1	0.00000
Pseudomonas trivialis	200450	S	1	0	1	0.00000
Pseudomonas mandelii	75612	S	1	1	2	0.00000
Pseudomonas corrugata	47879	S	1	0	1	0.00000
Pseudomonas sp. S150	2559074	S	26	25	51	0.00003
Pseudomonas sp. CMR12a	658629	S	20	20	40	0.00002
Pseudomonas sp. DTU12.3	2073078	S	9	0	9	0.00000
Pseudomonas sp. S34	1573718	S	6	0	6	0.00000
Pseudomonas sp. R84	1573712	S	6	0	6	0.00000
Pseudomonas sp. UW4	1207075	S	6	3	9	0.00000
Pseudomonas sp. Tri1	2823875	S	5	0	5	0.00000
Pseudomonas sp. RU47	2005388	S	5	4	9	0.00000
Pseudomonas sp. 31-12	2201356	S	4	0	4	0.00000
Pseudomonas sp. S09G 359	2054919	S	4	0	4	0.00000
Pseudomonas sp. IzPS59	2774459	S	3	0	3	0.00000
Pseudomonas sp. MPC6	2498848	S	3	0	3	0.00000
Pseudomonas sp. StFLB209	1028989	S	3	0	3	0.00000
Pseudomonas sp. B11D7D	2735906	S	3	0	3	0.00000
Pseudomonas sp. 02C 26	2054914	S	2	0	2	0.00000
Pseudomonas sp. SCB32	2653853	S	2	0	2	0.00000
Pseudomonas sp. DR 5-09	1534110	S	2	1	3	0.00000
Pseudomonas sp. LPH1	1898684	S	2	1	3	0.00000
Pseudomonas sp. CC6-YY-74	1930532	S	2	0	2	0.00000
Pseudomonas sp. LAB-08	143813	S	2	0	2	0.00000
Pseudomonas sp.	306	S	2	7	9	0.00000
Pseudomonas sp. A214	1855331	S	2	3	5	0.00000
Pseudomonas sp. R5-89-07	658644	S	2	0	2	0.00000
Pseudomonas sp. LG1E9	2219057	S	2	0	2	0.00000
Pseudomonas sp. Leaf58	1736226	S	2	0	2	0.00000
Pseudomonas sp. S49	1573720	S	1	0	1	0.00000
Pseudomonas sp. C27(2019)	2604941	S	1	0	1	0.00000
Pseudomonas sp. OST1909	2777367	S	1	2	3	0.00000
Pseudomonas sp. R76	1573711	S	1	0	1	0.00000
Pseudomonas sp. R32	1573704	S	1	0	1	0.00000
Pseudomonas sp. BIOMIG1BAC	1758730	S	1	0	1	0.00000
Pseudomonas sp. LG1D9	2083054	S	1	1	2	0.00000
Pseudomonas sp. S-6-2	1931241	S	1	0	1	0.00000
Pseudomonas sp. DY-1	1755504	S	1	0	1	0.00000
Pseudomonas sp. BIGb0427	2724470	S	1	0	1	0.00000
Pseudomonas sp. MSPm1	2726956	S	1	0	1	0.00000
Pseudomonas sp. MRSN12121	1611770	S	1	0	1	0.00000
Pseudomonas sp. B10	118613	S	1	0	1	0.00000
Pseudomonas sp. K2W31S-8	2320867	S	1	0	1	0.00000
Pseudomonas sp. CCOS 191	1649877	S	1	0	1	0.00000
Pseudomonas sp. ATCC 43928	676210	S	1	1	2	0.00000
Pseudomonas sp. SDM007	2812000	S	1	0	1	0.00000
Pseudomonas palleroniana	191390	S	52	4	56	0.00003
Pseudomonas koreensis	198620	S	47	10	57	0.00003
Pseudomonas aeruginosa	287	S	19	134	153	0.00008
Pseudomonas oleovorans	301	S	1	1	2	0.00000
Pseudomonas furukawaii	1149133	S	1	0	1	0.00000
Pseudomonas mendocina	300	S	1	0	1	0.00000
Pseudomonas syringae	317	S	12	17	29	0.00001
Pseudomonas amygdali	47877	S	2	2	4	0.00000
Pseudomonas coronafaciens	53409	S	1	0	1	0.00000
Pseudomonas chlororaphis	587753	S	9	1	10	0.00001
Pseudomonas fragi	296	S	8	5	13	0.00001
Pseudomonas lundensis	86185	S	4	0	4	0.00000
