name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1290210	989	1291199	0.98632
Variovorax sp. PAMC26660	2762322	S	56	6	62	0.00005
Variovorax sp. PAMC 28711	1795631	S	41	2	43	0.00003
Variovorax sp. 38R	2774875	S	28	21	49	0.00004
Variovorax sp. WDL1	207745	S	17	11	28	0.00002
Variovorax sp. PBS-H4	434008	S	14	4	18	0.00001
Variovorax sp. HW608	1034889	S	14	0	14	0.00001
Variovorax sp. RKNM96	2681552	S	11	2	13	0.00001
Variovorax sp. PBL-H6	434009	S	8	7	15	0.00001
Variovorax sp. RA8	662548	S	8	4	12	0.00001
Variovorax sp. PBL-E5	434014	S	7	14	21	0.00002
Variovorax sp. PAMC28562	2762323	S	7	0	7	0.00001
Variovorax sp. SRS16	282217	S	2	3	5	0.00000
Variovorax sp. PMC12	2126319	S	2	73	75	0.00006
Variovorax sp. PDNC026	2811425	S	1	27	28	0.00002
Variovorax paradoxus	34073	S	131	34	165	0.00013
Variovorax boronicumulans	436515	S	117	67	184	0.00014
Acidovorax sp. KKS102	358220	S	215	57	272	0.00021
Acidovorax sp. JMULE5	2518343	S	159	23	182	0.00014
Acidovorax sp. T1	1858609	S	48	67	115	0.00009
Acidovorax sp. RAC01	1842533	S	41	10	51	0.00004
Acidovorax sp. 1608163	2478662	S	41	4	45	0.00003
Acidovorax sp. JS42	232721	S	3	37	40	0.00003
Acidovorax sp. HDW3	2714923	S	3	0	3	0.00000
Acidovorax carolinensis	553814	S	40	20	60	0.00005
Acidovorax avenae	80867	S	23	8	31	0.00002
Acidovorax antarcticus	2743470	S	12	2	14	0.00001
Acidovorax monticola	1926868	S	11	1	12	0.00001
Acidovorax cattleyae	80868	S	2	1	3	0.00000
Acidovorax citrulli	80869	S	1	0	1	0.00000
Acidovorax ebreus	721785	S	1	7	8	0.00001
Diaphorobacter sp. HDW4A	2714924	S	192	77	269	0.00021
Diaphorobacter sp. HDW4B	2714925	S	7	0	7	0.00001
Diaphorobacter sp. JS3050	2735554	S	2	27	29	0.00002
Diaphorobacter sp. JS3051	2792224	S	1	13	14	0.00001
Diaphorobacter aerolatus	1288495	S	21	12	33	0.00003
Diaphorobacter ruginosibacter	1715720	S	11	0	11	0.00001
Hydrogenophaga sp. PBL-H3	434010	S	18	9	27	0.00002
Hydrogenophaga sp. BPS33	2651974	S	16	5	21	0.00002
Hydrogenophaga sp. RAC07	1842537	S	13	2	15	0.00001
Hydrogenophaga sp. PAMC20947	2565558	S	10	0	10	0.00001
Hydrogenophaga sp. YM1	2806262	S	10	2	12	0.00001
Hydrogenophaga sp. NH-16	2184519	S	9	14	23	0.00002
Hydrogenophaga sp. BA0156	2716225	S	9	2	11	0.00001
Hydrogenophaga sp. PBC	795665	S	7	2	9	0.00001
Hydrogenophaga pseudoflava	47421	S	9	10	19	0.00001
Hydrogenophaga crassostreae	1763535	S	8	0	8	0.00001
Rhodoferax sp. AJA081-3	2752316	S	18	1	19	0.00001
Rhodoferax sp. BAB1	2741720	S	15	2	17	0.00001
Rhodoferax sp. PAMC29310	2822760	S	11	1	12	0.00001
Rhodoferax koreense	1842727	S	37	15	52	0.00004
Rhodoferax sediminis	2509614	S	17	1	18	0.00001
Rhodoferax saidenbachensis	1484693	S	13	1	14	0.00001
Rhodoferax antarcticus	81479	S	7	0	7	0.00001
Rhodoferax ferrireducens	192843	S	5	0	5	0.00000
Comamonas testosteroni	285	S	26	19	45	0.00003
Comamonas aquatica	225991	S	26	5	31	0.00002
Comamonas kerstersii	225992	S	14	2	16	0.00001
Comamonas thiooxydans	363952	S	13	11	24	0.00002
Comamonas piscis	1562974	S	12	1	13	0.00001
Comamonas sp. NLF-7-7	2597701	S	9	1	10	0.00001
Comamonas koreensis	160825	S	5	0	5	0.00000
Comamonas serinivorans	1082851	S	2	0	2	0.00000
Delftia acidovorans	80866	S	18	30	48	0.00004
Delftia lacustris	558537	S	8	39	47	0.00004
