name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	1505389	2905	1508294	0.92317
Acidovorax sp. KKS102	358220	S	436	186	622	0.00038
Acidovorax sp. 1608163	2478662	S	225	33	258	0.00016
Acidovorax sp. JMULE5	2518343	S	177	33	210	0.00013
Acidovorax sp. T1	1858609	S	141	281	422	0.00026
Acidovorax sp. RAC01	1842533	S	81	29	110	0.00007
Acidovorax sp. HDW3	2714923	S	57	14	71	0.00004
Acidovorax sp. JS42	232721	S	25	497	522	0.00032
Acidovorax carolinensis	553814	S	201	145	346	0.00021
Acidovorax antarcticus	2743470	S	88	35	123	0.00008
Acidovorax avenae	80867	S	85	42	127	0.00008
Acidovorax monticola	1926868	S	55	13	68	0.00004
Acidovorax citrulli	80869	S	25	22	47	0.00003
Acidovorax cattleyae	80868	S	22	13	35	0.00002
Acidovorax ebreus	721785	S	2	22	24	0.00001
Variovorax sp. PAMC 28711	1795631	S	84	8	92	0.00006
Variovorax sp. HW608	1034889	S	66	6	72	0.00004
Variovorax sp. PAMC28562	2762323	S	49	2	51	0.00003
Variovorax sp. WDL1	207745	S	45	45	90	0.00006
Variovorax sp. RKNM96	2681552	S	44	16	60	0.00004
Variovorax sp. PBL-H6	434009	S	36	47	83	0.00005
Variovorax sp. RA8	662548	S	31	22	53	0.00003
Variovorax sp. PAMC26660	2762322	S	31	6	37	0.00002
Variovorax sp. 38R	2774875	S	30	36	66	0.00004
Variovorax sp. PBS-H4	434008	S	29	11	40	0.00002
Variovorax sp. SRS16	282217	S	21	49	70	0.00004
Variovorax sp. PBL-E5	434014	S	18	51	69	0.00004
Variovorax sp. PMC12	2126319	S	2	105	107	0.00007
Variovorax sp. PDNC026	2811425	S	1	39	40	0.00002
Variovorax paradoxus	34073	S	282	109	391	0.00024
Variovorax boronicumulans	436515	S	83	76	159	0.00010
Rhodoferax sp. AJA081-3	2752316	S	147	15	162	0.00010
Rhodoferax sp. PAMC29310	2822760	S	103	19	122	0.00007
Rhodoferax sp. BAB1	2741720	S	90	21	111	0.00007
Rhodoferax sediminis	2509614	S	217	26	243	0.00015
Rhodoferax saidenbachensis	1484693	S	198	27	225	0.00014
Rhodoferax ferrireducens	192843	S	109	8	117	0.00007
Rhodoferax koreense	1842727	S	108	49	157	0.00010
Rhodoferax antarcticus	81479	S	84	7	91	0.00006
Hydrogenophaga sp. RAC07	1842537	S	86	29	115	0.00007
Hydrogenophaga sp. PAMC20947	2565558	S	78	3	81	0.00005
Hydrogenophaga sp. PBL-H3	434010	S	73	56	129	0.00008
Hydrogenophaga sp. BPS33	2651974	S	73	29	102	0.00006
Hydrogenophaga sp. PBC	795665	S	63	32	95	0.00006
