name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	862658	349	863007	0.99504
Variovorax sp. 38R	2774875	S	16	14	30	0.00003
Variovorax sp. PAMC26660	2762322	S	11	1	12	0.00001
Variovorax sp. PAMC 28711	1795631	S	7	0	7	0.00001
Variovorax sp. RKNM96	2681552	S	6	1	7	0.00001
Variovorax sp. HW608	1034889	S	6	0	6	0.00001
Variovorax sp. WDL1	207745	S	4	5	9	0.00001
Variovorax sp. PBL-H6	434009	S	4	9	13	0.00001
Variovorax sp. SRS16	282217	S	3	13	16	0.00002
Variovorax sp. RA8	662548	S	2	1	3	0.00000
Variovorax sp. PBS-H4	434008	S	2	0	2	0.00000
Variovorax sp. PBL-E5	434014	S	1	5	6	0.00001
Variovorax sp. PAMC28562	2762323	S	1	0	1	0.00000
Variovorax boronicumulans	436515	S	35	22	57	0.00007
Variovorax paradoxus	34073	S	32	8	40	0.00005
Acidovorax sp. KKS102	358220	S	58	15	73	0.00008
Acidovorax sp. JMULE5	2518343	S	38	5	43	0.00005
Acidovorax sp. RAC01	1842533	S	13	3	16	0.00002
Acidovorax sp. 1608163	2478662	S	11	1	12	0.00001
Acidovorax sp. T1	1858609	S	7	9	16	0.00002
Acidovorax sp. HDW3	2714923	S	4	0	4	0.00000
Acidovorax sp. JS42	232721	S	1	11	12	0.00001
Acidovorax carolinensis	553814	S	11	5	16	0.00002
Acidovorax avenae	80867	S	4	2	6	0.00001
Acidovorax antarcticus	2743470	S	4	0	4	0.00000
Acidovorax monticola	1926868	S	3	0	3	0.00000
Diaphorobacter sp. HDW4A	2714924	S	51	14	65	0.00007
Diaphorobacter sp. JS3051	2792224	S	2	20	22	0.00003
Diaphorobacter sp. HDW4B	2714925	S	1	0	1	0.00000
Diaphorobacter aerolatus	1288495	S	9	3	12	0.00001
Diaphorobacter polyhydroxybutyrativorans	1546149	S	1	4	5	0.00001
Diaphorobacter ruginosibacter	1715720	S	1	0	1	0.00000
Delftia lacustris	558537	S	7	23	30	0.00003
Delftia acidovorans	80866	S	5	5	10	0.00001
Delftia tsuruhatensis	180282	S	1	2	3	0.00000
Hydrogenophaga sp. PBC	795665	S	6	1	7	0.00001
Hydrogenophaga sp. PBL-H3	434010	S	4	2	6	0.00001
Hydrogenophaga sp. RAC07	1842537	S	4	1	5	0.00001
Hydrogenophaga sp. BPS33	2651974	S	4	1	5	0.00001
Hydrogenophaga sp. YM1	2806262	S	4	1	5	0.00001
Hydrogenophaga sp. NH-16	2184519	S	1	0	1	0.00000
Hydrogenophaga sp. BA0156	2716225	S	1	0	1	0.00000
Hydrogenophaga pseudoflava	47421	S	4	0	4	0.00000
Comamonas testosteroni	285	S	5	2	7	0.00001
Comamonas kerstersii	225992	S	4	0	4	0.00000
Comamonas aquatica	225991	S	3	0	3	0.00000
Comamonas piscis	1562974	S	3	0	3	0.00000
Comamonas sp. NLF-7-7	2597701	S	3	0	3	0.00000
Comamonas thiooxydans	363952	S	2	1	3	0.00000
Rhodoferax sp. BAB1	2741720	S	4	0	4	0.00000
Rhodoferax sp. AJA081-3	2752316	S	3	0	3	0.00000
Rhodoferax sp. PAMC29310	2822760	S	3	0	3	0.00000
Rhodoferax koreense	1842727	S	4	1	5	0.00001
Rhodoferax sediminis	2509614	S	4	0	4	0.00000
Rhodoferax antarcticus	81479	S	2	0	2	0.00000
Rhodoferax saidenbachensis	1484693	S	1	0	1	0.00000
Ottowia oryzae	2109914	S	11	0	11	0.00001
Ottowia sp. 27C	2816950	S	2	0	2	0.00000
Ottowia sp. oral taxon 894	1658672	S	1	0	1	0.00000
Alicycliphilus denitrificans	179636	S	12	12	24	0.00003
Polaromonas sp. JS666	296591	S	5	1	6	0.00001
Polaromonas naphthalenivorans	216465	S	4	0	4	0.00000
Limnohabitans sp. 63ED37-2	1678128	S	7	0	7	0.00001
Limnohabitans sp. 103DPR2	1678129	S	1	0	1	0.00000
Kinneretia sp. DAIF2	2714952	S	7	0	7	0.00001
Curvibacter sp. AEP1-3	1844971	S	7	0	7	0.00001
Ramlibacter tataouinensis	94132	S	6	0	6	0.00001
Verminephrobacter eiseniae	364317	S	6	0	6	0.00001
Schlegelella thermodepolymerans	215580	S	4	0	4	0.00000
Serpentinomonas mccroryi	1458426	S	2	0	2	0.00000
