name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	660	40	700	0.0828108364
Klebsiella pneumoniae	573	S	65	325	390	0.0461374660
Stenotrophomonas maltophilia	40324	S	246	58	304	0.0359635632
Dermacoccus nishinomiyaensis	1274	S	233	17	250	0.0295752987
Xanthomonas euvesicatoria	456327	S	11	180	191	0.0225955282
Pseudomonas fluorescens	294	S	141	45	186	0.0220040222
Pseudomonas oryzihabitans	47885	S	170	15	185	0.0218857210
Pseudomonas aeruginosa	287	S	19	134	153	0.0181000828
Phocaeicola vulgatus	821	S	55	33	88	0.0104105051
Pseudomonas koreensis	198620	S	47	10	57	0.0067431681
Pseudomonas palleroniana	191390	S	52	4	56	0.0066248669
Anabaena sp. YBS01	2490939	S	6	47	53	0.0062699633
Pseudomonas sp. S150	2559074	S	26	25	51	0.0060333609
Rhodococcus erythropolis	1833	S	15	36	51	0.0060333609
Methylobacterium sp. XJLW	739141	S	4	42	46	0.0054418550
Kocuria rhizophila	72000	S	35	10	45	0.0053235538
Duganella sp. AF9R3	2728021	S	35	7	42	0.0049686502
Pseudomonas sp. CMR12a	658629	S	20	20	40	0.0047320478
Diaphorobacter sp. JS3051	2792224	S	3	36	39	0.0046137466
Faecalibacterium prausnitzii	853	S	28	11	39	0.0046137466
Acinetobacter johnsonii	40214	S	20	16	36	0.0042588430
Variovorax paradoxus	34073	S	28	8	36	0.0042588430
Methylobacterium radiotolerans	31998	S	10	26	36	0.0042588430
Methylobacterium sp. C1	1479019	S	7	28	35	0.0041405418
Parabacteroides distasonis	823	S	28	7	35	0.0041405418
Candidatus Planktophila sulfonica	1884904	S	31	3	34	0.0040222406
Limnohabitans sp. 103DPR2	1678129	S	31	1	32	0.0037856382
Aliarcobacter cryaerophilus	28198	S	30	1	31	0.0036673370
Vitreoscilla filiformis	63	S	27	3	30	0.0035490358
Pseudomonas putida	303	S	20	9	29	0.0034307347
Pseudomonas syringae	317	S	12	17	29	0.0034307347
Paraburkholderia sp. SOS3	1926494	S	27	2	29	0.0034307347
Methylobacterium aquaticum	270351	S	24	5	29	0.0034307347
Pseudomonas veronii	76761	S	10	18	28	0.0033124335
Acidovorax sp. JS42	232721	S	2	24	26	0.0030758311
Curvibacter sp. AEP1-3	1844971	S	26	0	26	0.0030758311
Bacteroides uniformis	820	S	13	13	26	0.0030758311
Bibersteinia trehalosi	47735	S	1	24	25	0.0029575299
Aquaspirillum sp. LM1	1938604	S	24	1	25	0.0029575299
Micrococcus luteus	1270	S	10	15	25	0.0029575299
Anaerostipes hadrus	649756	S	19	6	25	0.0029575299
Roseburia intestinalis	166486	S	14	11	25	0.0029575299
Enterobacter asburiae	61645	S	7	17	24	0.0028392287
Escherichia coli	562	S	3	18	21	0.0024843251
Human alphaherpesvirus 2	10310	S	21	0	21	0.0024843251
Acidovorax carolinensis	553814	S	13	7	20	0.0023660239
