name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Xanthomonas euvesicatoria	456327	S	35	1420	1455	0.0224550898
Aliarcobacter cryaerophilus	28198	S	926	108	1034	0.0159577752
Klebsiella pneumoniae	573	S	286	579	865	0.0133495895
Paenibacillus larvae	1464	S	4	810	814	0.0125625039
Oscillatoria nigro-viridis	482564	S	732	69	801	0.0123618742
Phocaeicola vulgatus	821	S	573	197	770	0.0118834496
Stenotrophomonas maltophilia	40324	S	464	162	626	0.0096610902
Cutibacterium acnes	1747	S	567	51	618	0.0095376258
Candidatus Planktophila sulfonica	1884904	S	513	47	560	0.0086425088
Lacunisphaera limnophila	1838286	S	444	30	474	0.0073152664
Pseudomonas oryzihabitans	47885	S	361	44	405	0.0062503858
Lactococcus lactis	1358	S	61	323	384	0.0059262917
Streptomyces lividans	1916	S	8	375	383	0.0059108587
Duganella sp. AF9R3	2728021	S	283	62	345	0.0053244027
Bacteroides uniformis	820	S	192	136	328	0.0050620409
Polynucleobacter necessarius	576610	S	294	17	311	0.0047996790
Escherichia coli	562	S	43	262	305	0.0047070807
Acinetobacter johnsonii	40214	S	171	133	304	0.0046916476
Sphaerotilus natans	34103	S	221	69	290	0.0044755849
Acidovorax sp. T1	1858609	S	98	191	289	0.0044601519
Diaphorobacter sp. JS3051	2792224	S	15	267	282	0.0043521205
Phocaeicola dorei	357276	S	196	78	274	0.0042286561
Acidovorax sp. JS42	232721	S	14	259	273	0.0042132230
Variovorax paradoxus	34073	S	201	70	271	0.0041823569
Faecalibacterium prausnitzii	853	S	203	68	271	0.0041823569
Limnohabitans sp. 103DPR2	1678129	S	251	17	268	0.0041360578
Pseudomonas aeruginosa	287	S	60	204	264	0.0040743256
Curvibacter sp. AEP1-3	1844971	S	248	11	259	0.0039971603
Acinetobacter lwoffii	28090	S	82	175	257	0.0039662942
Delftia sp. KV29	1170710	S	4	242	246	0.0037965307
Pseudomonas sp. CMR12a	658629	S	161	83	244	0.0037656645
Acidovorax carolinensis	553814	S	139	101	240	0.0037039323
Prevotella copri	165179	S	199	34	233	0.0035959010
Acidovorax sp. KKS102	358220	S	160	64	224	0.0034570035
Pseudomonas fluorescens	294	S	147	73	220	0.0033952713
Blautia sp. SC05B48	2479767	S	137	81	218	0.0033644052
Limnohabitans sp. 63ED37-2	1678128	S	194	18	212	0.0032718069
Acinetobacter baumannii	470	S	39	169	208	0.0032100747
Polaromonas naphthalenivorans	216465	S	180	21	201	0.0031020433
Aeromonas media	651	S	134	64	198	0.0030557442
Bacteroides ovatus	28116	S	114	81	195	0.0030094450
Comamonas testosteroni	285	S	92	99	191	0.0029477128
Leptothrix cholodnii	34029	S	146	42	188	0.0029014137
Acidovorax sp. 1608163	2478662	S	153	22	175	0.0027007840
Flavobacterium johnsoniae	986	S	120	53	173	0.0026699179
Anaerostipes hadrus	649756	S	135	36	171	0.0026390518
Rhodoferax sediminis	2509614	S	151	19	170	0.0026236187
Aquaspirillum sp. LM1	1938604	S	159	11	170	0.0026236187
Rhodoferax saidenbachensis	1484693	S	147	21	168	0.0025927526
Flavobacterium sangjuense	2518177	S	157	9	166	0.0025618865
Rhizobacter gummiphilus	946333	S	136	26	162	0.0025001543
Parabacteroides distasonis	823	S	62	97	159	0.0024538552
Bacteroides xylanisolvens	371601	S	87	70	157	0.0024229891
Bacteroides thetaiotaomicron	818	S	141	15	156	0.0024075560
Anaerobutyricum hallii	39488	S	111	38	149	0.0022995247
Sphingobium sp. YG1	2082188	S	99	46	145	0.0022377925
Rhizobacter sp. AJA081-3	2753607	S	116	28	144	0.0022223594
Fluviibacter phosphoraccumulans	1751046	S	125	17	142	0.0021914933
Bacteroides fragilis	817	S	80	61	141	0.0021760603
Roseburia intestinalis	166486	S	102	38	140	0.0021606272
Diaphorobacter sp. JS3050	2735554	S	7	132	139	0.0021451941
Janthinobacterium agaricidamnosum	55508	S	93	46	139	0.0021451941
Flavobacterium sp. KBS0721	1179672	S	107	32	139	0.0021451941
Alicycliphilus denitrificans	179636	S	59	79	138	0.0021297611
Polynucleobacter duraquae	1835254	S	125	13	138	0.0021297611
Sphingomonas sp. PAMC26645	2565555	S	117	20	137	0.0021143280
Sphingomonas melonis	152682	S	40	92	132	0.0020371628
[Ruminococcus] torques	33039	S	91	41	132	0.0020371628
Hydrogenophaga sp. PBL-H3	434010	S	76	55	131	0.0020217297
Acidovorax sp. JMULE5	2518343	S	109	21	130	0.0020062967
Rhodoferax sp. AJA081-3	2752316	S	119	11	130	0.0020062967
Megamonas funiformis	437897	S	128	2	130	0.0020062967
Vitreoscilla filiformis	63	S	112	17	129	0.0019908636
Rhodococcus erythropolis	1833	S	29	98	127	0.0019599975
Flavobacterium sp. SLB02	2665645	S	104	21	125	0.0019291314
Flavobacterium nackdongense	2547394	S	118	7	125	0.0019291314
Kinneretia sp. DAIF2	2714952	S	100	23	123	0.0018982653
Flavobacterium sp. MDT1-60	1979344	S	104	18	122	0.0018828323
Limnoglobus roseus	2598579	S	115	4	119	0.0018365331
Ramlibacter tataouinensis	94132	S	104	14	118	0.0018211001
Dermacoccus nishinomiyaensis	1274	S	86	32	118	0.0018211001
Flavobacterium sp. M31R6	2739062	S	104	14	118	0.0018211001
Halomonas sp. JS92-SW72	2306583	S	93	23	116	0.0017902340
Bradyrhizobium diazoefficiens	1355477	S	45	71	116	0.0017902340
Variovorax sp. WDL1	207745	S	48	65	113	0.0017439348
Pseudomonas syringae	317	S	40	72	112	0.0017285018
Elizabethkingia bruuniana	1756149	S	32	80	112	0.0017285018
Sphingorhabdus lacus	392610	S	107	2	109	0.0016822026
Candidatus Planktophila dulcis	1884914	S	100	9	109	0.0016822026
Acidovorax sp. RAC01	1842533	S	80	27	107	0.0016513365
Staphylococcus aureus	1280	S	28	79	107	0.0016513365
Rubrivivax gelatinosus	28068	S	84	22	106	0.0016359035
Ralstonia solanacearum	305	S	55	49	104	0.0016050373
Paucibacter sp. KCTC 42545	1768242	S	87	17	104	0.0016050373
Blautia obeum	40520	S	71	32	103	0.0015896043
Human endogenous retrovirus K	45617	S	1	102	103	0.0015896043
Lysobacter enzymogenes	69	S	89	13	102	0.0015741712
Flavobacterium psychrophilum	96345	S	81	21	102	0.0015741712
Acidovorax avenae	80867	S	65	36	101	0.0015587382
Diaphorobacter aerolatus	1288495	S	52	48	100	0.0015433051
Polaromonas sp. JS666	296591	S	94	5	99	0.0015278721
Flavobacterium sp. 140616W15	2478552	S	84	15	99	0.0015278721
Opitutus sp. GAS368	1882749	S	92	5	97	0.0014970060
Rhodoferax koreense	1842727	S	66	30	96	0.0014815729
Bifidobacterium adolescentis	1680	S	87	9	96	0.0014815729
Dolichospermum flos-aquae	1166	S	6	90	96	0.0014815729
Actinoplanes derwentensis	113562	S	88	7	95	0.0014661399
Candidatus Planktophila lacus	1884913	S	90	3	93	0.0014352738
Sphingomonas koreensis	93064	S	56	36	92	0.0014198407
Rhodococcus qingshengii	334542	S	16	76	92	0.0014198407
Polaromonas sp. E5S	1840267	S	2	89	91	0.0014044077
Rhodoferax sp. BAB1	2741720	S	74	16	90	0.0013889746
Sphingomonas sp. HMP9	1517554	S	73	17	90	0.0013889746
Delftia acidovorans	80866	S	29	59	88	0.0013581085
Flavobacterium sp. Sr18	935222	S	79	9	88	0.0013581085
Rhodoferax sp. PAMC29310	2822760	S	73	14	87	0.0013426755
Simplicispira suum	2109915	S	71	16	87	0.0013426755
Bacteroides caccae	47678	S	85	2	87	0.0013426755
Flavobacterium sp. CLA17	2724135	S	74	11	85	0.0013118094
Pseudomonas veronii	76761	S	25	59	84	0.0012963763
Rhodoferax ferrireducens	192843	S	77	6	83	0.0012809433
[Ruminococcus] gnavus	33038	S	55	28	83	0.0012809433
Acidovorax ebreus	721785	S	7	75	82	0.0012655102
