name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	1171	75	1246	0.0296956553
Stenotrophomonas maltophilia	40324	S	592	250	842	0.0200672085
Aliarcobacter cryaerophilus	28198	S	575	84	659	0.0157058081
Pseudomonas oryzihabitans	47885	S	560	80	640	0.0152529851
Klebsiella pneumoniae	573	S	143	452	595	0.0141805095
Paenibacillus larvae	1464	S	2	551	553	0.0131795324
Phocaeicola vulgatus	821	S	375	143	518	0.0123453848
Dermacoccus nishinomiyaensis	1274	S	352	65	417	0.0099382731
Lactococcus lactis	1358	S	96	253	349	0.0083176434
Candidatus Planktophila sulfonica	1884904	S	280	21	301	0.0071736695
Acidovorax sp. KKS102	358220	S	181	92	273	0.0065063514
Pseudomonas aeruginosa	287	S	49	203	252	0.0060058629
Duganella sp. AF9R3	2728021	S	198	36	234	0.0055768727
Acidovorax sp. T1	1858609	S	61	158	219	0.0052193808
Bacteroides uniformis	820	S	116	99	215	0.0051240497
Acinetobacter johnsonii	40214	S	101	105	206	0.0049095546
Phocaeicola dorei	357276	S	138	61	199	0.0047427250
Curvibacter sp. AEP1-3	1844971	S	184	9	193	0.0045997283
Variovorax paradoxus	34073	S	131	60	191	0.0045520627
Oscillatoria nigro-viridis	482564	S	154	28	182	0.0043375676
Escherichia coli	562	S	24	151	175	0.0041707381
Prevotella copri	165179	S	148	25	173	0.0041230725
Polynucleobacter necessarius	576610	S	157	13	170	0.0040515742
Acidovorax carolinensis	553814	S	90	71	161	0.0038370791
Aquaspirillum sp. LM1	1938604	S	141	11	152	0.0036225840
Xanthomonas euvesicatoria	456327	S	1	151	152	0.0036225840
Pseudomonas sp. CMR12a	658629	S	100	51	151	0.0035987512
Pseudomonas fluorescens	294	S	99	52	151	0.0035987512
Sphaerotilus natans	34103	S	111	38	149	0.0035510856
Acinetobacter baumannii	470	S	26	122	148	0.0035272528
Diaphorobacter sp. JS3050	2735554	S	6	136	142	0.0033842561
Faecalibacterium prausnitzii	853	S	112	30	142	0.0033842561
Diaphorobacter sp. JS3051	2792224	S	6	132	138	0.0032889249
Bacteroides ovatus	28116	S	73	62	135	0.0032174265
Pseudomonas veronii	76761	S	35	96	131	0.0031220954
Rhodoferax saidenbachensis	1484693	S	111	13	124	0.0029552659
Blautia sp. SC05B48	2479767	S	83	40	123	0.0029314331
Limnohabitans sp. 63ED37-2	1678128	S	111	11	122	0.0029076003
Sphingomonas sp. PAMC26645	2565555	S	109	12	121	0.0028837675
Aeromonas media	651	S	72	47	119	0.0028361019
Sphingomonas melonis	152682	S	37	82	119	0.0028361019
Comamonas testosteroni	285	S	51	67	118	0.0028122691
Propionibacterium sp. oral taxon 193	671223	S	94	21	115	0.0027407708
Parabacteroides distasonis	823	S	47	66	113	0.0026931052
Leptothrix cholodnii	34029	S	85	27	112	0.0026692724
Cloacibacterium normanense	237258	S	97	13	110	0.0026216068
Polynucleobacter duraquae	1835254	S	93	14	107	0.0025501084
Limnohabitans sp. 103DPR2	1678129	S	99	7	106	0.0025262757
Ottowia oryzae	2109914	S	94	11	105	0.0025024429
Rhizobacter sp. AJA081-3	2753607	S	84	21	105	0.0025024429
Acinetobacter lwoffii	28090	S	42	60	102	0.0024309445
Kocuria rhizophila	72000	S	70	30	100	0.0023832789
Bifidobacterium longum	216816	S	75	22	97	0.0023117805
Acinetobacter sp. NEB 394	2743575	S	30	66	96	0.0022879478
Flavobacterium sp. KBS0721	1179672	S	69	27	96	0.0022879478
Rhodoferax sp. AJA081-3	2752316	S	89	6	95	0.0022641150
Polaromonas naphthalenivorans	216465	S	83	11	94	0.0022402822
Bacteroides thetaiotaomicron	818	S	84	10	94	0.0022402822
Rhodoferax koreense	1842727	S	59	34	93	0.0022164494
Anaerobutyricum hallii	39488	S	69	23	92	0.0021926166
Vitreoscilla filiformis	63	S	78	13	91	0.0021687838
Moraxella osloensis	34062	S	82	8	90	0.0021449510
Fluviibacter phosphoraccumulans	1751046	S	75	13	88	0.0020972854
Rhodoferax sediminis	2509614	S	78	9	87	0.0020734527
Diaphorobacter aerolatus	1288495	S	37	50	87	0.0020734527
Rhodococcus erythropolis	1833	S	25	62	87	0.0020734527
Hydrogenophaga sp. PBL-H3	434010	S	45	41	86	0.0020496199
Rhizobacter gummiphilus	946333	S	71	14	85	0.0020257871
Rhodococcus qingshengii	334542	S	19	65	84	0.0020019543
Acidovorax sp. JMULE5	2518343	S	70	13	83	0.0019781215
