name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	2584	107	2691	0.1978967495
Stenotrophomonas maltophilia	40324	S	706	158	864	0.0635387557
Escherichia coli	562	S	22	791	813	0.0597882041
Pseudomonas oryzihabitans	47885	S	701	65	766	0.0563318135
Klebsiella pneumoniae	573	S	221	361	582	0.0428004118
Pseudomonas fluorescens	294	S	211	100	311	0.0228710104
Dermacoccus nishinomiyaensis	1274	S	222	24	246	0.0180908957
Xanthomonas euvesicatoria	456327	S	21	211	232	0.0170613325
Rhodococcus qingshengii	334542	S	18	94	112	0.0082365054
Staphylococcus epidermidis	1282	S	91	12	103	0.0075746433
Variovorax boronicumulans	436515	S	49	23	72	0.0052948963
Janthinobacterium sp. HH102	1537274	S	25	40	65	0.0047801147
Rhodococcus erythropolis	1833	S	14	51	65	0.0047801147
Oscillatoria nigro-viridis	482564	S	60	2	62	0.0045594940
Staphylococcus aureus	1280	S	19	41	60	0.0044124136
Variovorax paradoxus	34073	S	49	9	58	0.0042653331
Kocuria rhizophila	72000	S	45	9	54	0.0039711722
Staphylococcus capitis	29388	S	47	3	50	0.0036770113
Pseudomonas psychrotolerans	237610	S	42	3	45	0.0033093102
Acidovorax sp. KKS102	358220	S	38	7	45	0.0033093102
Corynebacterium kefirresidentii	1979527	S	31	13	44	0.0032357700
Phocaeicola vulgatus	821	S	32	9	41	0.0030151493
Janthinobacterium svalbardensis	368607	S	29	11	40	0.0029416091
Pseudomonas aeruginosa	287	S	11	28	39	0.0028680688
Rhodococcus sp. NJ-530	2490853	S	7	32	39	0.0028680688
Phocaeicola dorei	357276	S	30	9	39	0.0028680688
Propionibacterium sp. oral taxon 193	671223	S	34	4	38	0.0027945286
Diaphorobacter sp. JS3050	2735554	S	5	32	37	0.0027209884
Sphingomonas melonis	152682	S	13	23	36	0.0026474482
Moraxella osloensis	34062	S	32	1	33	0.0024268275
Janthinobacterium tructae	2590869	S	23	9	32	0.0023532872
Variovorax sp. PDNC026	2811425	S	2	29	31	0.0022797470
Meiothermus silvanus	52022	S	31	0	31	0.0022797470
Acinetobacter junii	40215	S	27	3	30	0.0022062068
Acidovorax sp. JS42	232721	S	4	26	30	0.0022062068
Clostridium botulinum	1491	S	22	8	30	0.0022062068
Janthinobacterium lividum	29581	S	14	15	29	0.0021326666
Janthinobacterium agaricidamnosum	55508	S	11	18	29	0.0021326666
Kocuria palustris	71999	S	27	2	29	0.0021326666
Lawsonella clevelandensis	1528099	S	28	1	29	0.0021326666
Pseudomonas sp. Y39-6	2749807	S	7	21	28	0.0020591263
Janthinobacterium sp. LM6	1938606	S	20	8	28	0.0020591263
Collimonas fungivorans	158899	S	25	3	28	0.0020591263
Paucibacter sp. KCTC 42545	1768242	S	26	2	28	0.0020591263
Paracoccus yeei	147645	S	13	15	28	0.0020591263
Microbacterium sp. PM5	2014534	S	25	3	28	0.0020591263
Acidovorax sp. T1	1858609	S	15	12	27	0.0019855861
Janthinobacterium sp. PLB02	2808899	S	10	17	27	0.0019855861
Pedobacter sp. SW-16	2766984	S	25	2	27	0.0019855861
Pseudomonas veronii	76761	S	9	16	25	0.0018385057
Pseudomonas sp. S150	2559074	S	13	12	25	0.0018385057
Pseudomonas sp. CMR12a	658629	S	15	9	24	0.0017649654
Sphingobium sp. YG1	2082188	S	18	6	24	0.0017649654
Candidatus Planktophila sulfonica	1884904	S	21	2	23	0.0016914252
Parabacteroides distasonis	823	S	7	16	23	0.0016914252
Cutibacterium granulosum	33011	S	21	1	22	0.0016178850
Streptomyces lividans	1916	S	3	19	22	0.0016178850
Streptococcus mitis	28037	S	18	4	22	0.0016178850
Paenarthrobacter sp. YJN-D	2735317	S	20	1	21	0.0015443448
Chryseobacterium indoltheticum	254	S	19	2	21	0.0015443448
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	8	13	21	0.0015443448
Pseudomonas koreensis	198620	S	17	3	20	0.0014708045
Acidovorax carolinensis	553814	S	15	5	20	0.0014708045
Rhodoferax sediminis	2509614	S	19	1	20	0.0014708045
Brevundimonas sp. DS20	1532555	S	8	12	20	0.0014708045
Micrococcus luteus	1270	S	9	11	20	0.0014708045
Gordonia bronchialis	2054	S	18	2	20	0.0014708045
Staphylococcus warneri	1292	S	16	4	20	0.0014708045
Anabaena sp. YBS01	2490939	S	1	19	20	0.0014708045
Bacteroides uniformis	820	S	11	9	20	0.0014708045
Lysobacter enzymogenes	69	S	14	5	19	0.0013972643
Brevundimonas sp. 'scallop'	2562582	S	8	10	18	0.0013237241
Paracoccus sp. Arc7-R13	2500532	S	16	2	18	0.0013237241
Cutibacterium avidum	33010	S	17	1	18	0.0013237241
Bacteroides thetaiotaomicron	818	S	17	1	18	0.0013237241
Variovorax sp. 38R	2774875	S	11	6	17	0.0012501839
Acidovorax sp. JMULE5	2518343	S	16	1	17	0.0012501839
Blautia sp. SC05B48	2479767	S	13	4	17	0.0012501839
Pseudomonas putida	303	S	12	4	16	0.0011766436
Acinetobacter johnsonii	40214	S	11	5	16	0.0011766436
Duganella sp. AF9R3	2728021	S	15	1	16	0.0011766436
Roseomonas sp. FDAARGOS_362	2018065	S	2	14	16	0.0011766436
Enterobacter hormaechei	158836	S	2	13	15	0.0011031034
Comamonas testosteroni	285	S	11	4	15	0.0011031034
Collimonas arenae	279058	S	14	1	15	0.0011031034
Rhizobacter sp. AJA081-3	2753607	S	14	1	15	0.0011031034
Bradyrhizobium erythrophlei	1437360	S	15	0	15	0.0011031034
Aliarcobacter cryaerophilus	28198	S	14	1	15	0.0011031034
Lactobacillus crispatus	47770	S	8	7	15	0.0011031034
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	12	2	14	0.0010295632
Xanthobacter sp. YN2	2528964	S	13	1	14	0.0010295632
Brevundimonas sp. SGAir0440	2579977	S	10	4	14	0.0010295632
Corynebacterium tuberculostearicum	38304	S	11	3	14	0.0010295632
Lactococcus lactis	1358	S	11	3	14	0.0010295632
Chryseobacterium balustinum	246	S	12	2	14	0.0010295632
Pseudomonas chlororaphis	587753	S	9	4	13	0.0009560229
Salmonella enterica	28901	S	4	9	13	0.0009560229
Microbacterium hominis	162426	S	11	2	13	0.0009560229
Curtobacterium flaccumfaciens	2035	S	13	0	13	0.0009560229
Corynebacterium jeikeium	38289	S	6	7	13	0.0009560229
Corynebacterium glutamicum	1718	S	1	12	13	0.0009560229
Streptococcus anginosus	1328	S	3	10	13	0.0009560229
Anaerobutyricum hallii	39488	S	11	2	13	0.0009560229
Pseudomonas tolaasii	29442	S	11	1	12	0.0008824827
Pseudomonas sp.	306	S	3	9	12	0.0008824827
Pseudomonas stutzeri	316	S	9	3	12	0.0008824827
Acinetobacter tandoii	202954	S	12	0	12	0.0008824827
Variovorax sp. PAMC 28711	1795631	S	12	0	12	0.0008824827
Polaromonas sp. JS666	296591	S	9	3	12	0.0008824827
Limnohabitans sp. 63ED37-2	1678128	S	12	0	12	0.0008824827
Rhizobacter gummiphilus	946333	S	11	1	12	0.0008824827
Methylobacterium sp. XJLW	739141	S	2	10	12	0.0008824827
Mesorhizobium huakuii	28104	S	2	10	12	0.0008824827
Flavobacterium psychrophilum	96345	S	11	1	12	0.0008824827
Elizabethkingia bruuniana	1756149	S	1	11	12	0.0008824827
Methanothrix soehngenii	2223	S	12	0	12	0.0008824827
