name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	5933	389	6322	0.0978940849
Dermacoccus nishinomiyaensis	1274	S	1360	154	1514	0.0234437906
Paenibacillus larvae	1464	S	4	1089	1093	0.0169247445
Stenotrophomonas maltophilia	40324	S	718	324	1042	0.0161350263
Burkholderia thailandensis	57975	S	8	920	928	0.0143697739
Klebsiella pneumoniae	573	S	227	622	849	0.0131464850
Curtobacterium flaccumfaciens	2035	S	758	78	836	0.0129451843
Pseudomonas oryzihabitans	47885	S	534	71	605	0.0093682255
Aliarcobacter cryaerophilus	28198	S	488	68	556	0.0086094766
Lactococcus lactis	1358	S	181	355	536	0.0082997832
Phocaeicola vulgatus	821	S	305	106	411	0.0063641994
Candidatus Planktophila sulfonica	1884904	S	374	28	402	0.0062248374
Oscillatoria nigro-viridis	482564	S	342	40	382	0.0059151440
Kocuria rhizophila	72000	S	267	70	337	0.0052183338
Acidovorax sp. T1	1858609	S	90	221	311	0.0048157324
Duganella sp. AF9R3	2728021	S	256	49	305	0.0047228244
Pseudomonas aeruginosa	287	S	51	245	296	0.0045834624
Faecalibacterium prausnitzii	853	S	209	66	275	0.0042582843
Xanthomonas euvesicatoria	456327	S	2	258	260	0.0040260142
Escherichia coli	562	S	26	229	255	0.0039485909
Acidovorax sp. KKS102	358220	S	166	85	251	0.0038866522
Pseudomonas fluorescens	294	S	162	82	244	0.0037782595
Blautia sp. SC05B48	2479767	S	153	90	243	0.0037627749
Limnohabitans sp. 103DPR2	1678129	S	221	14	235	0.0036388975
Phocaeicola dorei	357276	S	165	66	231	0.0035769588
Aquaspirillum sp. LM1	1938604	S	213	13	226	0.0034995355
Bacteroides uniformis	820	S	128	98	226	0.0034995355
Limnohabitans sp. 63ED37-2	1678128	S	196	17	213	0.0032982347
Acinetobacter johnsonii	40214	S	113	100	213	0.0032982347
Variovorax paradoxus	34073	S	151	58	209	0.0032362961
Alicycliphilus denitrificans	179636	S	53	153	206	0.0031898421
Acidovorax sp. JS42	232721	S	8	195	203	0.0031433880
Polynucleobacter necessarius	576610	S	188	15	203	0.0031433880
Acinetobacter baumannii	470	S	34	168	202	0.0031279034
Curvibacter sp. AEP1-3	1844971	S	186	8	194	0.0030040260
Sphaerotilus natans	34103	S	154	40	194	0.0030040260
Acidovorax carolinensis	553814	S	113	80	193	0.0029885413
Prevotella copri	165179	S	157	25	182	0.0028182100
Paracoccus yeei	147645	S	89	87	176	0.0027253020
Staphylococcus virus phiMR25	487152	S	1	173	174	0.0026943326
Polaromonas naphthalenivorans	216465	S	152	15	167	0.0025859399
Rhodococcus qingshengii	334542	S	31	125	156	0.0024156085
Anaerobutyricum hallii	39488	S	110	45	155	0.0024001239
Aeromonas media	651	S	92	53	145	0.0022452772
Polynucleobacter duraquae	1835254	S	122	19	141	0.0021833385
Acinetobacter lwoffii	28090	S	61	76	137	0.0021213998
Streptococcus thermophilus	1308	S	123	14	137	0.0021213998
Pseudomonas sp. CMR12a	658629	S	78	58	136	0.0021059151
Propionibacterium sp. oral taxon 193	671223	S	116	19	135	0.0020904305
Staphylococcus capitis	29388	S	111	21	132	0.0020439765
Comamonas testosteroni	285	S	62	69	131	0.0020284918
Janibacter indicus	857417	S	76	54	130	0.0020130071
Limnoglobus roseus	2598579	S	126	4	130	0.0020130071
Leptothrix cholodnii	34029	S	104	25	129	0.0019975225
Flavobacterium johnsoniae	986	S	85	43	128	0.0019820378
Acidovorax sp. 1608163	2478662	S	110	16	126	0.0019510684
Lacunisphaera limnophila	1838286	S	115	9	124	0.0019200991
Pseudomonas putida	303	S	74	49	123	0.0019046144
Micrococcus luteus	1270	S	74	49	123	0.0019046144
Bacteroides thetaiotaomicron	818	S	110	13	123	0.0019046144
Aeromonas sp. ASNIH3	1636608	S	5	116	121	0.0018736451
Variovorax sp. PMC12	2126319	S	3	113	116	0.0017962217
Fluviibacter phosphoraccumulans	1751046	S	99	17	116	0.0017962217
Anaerostipes hadrus	649756	S	89	26	115	0.0017807371
Rhizobacter sp. AJA081-3	2753607	S	96	18	114	0.0017652524
Moraxella osloensis	34062	S	106	8	114	0.0017652524
Rhodoferax sediminis	2509614	S	103	10	113	0.0017497677
Streptomyces lividans	1916	S	7	105	112	0.0017342831
Polaromonas sp. JS666	296591	S	103	8	111	0.0017187984
Acidovorax sp. JMULE5	2518343	S	89	18	107	0.0016568597
Vitreoscilla filiformis	63	S	94	13	107	0.0016568597
Bacteroides ovatus	28116	S	61	46	107	0.0016568597
Bifidobacterium adolescentis	1680	S	100	6	106	0.0016413750
