name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Klebsiella pneumoniae	573	S	835	3801	4636	0.1318843878
Cutibacterium acnes	1747	S	1385	225	1610	0.0458010924
Staphylococcus virus Andhra	2732591	S	880	0	880	0.0250341375
Acinetobacter junii	40215	S	750	117	867	0.0246643150
Diaphorobacter sp. HDW4A	2714924	S	390	152	542	0.0154187528
Rhodococcus qingshengii	334542	S	72	306	378	0.0107533000
Variovorax boronicumulans	436515	S	242	132	374	0.0106395084
Anabaena sp. YBS01	2490939	S	18	314	332	0.0094446973
Xanthomonas euvesicatoria	456327	S	10	292	302	0.0085912608
Rhodococcus erythropolis	1833	S	73	216	289	0.0082214383
Streptomyces lividans	1916	S	125	164	289	0.0082214383
Staphylococcus sp. T93	2799681	S	3	284	287	0.0081645426
Acidovorax sp. KKS102	358220	S	219	61	280	0.0079654074
Acidovorax sp. JMULE5	2518343	S	234	33	267	0.0075955849
Pseudomonas aeruginosa	287	S	57	204	261	0.0074248976
Variovorax paradoxus	34073	S	208	48	256	0.0072826582
Paenibacillus larvae	1464	S	1	200	201	0.0057180246
Staphylococcus aureus	1280	S	27	172	199	0.0056611288
Ottowia oryzae	2109914	S	182	12	194	0.0055188894
Janthinobacterium agaricidamnosum	55508	S	59	111	170	0.0048361402
Delftia sp. KV29	1170710	S	3	165	168	0.0047792444
Lysobacter enzymogenes	69	S	162	6	168	0.0047792444
Acidovorax sp. T1	1858609	S	72	92	164	0.0046654529
Janthinobacterium sp. HH102	1537274	S	57	102	159	0.0045232135
Delftia acidovorans	80866	S	59	94	153	0.0043525262
Rhodococcus sp. 008	1723645	S	27	118	145	0.0041249431
Variovorax sp. 38R	2774875	S	78	66	144	0.0040964952
Rhodococcus sp. YL-1	1045808	S	32	112	144	0.0040964952
Alicycliphilus denitrificans	179636	S	65	77	142	0.0040395995
Acidovorax sp. JS42	232721	S	12	127	139	0.0039542558
Diaphorobacter aerolatus	1288495	S	91	48	139	0.0039542558
Cloacibacterium normanense	237258	S	116	17	133	0.0037835685
Priestia megaterium	1404	S	107	21	128	0.0036413291
Salmonella enterica	28901	S	13	106	119	0.0033852981
