name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Klebsiella pneumoniae	573	S	154	99	253	0.1411830357
Cutibacterium acnes	1747	S	156	15	171	0.0954241071
Xanthomonas euvesicatoria	456327	S	12	52	64	0.0357142857
Vibrio cholerae	666	S	1	41	42	0.0234375000
Acinetobacter junii	40215	S	37	3	40	0.0223214286
Acinetobacter johnsonii	40214	S	14	19	33	0.0184151786
Pseudomonas aeruginosa	287	S	3	29	32	0.0178571429
Delftia acidovorans	80866	S	10	18	28	0.0156250000
Diaphorobacter sp. HDW4A	2714924	S	17	5	22	0.0122767857
Dermacoccus nishinomiyaensis	1274	S	18	2	20	0.0111607143
Priestia megaterium	1404	S	18	2	20	0.0111607143
Pseudomonas stutzeri	316	S	12	6	18	0.0100446429
Sphingobium yanoikuyae	13690	S	9	8	17	0.0094866071
Acidovorax sp. JMULE5	2518343	S	13	3	16	0.0089285714
Staphylococcus aureus	1280	S	3	12	15	0.0083705357
Acidovorax sp. KKS102	358220	S	11	3	14	0.0078125000
Propionibacterium sp. oral taxon 193	671223	S	14	0	14	0.0078125000
Pseudomonas tolaasii	29442	S	10	3	13	0.0072544643
Xanthomonas campestris	339	S	13	0	13	0.0072544643
Rhodococcus qingshengii	334542	S	4	8	12	0.0066964286
Variovorax boronicumulans	436515	S	7	3	10	0.0055803571
Janthinobacterium sp. HH102	1537274	S	6	4	10	0.0055803571
Bacillus cereus	1396	S	7	3	10	0.0055803571
Cloacibacterium normanense	237258	S	10	0	10	0.0055803571
Pseudomonas fluorescens	294	S	3	6	9	0.0050223214
Lysobacter enzymogenes	69	S	7	1	8	0.0044642857
Delftia sp. Cs1-4	742013	S	2	6	8	0.0044642857
Paenarthrobacter sp. YJN-D	2735317	S	7	1	8	0.0044642857
Rhodococcus sp. NJ-530	2490853	S	2	6	8	0.0044642857
Bacillus sp. M4U3P1	2592382	S	8	0	8	0.0044642857
Staphylococcus epidermidis	1282	S	7	1	8	0.0044642857
Salmonella enterica	28901	S	3	4	7	0.0039062500
Escherichia coli	562	S	3	4	7	0.0039062500
Diaphorobacter sp. JS3050	2735554	S	1	6	7	0.0039062500
Rothia terrae	396015	S	6	1	7	0.0039062500
Stenotrophomonas maltophilia	40324	S	5	1	6	0.0033482143
Janthinobacterium sp. LM6	1938606	S	5	1	6	0.0033482143
Cupriavidus campinensis	151783	S	3	3	6	0.0033482143
Limnobacter sp. SAORIC-580	2732163	S	6	0	6	0.0033482143
Bosea sp. ANAM02	2020412	S	6	0	6	0.0033482143
Sphingorhabdus lacus	392610	S	6	0	6	0.0033482143
Kocuria palustris	71999	S	6	0	6	0.0033482143
Listeria monocytogenes	1639	S	5	1	6	0.0033482143
Spirosoma sp. KUDC1026	2745947	S	4	2	6	0.0033482143
Acinetobacter sp. NEB 394	2743575	S	2	3	5	0.0027901786
Acidovorax carolinensis	553814	S	4	1	5	0.0027901786
Variovorax sp. RKNM96	2681552	S	4	1	5	0.0027901786
Comamonas testosteroni	285	S	4	1	5	0.0027901786
Achromobacter xylosoxidans	85698	S	3	2	5	0.0027901786
Methylobacterium sp. XJLW	739141	S	1	4	5	0.0027901786
Nocardioides sp. S5	2017486	S	2	3	5	0.0027901786
Micrococcus luteus	1270	S	4	1	5	0.0027901786
Streptococcus agalactiae	1311	S	1	4	5	0.0027901786
Clostridium botulinum	1491	S	4	1	5	0.0027901786
Nostoc sphaeroides	446679	S	2	3	5	0.0027901786
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	3	2	5	0.0027901786
Moraxella nonliquefaciens	478	S	4	0	4	0.0022321429
Moraxella osloensis	34062	S	4	0	4	0.0022321429
Pseudomonas sp. CMR12a	658629	S	2	2	4	0.0022321429
Enterobacter hormaechei	158836	S	1	3	4	0.0022321429
Vibrio anguillarum	55601	S	4	0	4	0.0022321429
Acidovorax ebreus	721785	S	1	3	4	0.0022321429
Comamonas aquatica	225991	S	4	0	4	0.0022321429
