name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	1913	76	1989	0.2258943782
Rothia amarae	169480	S	998	28	1026	0.1165247019
Klebsiella pneumoniae	573	S	141	173	314	0.0356615559
Acinetobacter junii	40215	S	213	34	247	0.0280522430
Xanthomonas euvesicatoria	456327	S	7	118	125	0.0141964793
Rhodococcus erythropolis	1833	S	31	89	120	0.0136286201
Diaphorobacter sp. HDW4A	2714924	S	93	23	116	0.0131743328
Anabaena sp. YBS01	2490939	S	5	95	100	0.0113571834
Rhodococcus qingshengii	334542	S	16	67	83	0.0094264622
Acidovorax sp. JMULE5	2518343	S	57	9	66	0.0074957411
Variovorax sp. PDNC026	2811425	S	3	60	63	0.0071550256
Acidovorax sp. JS42	232721	S	8	50	58	0.0065871664
Rhodococcus sp. YL-1	1045808	S	13	42	55	0.0062464509
Delftia acidovorans	80866	S	23	31	54	0.0061328790
Dermacoccus nishinomiyaensis	1274	S	48	4	52	0.0059057354
Pseudomonas aeruginosa	287	S	17	35	52	0.0059057354
Propionibacterium sp. oral taxon 193	671223	S	51	0	51	0.0057921635
Variovorax paradoxus	34073	S	37	10	47	0.0053378762
Pedobacter sp. SW-16	2766984	S	39	7	46	0.0052243044
Variovorax boronicumulans	436515	S	26	19	45	0.0051107325
Moraxella osloensis	34062	S	41	2	43	0.0048835889
Staphylococcus warneri	1292	S	33	9	42	0.0047700170
Diaphorobacter aerolatus	1288495	S	31	11	42	0.0047700170
Staphylococcus aureus	1280	S	16	25	41	0.0046564452
Acidovorax sp. KKS102	358220	S	33	8	41	0.0046564452
Acidovorax sp. T1	1858609	S	19	20	39	0.0044293015
Janthinobacterium sp. HH102	1537274	S	16	21	37	0.0042021579
Priestia megaterium	1404	S	30	5	35	0.0039750142
Rhodococcus sp. NJ-530	2490853	S	7	25	32	0.0036342987
Staphylococcus pasteuri	45972	S	30	2	32	0.0036342987
Alicycliphilus denitrificans	179636	S	17	13	30	0.0034071550
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	16	13	29	0.0032935832
Microbacterium sp. PM5	2014534	S	25	3	28	0.0031800114
Diaphorobacter sp. JS3051	2792224	S	4	24	28	0.0031800114
Lysobacter enzymogenes	69	S	25	2	27	0.0030664395
Pseudomonas fluorescens	294	S	19	7	26	0.0029528677
Staphylococcus epidermidis	1282	S	21	3	24	0.0027257240
Sphingobium yanoikuyae	13690	S	13	11	24	0.0027257240
Janthinobacterium tructae	2590869	S	18	5	23	0.0026121522
Paenarthrobacter sp. YJN-D	2735317	S	19	2	21	0.0023850085
Acinetobacter baumannii	470	S	5	16	21	0.0023850085
Staphylococcus capitis	29388	S	18	2	20	0.0022714367
Rhodoferax koreense	1842727	S	16	4	20	0.0022714367
Xanthomonas campestris	339	S	20	0	20	0.0022714367
Planktothrix agardhii	1160	S	12	7	19	0.0021578648
Acidovorax sp. 1608163	2478662	S	18	1	19	0.0021578648
Janthinobacterium sp. LM6	1938606	S	14	5	19	0.0021578648
Polynucleobacter difficilis	556054	S	16	3	19	0.0021578648
Microbacterium hominis	162426	S	14	4	18	0.0020442930
Bacillus cereus	1396	S	6	12	18	0.0020442930
Janthinobacterium lividum	29581	S	10	8	18	0.0020442930
Enterococcus faecalis	1351	S	13	4	17	0.0019307212
Nostoc carneum	374162	S	3	14	17	0.0019307212
Limnohabitans sp. 63ED37-2	1678128	S	17	0	17	0.0019307212
Sphingomonas melonis	152682	S	8	9	17	0.0019307212
Acinetobacter johnsonii	40214	S	7	9	16	0.0018171493
Pseudomonas sp. CMR12a	658629	S	13	3	16	0.0018171493
Corynebacterium tuberculostearicum	38304	S	13	2	15	0.0017035775
Listeria monocytogenes	1639	S	14	1	15	0.0017035775
Clostridium botulinum	1491	S	11	4	15	0.0017035775
Variovorax sp. 38R	2774875	S	8	7	15	0.0017035775
Kinneretia sp. DAIF2	2714952	S	14	1	15	0.0017035775
