name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Diaphorobacter sp. HDW4A	2714924	S	121566	8310	129876	0.6803602018
Cutibacterium acnes	1747	S	3572	296	3868	0.0202626602
Diaphorobacter aerolatus	1288495	S	1963	191	2154	0.0112838082
Klebsiella pneumoniae	573	S	1109	657	1766	0.0092512559
Acinetobacter junii	40215	S	1329	211	1540	0.0080673466
Acidovorax sp. JS42	232721	S	228	836	1064	0.0055738031
Dermacoccus nishinomiyaensis	1274	S	788	101	889	0.0046570592
Diaphorobacter sp. HDW4B	2714925	S	816	12	828	0.0043375084
Anabaena sp. YBS01	2490939	S	31	682	713	0.0037350767
Rhodococcus qingshengii	334542	S	103	531	634	0.0033212323
Xanthomonas euvesicatoria	456327	S	48	514	562	0.0029440577
Acidovorax sp. KKS102	358220	S	468	70	538	0.0028183328
Ralstonia pickettii	329	S	455	45	500	0.0026192684
Acidovorax sp. JMULE5	2518343	S	429	42	471	0.0024673508
Variovorax boronicumulans	436515	S	326	132	458	0.0023992498
Delftia lacustris	558537	S	217	208	425	0.0022263781
Diaphorobacter ruginosibacter	1715720	S	406	6	412	0.0021582772
Alicycliphilus denitrificans	179636	S	296	109	405	0.0021216074
Rhodococcus erythropolis	1833	S	80	273	353	0.0018492035
Variovorax paradoxus	34073	S	304	43	347	0.0018177723
Nostoc carneum	374162	S	49	273	322	0.0016868088
Comamonas testosteroni	285	S	237	78	315	0.0016501391
Pseudomonas aeruginosa	287	S	111	190	301	0.0015767996
Pseudomonas sp. MRSN12121	1611770	S	176	123	299	0.0015663225
Moraxella osloensis	34062	S	276	10	286	0.0014982215
Janthinobacterium sp. HH102	1537274	S	105	170	275	0.0014405976
Variovorax sp. PMC12	2126319	S	8	263	271	0.0014196435
Pseudomonas sp. CMR12a	658629	S	185	64	249	0.0013043957
Lysobacter enzymogenes	69	S	225	21	246	0.0012886800
Ottowia oryzae	2109914	S	229	6	235	0.0012310561
Stenotrophomonas maltophilia	40324	S	145	88	233	0.0012205791
Priestia megaterium	1404	S	196	36	232	0.0012153405
Bradyrhizobium sp. BTAi1	288000	S	196	24	220	0.0011524781
Janthinobacterium agaricidamnosum	55508	S	90	118	208	0.0010896156
Variovorax sp. 38R	2774875	S	134	73	207	0.0010843771
Delftia acidovorans	80866	S	147	52	199	0.0010424688
Rhodococcus sp. YL-1	1045808	S	38	155	193	0.0010110376
Hydrogenophaga pseudoflava	47421	S	166	25	191	0.0010005605
Spirosoma sp. KUDC1026	2745947	S	179	6	185	0.0009691293
Propionibacterium sp. oral taxon 193	671223	S	156	28	184	0.0009638908
Pseudomonas fluorescens	294	S	140	42	182	0.0009534137
Kocuria rhizophila	72000	S	141	40	181	0.0009481752
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	60	117	177	0.0009272210
Xanthomonas arboricola	56448	S	115	58	173	0.0009062669
Micrococcus luteus	1270	S	88	85	173	0.0009062669
Acinetobacter baumannii	470	S	36	135	171	0.0008957898
Sphingobacterium multivorum	28454	S	81	89	170	0.0008905513
Streptomyces lividans	1916	S	19	148	167	0.0008748356
Acidovorax carolinensis	553814	S	145	19	164	0.0008591200
Paenarthrobacter sp. YJN-D	2735317	S	143	21	164	0.0008591200
Rhodococcus sp. NJ-530	2490853	S	28	131	159	0.0008329273
Cloacibacterium normanense	237258	S	133	20	153	0.0008014961
Acidovorax sp. 1608163	2478662	S	139	7	146	0.0007648264
Limnohabitans sp. 63ED37-2	1678128	S	142	3	145	0.0007595878
Achromobacter xylosoxidans	85698	S	105	38	143	0.0007491108
Variovorax sp. PAMC26660	2762322	S	132	9	141	0.0007386337
Comamonas aquatica	225991	S	132	7	139	0.0007281566
Acidovorax sp. RAC01	1842533	S	120	16	136	0.0007124410
Microbacterium sp. PM5	2014534	S	120	13	133	0.0006967254
Comamonas thiooxydans	363952	S	89	43	132	0.0006914869
Janthinobacterium sp. LM6	1938606	S	94	36	130	0.0006810098
Escherichia coli	562	S	23	107	130	0.0006810098
Sphingobium yanoikuyae	13690	S	63	65	128	0.0006705327
Flavobacterium virus Fpv1	2560475	S	1	124	125	0.0006548171
Acidovorax sp. T1	1858609	S	86	38	124	0.0006495786
Polynucleobacter difficilis	556054	S	122	2	124	0.0006495786
Pseudomonas tolaasii	29442	S	113	11	124	0.0006495786
