name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	10225	402	10627	0.2136767604
Staphylococcus cohnii	29382	S	3938	1004	4942	0.0993686412
Klebsiella pneumoniae	573	S	403	2180	2583	0.0519363011
Dermacoccus nishinomiyaensis	1274	S	1426	73	1499	0.0301403466
Flavobacterium virus 2A	2560471	S	2	1086	1088	0.0218763824
Acinetobacter junii	40215	S	802	123	925	0.0185989464
Kocuria rhizophila	72000	S	543	96	639	0.0128483532
Xanthomonas euvesicatoria	456327	S	29	605	634	0.0127478184
Diaphorobacter sp. HDW4A	2714924	S	328	122	450	0.0090481361
Moraxella osloensis	34062	S	433	15	448	0.0090079221
Staphylococcus epidermidis	1282	S	255	160	415	0.0083443922
Acidovorax sp. KKS102	358220	S	248	65	313	0.0062934813
Variovorax boronicumulans	436515	S	201	108	309	0.0062130534
Streptococcus thermophilus	1308	S	168	139	307	0.0061728395
Rhodococcus qingshengii	334542	S	49	255	304	0.0061125186
Variovorax paradoxus	34073	S	232	52	284	0.0057103792
Staphylococcus capitis	29388	S	226	41	267	0.0053685607
Streptomyces lividans	1916	S	124	127	251	0.0050468492
Rhodococcus erythropolis	1833	S	52	198	250	0.0050267423
Burkholderia pseudomallei	28450	S	17	215	232	0.0046648168
Propionibacterium sp. oral taxon 193	671223	S	208	18	226	0.0045441750
Acidovorax sp. JMULE5	2518343	S	195	26	221	0.0044436402
Escherichia coli	562	S	12	197	209	0.0042023565
Janibacter indicus	857417	S	141	66	207	0.0041621426
Pseudomonas aeruginosa	287	S	36	152	188	0.0037801102
Gordonia bronchialis	2054	S	160	14	174	0.0034986126
Paenarthrobacter sp. YJN-D	2735317	S	159	13	172	0.0034583987
Staphylococcus aureus	1280	S	22	150	172	0.0034583987
Paenibacillus larvae	1464	S	1	171	172	0.0034583987
Salmonella enterica	28901	S	6	148	154	0.0030964732
Lactococcus lactis	1358	S	42	109	151	0.0030361523
Diaphorobacter aerolatus	1288495	S	99	52	151	0.0030361523
Janthinobacterium sp. HH102	1537274	S	54	86	140	0.0028149757
Pedobacter sp. SW-16	2766984	S	120	20	140	0.0028149757
Variovorax sp. PDNC026	2811425	S	4	134	138	0.0027747617
Variovorax sp. 38R	2774875	S	77	57	134	0.0026943339
Micrococcus luteus	1270	S	84	49	133	0.0026742269
Paracoccus yeei	147645	S	72	56	128	0.0025736920
Corynebacterium kefirresidentii	1979527	S	106	21	127	0.0025535851
Staphylococcus warneri	1292	S	102	24	126	0.0025334781
Rhodococcus sp. YL-1	1045808	S	23	102	125	0.0025133711
Acinetobacter baumannii	470	S	21	96	117	0.0023525154
Pseudomonas putida	303	S	67	50	117	0.0023525154
Staphylococcus xylosus	1288	S	104	6	110	0.0022117666
Stenotrophomonas maltophilia	40324	S	60	49	109	0.0021916596
Variovorax sp. PAMC 28711	1795631	S	100	5	105	0.0021112318
Acidovorax carolinensis	553814	S	71	32	103	0.0020710178
Acidovorax sp. T1	1858609	S	46	56	102	0.0020509108
Acidovorax sp. JS42	232721	S	7	92	99	0.0019905899
Janthinobacterium agaricidamnosum	55508	S	48	51	99	0.0019905899
Priestia megaterium	1404	S	84	11	95	0.0019101621
Sphingobium yanoikuyae	13690	S	46	48	94	0.0018900551
Spirosoma sp. KUDC1026	2745947	S	91	3	94	0.0018900551
Salmonella phage TS13	2500149	S	93	0	93	0.0018699481
Cutibacterium avidum	33010	S	86	5	91	0.0018297342
Methylorubrum extorquens	408	S	48	43	91	0.0018297342
Delftia acidovorans	80866	S	37	53	90	0.0018096272
Paracoccus sanguinis	1545044	S	79	8	87	0.0017493063
Pseudomonas fluorescens	294	S	55	28	83	0.0016688784
Acinetobacter ursingii	108980	S	61	18	79	0.0015884506
Sphingomonas melonis	152682	S	35	42	77	0.0015482366
Lawsonella clevelandensis	1528099	S	75	1	76	0.0015281296
Kinneretia sp. DAIF2	2714952	S	68	8	76	0.0015281296
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	30	44	74	0.0014879157
Alicycliphilus denitrificans	179636	S	25	47	72	0.0014477018
Pseudomonas sp. CMR12a	658629	S	34	35	69	0.0013873809
Pseudomonas phage vB_PaeP_Tr60_Ab31	1449437	S	1	68	69	0.0013873809
Acidovorax sp. RAC01	1842533	S	55	13	68	0.0013672739
Janthinobacterium sp. LM6	1938606	S	47	18	65	0.0013069530
Lysobacter enzymogenes	69	S	59	6	65	0.0013069530
Halomonas sp. JS92-SW72	2306583	S	59	5	64	0.0012868460
Brevibacterium sp. CS2	2575923	S	58	3	61	0.0012265251
Corynebacterium xerosis	1725	S	51	10	61	0.0012265251
Bacillus cereus	1396	S	23	38	61	0.0012265251
Curtobacterium flaccumfaciens	2035	S	55	4	59	0.0011863112
Variovorax sp. PAMC26660	2762322	S	53	6	59	0.0011863112
Bradyrhizobium sp. CCBAU 51765	1325102	S	43	16	59	0.0011863112
Corynebacterium segmentosum	43990	S	55	2	57	0.0011460972
Pseudomonas oryzihabitans	47885	S	51	6	57	0.0011460972
Hymenobacter sp. APR13	1356852	S	49	8	57	0.0011460972
Pseudomonas tolaasii	29442	S	32	23	55	0.0011058833
Cutibacterium granulosum	33011	S	52	2	54	0.0010857763
Variovorax sp. RKNM96	2681552	S	44	10	54	0.0010857763
Polynucleobacter difficilis	556054	S	53	1	54	0.0010857763
Rhizobacter sp. AJA081-3	2753607	S	48	6	54	0.0010857763
Sphingobium sp. YG1	2082188	S	42	12	54	0.0010857763
Methylorubrum populi	223967	S	41	12	53	0.0010656694
Staphylococcus virus Andhra	2732591	S	53	0	53	0.0010656694
Comamonas testosteroni	285	S	27	24	51	0.0010254554
Sphaerotilus natans	34103	S	43	8	51	0.0010254554
Acinetobacter johnsonii	40214	S	26	25	51	0.0010254554
Urbifossiella limnaea	2528023	S	47	4	51	0.0010254554
Enterobacter asburiae	61645	S	12	37	49	0.0009852415
Sphingobacterium multivorum	28454	S	29	20	49	0.0009852415
Staphylococcus simulans	1286	S	44	4	48	0.0009651345
Listeria monocytogenes	1639	S	5	43	48	0.0009651345
Enterobacter hormaechei	158836	S	7	40	47	0.0009450275
Roseomonas sp. FDAARGOS_362	2018065	S	19	28	47	0.0009450275
Variovorax sp. PMC12	2126319	S	1	45	46	0.0009249206
Limnohabitans sp. 63ED37-2	1678128	S	44	2	46	0.0009249206
Chryseobacterium sp. NEB161	2724619	S	28	18	46	0.0009249206
Cloacibacterium normanense	237258	S	41	5	46	0.0009249206
Brachybacterium sp. SGAir0954	2571029	S	43	2	45	0.0009048136
Methylobacterium sp. WL1	2603276	S	41	4	45	0.0009048136
Microbacterium sp. PM5	2014534	S	41	3	44	0.0008847066
Streptococcus pneumoniae	1313	S	3	41	44	0.0008847066
Acidovorax ebreus	721785	S	5	39	44	0.0008847066
Methylobacterium sp. C1	1479019	S	6	38	44	0.0008847066
Methylobacterium durans	2202825	S	41	3	44	0.0008847066
Rhodococcus sp. NJ-530	2490853	S	7	36	43	0.0008645997
Acidovorax sp. 1608163	2478662	S	40	3	43	0.0008645997
Hydrogenophaga pseudoflava	47421	S	22	21	43	0.0008645997
Janthinobacterium sp. PLB02	2808899	S	16	27	43	0.0008645997
Methylobacterium aquaticum	270351	S	33	10	43	0.0008645997
Janibacter sp. YB324	2761047	S	25	17	42	0.0008444927
Rhodoferax sediminis	2509614	S	40	2	42	0.0008444927
Psychrobacter maritimus	256325	S	3	39	42	0.0008444927
Bradyrhizobium diazoefficiens	1355477	S	14	28	42	0.0008444927
Brevundimonas sp. LVF1	2774189	S	37	5	42	0.0008444927
Epilithonimonas vandammei	2487072	S	21	21	42	0.0008444927
Streptococcus phage SpSL1	1566990	S	3	39	42	0.0008444927
Staphylococcus hominis	1290	S	36	5	41	0.0008243857
Paucibacter sp. KCTC 42545	1768242	S	37	4	41	0.0008243857
Kocuria palustris	71999	S	39	1	40	0.0008042788
Corynebacterium tuberculostearicum	38304	S	35	5	40	0.0008042788
Rhodoferax koreense	1842727	S	31	9	40	0.0008042788
