name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	1383	116	1499	0.0251822733
Xanthomonas euvesicatoria	456327	S	25	1083	1108	0.0186137150
Escherichia coli	562	S	44	968	1012	0.0170009744
Klebsiella pneumoniae	573	S	217	632	849	0.0142626751
Aliarcobacter cryaerophilus	28198	S	722	106	828	0.0139098881
Paenibacillus larvae	1464	S	4	743	747	0.0125491382
Phocaeicola vulgatus	821	S	474	172	646	0.0108524006
Dermacoccus nishinomiyaensis	1274	S	452	91	543	0.0091220643
Stenotrophomonas maltophilia	40324	S	312	137	449	0.0075429224
Streptomyces lividans	1916	S	106	333	439	0.0073749286
Candidatus Planktophila sulfonica	1884904	S	406	31	437	0.0073413298
Oscillatoria nigro-viridis	482564	S	298	40	338	0.0056781910
Acinetobacter johnsonii	40214	S	178	155	333	0.0055941941
Pseudomonas aeruginosa	287	S	28	264	292	0.0049054195
Pseudomonas oryzihabitans	47885	S	257	25	282	0.0047374257
Acidovorax sp. KKS102	358220	S	190	79	269	0.0045190337
Polynucleobacter necessarius	576610	S	239	26	265	0.0044518362
Bacteroides uniformis	820	S	150	109	259	0.0043510399
Variovorax paradoxus	34073	S	189	64	253	0.0042502436
Duganella sp. AF9R3	2728021	S	207	42	249	0.0041830461
Lactococcus lactis	1358	S	38	207	245	0.0041158485
Acinetobacter baumannii	470	S	49	194	243	0.0040822498
Limnohabitans sp. 63ED37-2	1678128	S	207	21	228	0.0038302590
Acidovorax sp. T1	1858609	S	76	145	221	0.0037126634
Sphaerotilus natans	34103	S	169	49	218	0.0036622652
Phocaeicola dorei	357276	S	154	64	218	0.0036622652
Faecalibacterium prausnitzii	853	S	158	57	215	0.0036118671
Aquaspirillum sp. LM1	1938604	S	197	14	211	0.0035446696
Blautia sp. SC05B48	2479767	S	128	80	208	0.0034942714
Acidovorax carolinensis	553814	S	112	84	196	0.0032926788
Pseudomonas fluorescens	294	S	141	54	195	0.0032758794
Diaphorobacter sp. JS3051	2792224	S	9	185	194	0.0032590801
Curvibacter sp. AEP1-3	1844971	S	182	8	190	0.0031918825
Polaromonas naphthalenivorans	216465	S	159	27	186	0.0031246850
Prevotella copri	165179	S	155	24	179	0.0030070893
Anabaena sp. YBS01	2490939	S	7	170	177	0.0029734906
Acinetobacter lwoffii	28090	S	81	95	176	0.0029566912
Bacteroides ovatus	28116	S	99	72	171	0.0028726943
Limnohabitans sp. 103DPR2	1678129	S	158	11	169	0.0028390955
Leptothrix cholodnii	34029	S	130	35	165	0.0027718980
Pseudomonas veronii	76761	S	57	105	162	0.0027214998
Diaphorobacter sp. JS3050	2735554	S	7	154	161	0.0027047005
Acidovorax sp. 1608163	2478662	S	139	20	159	0.0026711017
Alicycliphilus denitrificans	179636	S	48	107	155	0.0026039042
Sphingomonas sp. PAMC26645	2565555	S	131	17	148	0.0024863085
Limnoglobus roseus	2598579	S	142	4	146	0.0024527097
Rhizobacter gummiphilus	946333	S	121	20	141	0.0023687128
Megamonas funiformis	437897	S	131	6	137	0.0023015153
Vitreoscilla filiformis	63	S	119	15	134	0.0022511172
Aeromonas media	651	S	86	45	131	0.0022007190
Kocuria rhizophila	72000	S	99	32	131	0.0022007190
Anaerostipes hadrus	649756	S	101	30	131	0.0022007190
Staphylococcus sp. T93	2799681	S	2	128	130	0.0021839196
Rhodoferax saidenbachensis	1484693	S	116	12	128	0.0021503209
Comamonas testosteroni	285	S	65	62	127	0.0021335215
Rhodococcus qingshengii	334542	S	27	100	127	0.0021335215
Sphingomonas melonis	152682	S	33	93	126	0.0021167221
Sphingorhabdus lacus	392610	S	123	1	124	0.0020831233
[Ruminococcus] torques	33039	S	79	45	124	0.0020831233
Staphylococcus virus Andhra	2732591	S	122	0	122	0.0020495246
Flavobacterium sangjuense	2518177	S	114	7	121	0.0020327252
Flavobacterium johnsoniae	986	S	83	38	121	0.0020327252
Bacteroides thetaiotaomicron	818	S	109	12	121	0.0020327252
Flavobacterium sp. KBS0721	1179672	S	82	36	118	0.0019823271
Halomonas sp. JS92-SW72	2306583	S	106	10	116	0.0019487283
Anaerobutyricum hallii	39488	S	81	34	115	0.0019319289
Rhodoferax sediminis	2509614	S	103	10	113	0.0018983301
Flavobacterium nackdongense	2547394	S	106	7	113	0.0018983301
Moraxella osloensis	34062	S	106	5	111	0.0018647314
Polynucleobacter duraquae	1835254	S	90	20	110	0.0018479320
Rubrivivax gelatinosus	28068	S	87	22	109	0.0018311326
Polaromonas sp. JS666	296591	S	74	34	108	0.0018143332
Flavobacterium sp. MDT1-60	1979344	S	87	20	107	0.0017975339
Rhodococcus erythropolis	1833	S	30	76	106	0.0017807345
Rhodoferax sp. AJA081-3	2752316	S	98	6	104	0.0017471357
Coprococcus comes	410072	S	71	33	104	0.0017471357
Roseburia intestinalis	166486	S	71	32	103	0.0017303363
Bifidobacterium longum	216816	S	69	33	102	0.0017135369
Bacteroides xylanisolvens	371601	S	52	50	102	0.0017135369
Rhizobacter sp. AJA081-3	2753607	S	84	17	101	0.0016967376
Fluviibacter phosphoraccumulans	1751046	S	90	11	101	0.0016967376
Salmonella enterica	28901	S	12	89	101	0.0016967376
Flavobacterium sp. Sr18	935222	S	89	12	101	0.0016967376
Elizabethkingia bruuniana	1756149	S	38	62	100	0.0016799382
Streptococcus thermophilus	1308	S	33	66	99	0.0016631388
Bifidobacterium adolescentis	1680	S	87	10	97	0.0016295400
Ramlibacter tataouinensis	94132	S	84	12	96	0.0016127407
Acidovorax sp. JMULE5	2518343	S	80	15	95	0.0015959413
Kinneretia sp. DAIF2	2714952	S	78	17	95	0.0015959413
