name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Klebsiella pneumoniae	573	S	112	168	280	0.0687285223
Cutibacterium acnes	1747	S	228	6	234	0.0574374080
Acinetobacter junii	40215	S	145	19	164	0.0402552774
Xanthomonas euvesicatoria	456327	S	10	151	161	0.0395189003
Micrococcus luteus	1270	S	55	46	101	0.0247913598
Rhodococcus qingshengii	334542	S	15	70	85	0.0208640157
Acidovorax sp. KKS102	358220	S	58	15	73	0.0179185076
Janthinobacterium sp. HH102	1537274	S	28	42	70	0.0171821306
Diaphorobacter sp. HDW4A	2714924	S	51	14	65	0.0159548355
Variovorax boronicumulans	436515	S	35	22	57	0.0139911635
Paenarthrobacter sp. YJN-D	2735317	S	44	4	48	0.0117820324
Acidovorax sp. JMULE5	2518343	S	38	5	43	0.0105547374
Micrococcus sp. KBS0714	1179670	S	5	38	43	0.0105547374
Pedobacter sp. SW-16	2766984	S	30	13	43	0.0105547374
Variovorax paradoxus	34073	S	32	8	40	0.0098183603
Janthinobacterium sp. LM6	1938606	S	28	9	37	0.0090819833
Janthinobacterium agaricidamnosum	55508	S	17	18	35	0.0085910653
Variovorax sp. 38R	2774875	S	16	14	30	0.0073637703
Delftia lacustris	558537	S	7	23	30	0.0073637703
Rhodococcus erythropolis	1833	S	7	20	27	0.0066273932
Janthinobacterium tructae	2590869	S	20	6	26	0.0063819342
Alicycliphilus denitrificans	179636	S	12	12	24	0.0058910162
Acinetobacter baumannii	470	S	6	18	24	0.0058910162
Pseudomonas fluorescens	294	S	20	3	23	0.0056455572
Propionibacterium sp. oral taxon 193	671223	S	22	1	23	0.0056455572
Diaphorobacter sp. JS3051	2792224	S	2	20	22	0.0054000982
Cloacibacterium normanense	237258	S	19	2	21	0.0051546392
Janthinobacterium lividum	29581	S	9	9	18	0.0044182622
Staphylococcus aureus	1280	S	6	12	18	0.0044182622
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	15	2	17	0.0041728031
Lysobacter enzymogenes	69	S	17	0	17	0.0041728031
Spirosoma sp. KUDC1026	2745947	S	17	0	17	0.0041728031
Variovorax sp. SRS16	282217	S	3	13	16	0.0039273441
Acidovorax sp. RAC01	1842533	S	13	3	16	0.0039273441
Acidovorax sp. T1	1858609	S	7	9	16	0.0039273441
Acidovorax carolinensis	553814	S	11	5	16	0.0039273441
Aminobacter sp. MDW-2	2666139	S	5	11	16	0.0039273441
Sphingomonas koreensis	93064	S	7	7	14	0.0034364261
Myroides odoratimimus	76832	S	6	8	14	0.0034364261
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	7	7	14	0.0034364261
Variovorax sp. PBL-H6	434009	S	4	9	13	0.0031909671
Variovorax sp. PAMC26660	2762322	S	11	1	12	0.0029455081
Acidovorax sp. 1608163	2478662	S	11	1	12	0.0029455081
Acidovorax sp. JS42	232721	S	1	11	12	0.0029455081
Diaphorobacter aerolatus	1288495	S	9	3	12	0.0029455081
Achromobacter xylosoxidans	85698	S	4	8	12	0.0029455081
Microbacterium sp. PM5	2014534	S	10	2	12	0.0029455081
Staphylococcus cohnii	29382	S	9	3	12	0.0029455081
Ottowia oryzae	2109914	S	11	0	11	0.0027000491
Roseateles depolymerans	76731	S	10	1	11	0.0027000491
Rhodococcus sp. BH4	1807790	S	2	9	11	0.0027000491
Delftia acidovorans	80866	S	5	5	10	0.0024545901
Janthinobacterium sp. PLB02	2808899	S	4	6	10	0.0024545901
Janthinobacterium svalbardensis	368607	S	8	2	10	0.0024545901
Burkholderia pseudomallei	28450	S	3	7	10	0.0024545901
Polynucleobacter difficilis	556054	S	10	0	10	0.0024545901
Paucibacter sp. KCTC 42545	1768242	S	9	1	10	0.0024545901
Sphingomonas melonis	152682	S	2	8	10	0.0024545901
