name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas maltophilia	40324	S	34	12	46	0.0824372760
Klebsiella pneumoniae	573	S	12	34	46	0.0824372760
Cutibacterium acnes	1747	S	36	1	37	0.0663082437
Human betaherpesvirus 7	10372	S	23	0	23	0.0412186380
Pseudomonas oryzihabitans	47885	S	16	1	17	0.0304659498
Acidovorax sp. KKS102	358220	S	13	2	15	0.0268817204
Staphylococcus warneri	1292	S	11	4	15	0.0268817204
Paenibacillus larvae	1464	S	1	11	12	0.0215053763
Pseudomonas fluorescens	294	S	7	4	11	0.0197132616
Staphylococcus aureus	1280	S	3	7	10	0.0179211470
Escherichia coli	562	S	3	4	7	0.0125448029
Xanthomonas campestris	339	S	3	3	6	0.0107526882
Acidovorax sp. T1	1858609	S	3	3	6	0.0107526882
Pseudomonas putida	303	S	1	4	5	0.0089605735
Moraxella osloensis	34062	S	5	0	5	0.0089605735
Methylomonas sp. LL1	2785785	S	4	1	5	0.0089605735
Janthinobacterium lividum	29581	S	3	2	5	0.0089605735
Staphylococcus epidermidis	1282	S	5	0	5	0.0089605735
Bacillus sp. M4U3P1	2592382	S	4	1	5	0.0089605735
Pseudomonas koreensis	198620	S	4	0	4	0.0071684588
Pseudomonas psychrophila	122355	S	4	0	4	0.0071684588
Raoultella terrigena	577	S	2	2	4	0.0071684588
Comamonas aquatica	225991	S	4	0	4	0.0071684588
Diaphorobacter aerolatus	1288495	S	3	1	4	0.0071684588
Sphingobium cloacae	120107	S	2	2	4	0.0071684588
Sphingomonas koreensis	93064	S	3	1	4	0.0071684588
Dermacoccus nishinomiyaensis	1274	S	4	0	4	0.0071684588
Staphylococcus haemolyticus	1283	S	4	0	4	0.0071684588
Pseudomonas sp. UW4	1207075	S	2	1	3	0.0053763441
Pseudomonas aeruginosa	287	S	1	2	3	0.0053763441
Pseudoxanthomonas mexicana	128785	S	3	0	3	0.0053763441
Sphingopyxis terrae	33052	S	2	1	3	0.0053763441
Methylobacterium currus	2051553	S	1	2	3	0.0053763441
Micrococcus luteus	1270	S	3	0	3	0.0053763441
Bacillus cereus	1396	S	2	1	3	0.0053763441
Prevotella copri	165179	S	3	0	3	0.0053763441
Pseudomonas sp. BIOMIG1BAC	1758730	S	1	1	2	0.0035842294
Pseudomonas psychrotolerans	237610	S	2	0	2	0.0035842294
Acinetobacter junii	40215	S	2	0	2	0.0035842294
Acinetobacter baumannii	470	S	1	1	2	0.0035842294
Psychrobacter sp.	56811	S	2	0	2	0.0035842294
Psychrobacter sp. P11F6	1699621	S	2	0	2	0.0035842294
Stenotrophomonas sp. WZN-1	2005046	S	2	0	2	0.0035842294
Enterobacter roggenkampii	1812935	S	2	0	2	0.0035842294
Candidatus Pantoea carbekii	1235990	S	2	0	2	0.0035842294
Haemophilus haemolyticus	726	S	1	1	2	0.0035842294
Hydrogenophaga pseudoflava	47421	S	1	1	2	0.0035842294
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	2	0	2	0.0035842294
Burkholderia vietnamiensis	60552	S	2	0	2	0.0035842294
Thiomonas sp. X19	1050370	S	1	1	2	0.0035842294
Candidatus Methylopumilus turicensis	1581680	S	2	0	2	0.0035842294
Porphyrobacter sp. HT-58-2	2023229	S	2	0	2	0.0035842294
Altererythrobacter sp. BO-6	2604537	S	2	0	2	0.0035842294
Bradyrhizobium sp. CCBAU 51765	1325102	S	2	0	2	0.0035842294
Haematobacter massiliensis	195105	S	2	0	2	0.0035842294
Tabrizicola piscis	2494374	S	2	0	2	0.0035842294
Pseudooceanicola algae	1537215	S	2	0	2	0.0035842294
Propionibacterium sp. oral taxon 193	671223	S	2	0	2	0.0035842294
Nocardia arthritidis	228602	S	2	0	2	0.0035842294
Mycolicibacterium sarraceniae	1534348	S	1	1	2	0.0035842294
