name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	127794740	25424	127820164	0.99992
Variovorax sp. PAMC 28711	1795631	S	22	0	22	0.00000
Variovorax sp. PAMC26660	2762322	S	18	1	19	0.00000
Variovorax sp. WDL1	207745	S	13	6	19	0.00000
Variovorax sp. 38R	2774875	S	12	7	19	0.00000
Variovorax sp. HW608	1034889	S	11	0	11	0.00000
Variovorax sp. PAMC28562	2762323	S	9	0	9	0.00000
Variovorax sp. RKNM96	2681552	S	9	1	10	0.00000
Variovorax sp. PBL-H6	434009	S	4	2	6	0.00000
Variovorax sp. PBS-H4	434008	S	3	0	3	0.00000
Variovorax sp. PBL-E5	434014	S	3	3	6	0.00000
Variovorax sp. RA8	662548	S	3	0	3	0.00000
Variovorax sp. SRS16	282217	S	2	1	3	0.00000
Variovorax sp. PMC12	2126319	S	1	21	22	0.00000
Variovorax sp. PDNC026	2811425	S	1	15	16	0.00000
Variovorax paradoxus	34073	S	38	8	46	0.00000
Variovorax boronicumulans	436515	S	35	16	51	0.00000
Acidovorax sp. KKS102	358220	S	56	13	69	0.00000
Acidovorax sp. JMULE5	2518343	S	49	4	53	0.00000
Acidovorax sp. T1	1858609	S	22	30	52	0.00000
Acidovorax sp. RAC01	1842533	S	11	2	13	0.00000
Acidovorax sp. 1608163	2478662	S	9	0	9	0.00000
Acidovorax sp. HDW3	2714923	S	8	0	8	0.00000
Acidovorax sp. JS42	232721	S	2	21	23	0.00000
Acidovorax carolinensis	553814	S	15	5	20	0.00000
Acidovorax avenae	80867	S	10	2	12	0.00000
Acidovorax monticola	1926868	S	10	1	11	0.00000
Acidovorax antarcticus	2743470	S	8	1	9	0.00000
Acidovorax cattleyae	80868	S	5	1	6	0.00000
Acidovorax citrulli	80869	S	3	1	4	0.00000
Acidovorax ebreus	721785	S	1	6	7	0.00000
Diaphorobacter sp. HDW4A	2714924	S	64	23	87	0.00000
Diaphorobacter sp. HDW4B	2714925	S	6	0	6	0.00000
Diaphorobacter sp. JS3051	2792224	S	2	22	24	0.00000
Diaphorobacter aerolatus	1288495	S	13	6	19	0.00000
Diaphorobacter ruginosibacter	1715720	S	3	0	3	0.00000
Diaphorobacter polyhydroxybutyrativorans	1546149	S	2	8	10	0.00000
Hydrogenophaga sp. RAC07	1842537	S	13	3	16	0.00000
Hydrogenophaga sp. PBL-H3	434010	S	10	5	15	0.00000
Hydrogenophaga sp. NH-16	2184519	S	8	11	19	0.00000
Hydrogenophaga sp. BPS33	2651974	S	8	2	10	0.00000
Hydrogenophaga sp. BA0156	2716225	S	8	2	10	0.00000
Hydrogenophaga sp. YM1	2806262	S	8	1	9	0.00000
Hydrogenophaga sp. PBC	795665	S	6	2	8	0.00000
Hydrogenophaga sp. PAMC20947	2565558	S	4	0	4	0.00000
Hydrogenophaga crassostreae	1763535	S	1	0	1	0.00000
Rhodoferax sp. AJA081-3	2752316	S	10	0	10	0.00000
Rhodoferax sp. BAB1	2741720	S	9	1	10	0.00000
Rhodoferax sp. PAMC29310	2822760	S	5	0	5	0.00000
Rhodoferax sediminis	2509614	S	14	0	14	0.00000
Rhodoferax saidenbachensis	1484693	S	12	0	12	0.00000
Rhodoferax antarcticus	81479	S	10	0	10	0.00000
Rhodoferax koreense	1842727	S	8	2	10	0.00000
Rhodoferax ferrireducens	192843	S	4	0	4	0.00000
Comamonas testosteroni	285	S	13	7	20	0.00000
Comamonas aquatica	225991	S	11	1	12	0.00000
Comamonas serinivorans	1082851	S	6	0	6	0.00000
Comamonas sp. NLF-7-7	2597701	S	6	1	7	0.00000
Comamonas koreensis	160825	S	5	0	5	0.00000
Comamonas piscis	1562974	S	2	0	2	0.00000
Comamonas thiooxydans	363952	S	1	0	1	0.00000
Delftia acidovorans	80866	S	11	9	20	0.00000
Delftia lacustris	558537	S	7	16	23	0.00000
Delftia tsuruhatensis	180282	S	5	8	13	0.00000
Delftia sp. HK171	1920191	S	1	1	2	0.00000
Polaromonas naphthalenivorans	216465	S	15	0	15	0.00000
Polaromonas sp. JS666	296591	S	2	1	3	0.00000
Polaromonas sp. W9N	1840323	S	1	0	1	0.00000
Polaromonas sp.	1869339	S	1	9	10	0.00000
Polaromonas vacuolata	37448	S	2	0	2	0.00000
Limnohabitans sp. 63ED37-2	1678128	S	23	0	23	0.00000
Limnohabitans sp. 103DPR2	1678129	S	2	0	2	0.00000
Kinneretia sp. DAIF2	2714952	S	19	1	20	0.00000
Ottowia oryzae	2109914	S	8	0	8	0.00000
Ottowia sp. 27C	2816950	S	6	0	6	0.00000
Ottowia sp. oral taxon 894	1658672	S	2	0	2	0.00000
Curvibacter sp. AEP1-3	1844971	S	12	0	12	0.00000
Schlegelella thermodepolymerans	215580	S	11	1	12	0.00000
Pulveribacter suum	2116657	S	9	0	9	0.00000
Serpentinomonas mccroryi	1458426	S	4	1	5	0.00000
Serpentinomonas raichei	1458425	S	3	1	4	0.00000
Alicycliphilus denitrificans	179636	S	8	6	14	0.00000
Hylemonella gracilis	80880	S	7	0	7	0.00000
Verminephrobacter eiseniae	364317	S	5	0	5	0.00000
Ramlibacter tataouinensis	94132	S	5	0	5	0.00000
Melaminivora sp. SC2-9	2109913	S	3	0	3	0.00000
Simplicispira suum	2109915	S	1	0	1	0.00000
Candidatus Symbiobacter mobilis	1436290	S	1	0	1	0.00000
Ralstonia solanacearum	305	S	81	11	92	0.00000
Ralstonia mannitolilytica	105219	S	6	1	7	0.00000
Ralstonia pickettii	329	S	4	0	4	0.00000
Ralstonia insidiosa	190721	S	3	0	3	0.00000
Ralstonia syzygii	28097	S	1	3	4	0.00000
Burkholderia cenocepacia	95486	S	6	2	8	0.00000
Burkholderia stabilis	95485	S	3	0	3	0.00000
