name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pasteurella multocida	747	S	60	15	75	0.00000
Haemophilus parainfluenzae	729	S	23	2	25	0.00000
Haemophilus parahaemolyticus	735	S	4	0	4	0.00000
Haemophilus influenzae	727	S	3	3	6	0.00000
Mannheimia varigena	85404	S	4	0	4	0.00000
Mannheimia pernigra	111844	S	3	1	4	0.00000
Mannheimia bovis	2770636	S	3	0	3	0.00000
Mannheimia haemolytica	75985	S	2	0	2	0.00000
Mannheimia granulomatis	85402	S	1	0	1	0.00000
Mannheimia sp. USDA-ARS-USMARC-1261	1432056	S	1	0	1	0.00000
Actinobacillus pleuropneumoniae	715	S	8	2	10	0.00000
Actinobacillus delphinicola	51161	S	2	0	2	0.00000
Actinobacillus equuli	718	S	1	0	1	0.00000
Glaesserella parasuis	738	S	5	0	5	0.00000
Glaesserella sp. 15-184	2030797	S	1	0	1	0.00000
Gallibacterium anatis	750	S	5	0	5	0.00000
Aggregatibacter actinomycetemcomitans	714	S	2	0	2	0.00000
Aggregatibacter aphrophilus	732	S	2	0	2	0.00000
Aggregatibacter sp. 2125159857	2820817	S	1	0	1	0.00000
Frederiksenia canicola	123824	S	4	0	4	0.00000
Rodentibacter heylii	1906744	S	4	0	4	0.00000
Avibacterium paragallinarum	728	S	1	0	1	0.00000
Otariodibacter oris	1032623	S	1	0	1	0.00000
Bisgaardia hudsonensis	109472	S	1	0	1	0.00000
Vibrio anguillarum	55601	S	28	2	30	0.00000
Vibrio campbellii	680	S	7	0	7	0.00000
Vibrio diabolicus	50719	S	3	1	4	0.00000
Vibrio parahaemolyticus	670	S	2	0	2	0.00000
Vibrio harveyi	669	S	1	0	1	0.00000
Vibrio rotiferianus	190895	S	1	0	1	0.00000
Vibrio owensii	696485	S	1	0	1	0.00000
Vibrio vulnificus	672	S	5	0	5	0.00000
Vibrio kanaloae	170673	S	5	0	5	0.00000
Vibrio mediterranei	689	S	4	0	4	0.00000
Vibrio sp. Sal10	2777577	S	1	0	1	0.00000
Vibrio sp. HDW18	2714948	S	1	0	1	0.00000
Vibrio sp. Scap24	2589990	S	1	0	1	0.00000
Vibrio taketomensis	2572923	S	3	0	3	0.00000
Vibrio gazogenes	687	S	3	0	3	0.00000
Vibrio fluvialis	676	S	3	0	3	0.00000
Vibrio nigripulchritudo	28173	S	2	0	2	0.00000
Vibrio spartinae	1918945	S	2	0	2	0.00000
Vibrio navarrensis	29495	S	2	0	2	0.00000
Vibrio tapetis	52443	S	2	0	2	0.00000
Vibrio alfacsensis	1074311	S	2	0	2	0.00000
Vibrio coralliilyticus	190893	S	2	0	2	0.00000
Vibrio cincinnatiensis	675	S	2	0	2	0.00000
Vibrio cholerae	666	S	1	0	1	0.00000
Vibrio cidicii	1763883	S	1	0	1	0.00000
Vibrio panuliri	1381081	S	1	0	1	0.00000
Vibrio neocaledonicus	1208308	S	1	3	4	0.00000
Vibrio atlanticus	693153	S	1	0	1	0.00000
Vibrio casei	673372	S	1	0	1	0.00000
Vibrio ponticus	265668	S	1	0	1	0.00000
Vibrio furnissii	29494	S	1	0	1	0.00000
Aliivibrio fischeri	668	S	6	0	6	0.00000
Aliivibrio salmonicida	40269	S	3	0	3	0.00000
Photobacterium damselae	38293	S	4	0	4	0.00000
Photobacterium profundum	74109	S	1	0	1	0.00000
Photobacterium ganghwense	320778	S	1	0	1	0.00000
Salinivibrio costicola	51367	S	1	0	1	0.00000
Salinivibrio kushneri	1908198	S	1	0	1	0.00000
Paraphotobacterium marinum	1755811	S	2	0	2	0.00000
Candidatus Thiodictyon syntrophicum	1166950	S	8	0	8	0.00000
Rheinheimera sp. LHK132	2498451	S	7	0	7	0.00000
Rheinheimera sp. F8	1763998	S	1	0	1	0.00000
Marichromatium purpuratum	37487	S	8	0	8	0.00000
Thioflavicoccus mobilis	80679	S	8	0	8	0.00000
Candidatus Nitrosoglobus terrae	1630141	S	3	0	3	0.00000
Nitrosococcus halophilus	133539	S	2	0	2	0.00000
Allochromatium vinosum	1049	S	2	0	2	0.00000
Thiocystis violascens	73141	S	1	0	1	0.00000
Thioalkalivibrio nitratireducens	186931	S	4	2	6	0.00000
Thioalkalivibrio sulfidiphilus	1033854	S	3	0	3	0.00000
Thioalkalivibrio sp. K90mix	396595	S	3	0	3	0.00000
Thioalkalivibrio paradoxus	108010	S	2	1	3	0.00000
Acidihalobacter aeolianus	2792603	S	6	0	6	0.00000
Acidihalobacter yilgarnenesis	2819280	S	3	0	3	0.00000
Acidihalobacter ferrooxydans	1765967	S	1	0	1	0.00000
Alkalilimnicola ehrlichii	351052	S	6	0	6	0.00000
Ectothiorhodospira sp. BSL-9	1442136	S	2	0	2	0.00000
Ectothiorhodospira haloalkaliphila	421628	S	1	0	1	0.00000
Spiribacter salinus	1335746	S	2	0	2	0.00000
Spiribacter curvatus	1335757	S	1	0	1	0.00000
Halorhodospira halophila	1053	S	1	0	1	0.00000
Granulosicoccus antarcticus	437505	S	3	0	3	0.00000
Sulfuriflexus mobilis	1811807	S	3	0	3	0.00000
Wenzhouxiangella marina	1579979	S	6	0	6	0.00000
Halothiobacillus neapolitanus	927	S	3	0	3	0.00000
Halothiobacillus sp. LS2	1860122	S	2	0	2	0.00000
Sulfurivermis fontis	1972068	S	5	0	5	0.00000
Thiohalobacter sp. COW1	2795687	S	3	0	3	0.00000
Thiohalobacter thiocyanaticus	585455	S	1	0	1	0.00000
Woeseia oceani	1548547	S	2	0	2	0.00000
Guyparkeria halophila	47960	S	2	0	2	0.00000
Aeromonas salmonicida	645	S	14	10	24	0.00000
Aeromonas veronii	654	S	12	2	14	0.00000
Aeromonas sp. ASNIH4	1636609	S	3	4	7	0.00000
Aeromonas sp. CA23	2033032	S	3	0	3	0.00000
Aeromonas sp. CU5	2033033	S	3	0	3	0.00000
Aeromonas sp. Ne-1	1675689	S	1	0	1	0.00000
Aeromonas caviae	648	S	5	7	12	0.00000
Aeromonas schubertii	652	S	3	0	3	0.00000
Aeromonas hydrophila	644	S	2	2	4	0.00000
Aeromonas jandaei	650	S	2	0	2	0.00000
Aeromonas media	651	S	2	0	2	0.00000
Aeromonas encheleia	73010	S	2	0	2	0.00000
Aeromonas rivipollensis	948519	S	1	0	1	0.00000
Aeromonas simiae	218936	S	1	0	1	0.00000
Dongshaea marina	2047966	S	3	0	3	0.00000
Tolumonas auensis	43948	S	2	0	2	0.00000
Oceanimonas sp. GK1	511062	S	2	0	2	0.00000
Zobellella denitrificans	347534	S	2	0	2	0.00000
Oceanisphaera profunda	1416627	S	1	0	1	0.00000
Succinivibrio dextrinosolvens	83771	S	2	0	2	0.00000
Francisella sp. FSC1006	1547445	S	5	0	5	0.00000
Francisella sp. LA112445	1395624	S	4	0	4	0.00000
Francisella sp. Scap27	2589986	S	3	1	4	0.00000
Francisella tularensis	263	S	6	1	7	0.00000
Francisella frigiditurris	1542390	S	4	0	4	0.00000
Francisella orientalis	299583	S	3	2	5	0.00000
Francisella philomiragia	28110	S	2	1	3	0.00000
Francisella halioticida	549298	S	1	0	1	0.00000
Francisella hispaniensis	622488	S	1	0	1	0.00000
Francisella adeliensis	2007306	S	1	0	1	0.00000
Allofrancisella guangzhouensis	594679	S	5	0	5	0.00000
Allofrancisella inopinata	1085647	S	2	0	2	0.00000
Hydrogenovibrio crunogenus	39765	S	5	0	5	0.00000
Thiomicrospira cyclica	147268	S	2	0	2	0.00000
Thiomicrospira aerophila	92245	S	1	0	1	0.00000
Piscirickettsia salmonis	1238	S	3	0	3	0.00000
Methylophaga frappieri	754477	S	3	0	3	0.00000
Thiomicrorhabdus aquaedulcis	2211106	S	1	0	1	0.00000
Thiomicrorhabdus sediminis	2580412	S	1	0	1	0.00000
Thiomicrorhabdus xiamenensis	2739063	S	1	0	1	0.00000
Cycloclasticus sp. P1	385025	S	1	0	1	0.00000
Cycloclasticus sp. PY97N	728003	S	1	0	1	0.00000
Thiosulfativibrio zosterae	2675053	S	2	0	2	0.00000
Thiosulfatimonas sediminis	2675054	S	1	0	1	0.00000
Thiothrix sp.	1032	S	4	0	4	0.00000
Thiothrix sp. Ku-5	2735563	S	1	0	1	0.00000
Beggiatoa leptomitoformis	288004	S	2	0	2	0.00000
Methylomonas sp. LL1	2785785	S	35	0	35	0.00000
Methylomonas sp. DH-1	1727196	S	2	0	2	0.00000
Methylomonas methanica	421	S	4	0	4	0.00000
Methylomonas rhizoryzae	2608981	S	4	0	4	0.00000
Methylomonas denitrificans	1538553	S	2	0	2	0.00000
Methylomonas koyamae	702114	S	1	0	1	0.00000
Methylococcus capsulatus	414	S	5	0	5	0.00000
Methylococcus sp. EFPC2	2812648	S	4	0	4	0.00000
Methylococcus sp. IM1	2681310	S	1	0	1	0.00000
Methylomicrobium album	39775	S	4	0	4	0.00000
Methylomicrobium sp. wino1	2049332	S	2	0	2	0.00000
Methylocaldum marinum	1432792	S	4	0	4	0.00000
Candidatus Methylospira mobilis	1808979	S	2	0	2	0.00000
Methylotuvimicrobium alcaliphilum	271065	S	1	1	2	0.00000
Legionella pneumophila	446	S	9	0	9	0.00000
Legionella sp. PC997	2755562	S	4	0	4	0.00000
Legionella sp. PC1000	2746060	S	2	0	2	0.00000
Legionella sp. MW5194	2662448	S	1	0	1	0.00000
Legionella sp. TUM19329	2708020	S	1	0	1	0.00000
Legionella waltersii	66969	S	7	0	7	0.00000
Legionella fallonii	96230	S	6	0	6	0.00000
Legionella longbeachae	450	S	4	0	4	0.00000
Legionella anisa	28082	S	4	0	4	0.00000
Legionella sainthelensi	28087	S	4	0	4	0.00000
Legionella israelensis	454	S	2	0	2	0.00000
Legionella oakridgensis	29423	S	1	0	1	0.00000
Legionella endosymbiont of Polyplax serrata	2005262	S	1	0	1	0.00000
Legionella clemsonensis	1867846	S	1	0	1	0.00000
Legionella geestiana	45065	S	1	0	1	0.00000
Legionella jordanis	456	S	1	0	1	0.00000
Legionella hackeliae	449	S	1	0	1	0.00000
Fluoribacter dumoffii	463	S	3	-3	0	0.00000
Tatlockia micdadei	451	S	2	0	2	0.00000
Candidatus Coxiella mudrowiae	2054173	S	4	0	4	0.00000
Coxiella burnetii	777	S	2	0	2	0.00000
Aquicella lusitana	254246	S	4	0	4	0.00000
Candidatus Rickettsiella viridis	676208	S	1	0	1	0.00000
Cellvibrio sp. PSBB023	1945512	S	2	0	2	0.00000
Cellvibrio sp. KY-GH-1	2303332	S	2	0	2	0.00000
Cellvibrio japonicus	155077	S	1	0	1	0.00000
Agarilytica rhodophyticola	1737490	S	5	0	5	0.00000
Simiduia agarivorans	447471	S	3	0	3	0.00000
Teredinibacter turnerae	2426	S	2	0	2	0.00000
Saccharophagus degradans	86304	S	1	0	1	0.00000
Microbulbifer sp. YPW1	2745199	S	4	0	4	0.00000
Microbulbifer sp. A4B17	359370	S	2	0	2	0.00000
Microbulbifer sp. ALW1	1516059	S	2	0	2	0.00000
Microbulbifer sp. GL-2	2591606	S	2	0	2	0.00000
Microbulbifer thermotolerans	252514	S	2	0	2	0.00000
Microbulbifer aggregans	1769779	S	1	0	1	0.00000
Halioglobus japonicus	930805	S	3	0	3	0.00000
Halioglobus pacificus	930806	S	3	0	3	0.00000
Congregibacter litoralis	393662	S	2	0	2	0.00000
Kineobactrum salinum	2708301	S	1	0	1	0.00000
Spongiibacter sp. CSC3.9	2794344	S	1	0	1	0.00000
Oceanicoccus sagamiensis	716816	S	1	0	1	0.00000
Zhongshania aliphaticivorans	1470434	S	1	0	1	0.00000
Candidatus Vesicomyosocius sp. SY067_SCS001	2732590	S	1	3	4	0.00000
Bathymodiolus thermophilus thioautotrophic gill symbiont	2360	S	3	0	3	0.00000
Candidatus Ruthia magnifica	386487	S	1	0	1	0.00000
Candidatus Ruthia endofausta	2738852	S	1	0	1	0.00000
Candidatus Thioglobus singularis	1427364	S	3	0	3	0.00000
Candidatus Thioglobus autotrophicus	1705394	S	2	0	2	0.00000
Candidatus Thioglobus sp. NP1	2508687	S	1	0	1	0.00000
endosymbiont of Pachyrhynchus infernalis	1971488	S	3	0	3	0.00000
endosymbiont of Sipalinus gigas	1972134	S	1	0	1	0.00000
Sedimenticola thiotaurini	1543721	S	2	0	2	0.00000
Pseudohongiella spirulinae	1249552	S	2	0	2	0.00000
Thiolapillus brandeum	1076588	S	2	0	2	0.00000
Candidatus Azoamicus ciliaticola	2652803	S	2	0	2	0.00000
Gallaecimonas mangrovi	2291597	S	1	0	1	0.00000
Sulfurifustis variabilis	1675686	S	5	0	5	0.00000
Sulfuricaulis limicola	1620215	S	3	0	3	0.00000
Acidiferrobacter sp. SPIII_3	1281578	S	2	0	2	0.00000
Solimonas sp. K1W22B-7	2303331	S	3	0	3	0.00000
Sinimarinibacterium sp. NLF-5-8	2698684	S	3	0	3	0.00000
Steroidobacter denitrificans	465721	S	3	0	3	0.00000
Gilliamella apicola	1196095	S	4	0	4	0.00000
Frischella perrara	1267021	S	2	0	2	0.00000
Orbus sp. IPMB12	1635327	S	1	0	1	0.00000
Immundisolibacter cernigliae	1810504	S	5	0	5	0.00000
Cardiobacterium hominis	2718	S	2	0	2	0.00000
Dichelobacter nodosus	870	S	1	0	1	0.00000
endosymbiont of unidentified scaly snail isolate Monju	1248727	S	2	0	2	0.00000
Salinisphaera sp. LB1	2183911	S	2	0	2	0.00000
Bradyrhizobium sp. CCBAU 051011	858422	S	20	2	22	0.00000
Bradyrhizobium sp. CCBAU 51765	1325102	S	20	4	24	0.00000
Bradyrhizobium sp. ORS 285	115808	S	12	1	13	0.00000
Bradyrhizobium sp. BTAi1	288000	S	12	1	13	0.00000
Bradyrhizobium sp. SK17	2057741	S	12	3	15	0.00000
Bradyrhizobium sp.	376	S	11	15	26	0.00000
Bradyrhizobium sp. CCBAU 53340	1325112	S	11	5	16	0.00000
Bradyrhizobium sp. ORS 278	114615	S	9	1	10	0.00000
Bradyrhizobium sp. CCBAU 53351	1325114	S	9	5	14	0.00000
Bradyrhizobium sp. CCBAU 51753	1325100	S	9	1	10	0.00000
Bradyrhizobium sp. CCBAU 53421	1325120	S	8	1	9	0.00000
Bradyrhizobium sp. CCBAU 53338	1325111	S	7	3	10	0.00000
Bradyrhizobium sp. 1(2017)	1404888	S	6	1	7	0.00000
Bradyrhizobium sp. PSBB068	2715960	S	5	1	6	0.00000
Bradyrhizobium sp. CCGE-LA001	1223566	S	3	0	3	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	2	0	2	0.00000
Bradyrhizobium sp. WSM471	319017	S	2	4	6	0.00000
Bradyrhizobium sp. LCT2	2493093	S	2	4	6	0.00000
Bradyrhizobium sp. TM102	2599819	S	1	6	7	0.00000
Bradyrhizobium erythrophlei	1437360	S	41	2	43	0.00000
Bradyrhizobium diazoefficiens	1355477	S	26	27	53	0.00000
Bradyrhizobium paxllaeri	190148	S	22	2	24	0.00000
Bradyrhizobium icense	1274631	S	15	1	16	0.00000
Bradyrhizobium genosp. L	83637	S	13	1	14	0.00000
Bradyrhizobium lablabi	722472	S	12	16	28	0.00000
Bradyrhizobium japonicum	375	S	10	6	16	0.00000
Bradyrhizobium symbiodeficiens	1404367	S	10	2	12	0.00000
Bradyrhizobium canariense	255045	S	7	0	7	0.00000
Bradyrhizobium guangdongense	1325090	S	7	4	11	0.00000
Bradyrhizobium arachidis	858423	S	6	1	7	0.00000
Bradyrhizobium vignae	1549949	S	6	0	6	0.00000
Bradyrhizobium oligotrophicum	44255	S	6	0	6	0.00000
Bradyrhizobium cosmicum	1404864	S	6	1	7	0.00000
Bradyrhizobium genosp. B	83627	S	6	0	6	0.00000
Bradyrhizobium guangxiense	1325115	S	5	2	7	0.00000
Bradyrhizobium betae	244734	S	4	1	5	0.00000
Bradyrhizobium zhanjiangense	1325107	S	4	0	4	0.00000
Bradyrhizobium amphicarpaeae	1404768	S	2	0	2	0.00000
Bradyrhizobium elkanii	29448	S	1	25	26	0.00000
Bosea sp. RAC05	1842539	S	25	5	30	0.00000
Bosea sp. ANAM02	2020412	S	23	6	29	0.00000
Bosea sp. Tri-49	1867715	S	21	3	24	0.00000
Bosea sp. PAMC 26642	1792307	S	15	2	17	0.00000
Bosea sp. F3-2	2599640	S	10	2	12	0.00000
Bosea sp. AS-1	2015316	S	4	1	5	0.00000
Bosea vaviloviae	1526658	S	8	1	9	0.00000
Rhodopseudomonas palustris	1076	S	54	12	66	0.00000
Tardiphaga robiniae	943830	S	28	1	29	0.00000
Tardiphaga sp. vice278	2592815	S	2	13	15	0.00000
Afipia carboxidovorans	40137	S	10	-10	0	0.00000
Afipia sp. GAS231	1882747	S	8	7	15	0.00000
Nitrobacter hamburgensis	912	S	8	0	8	0.00000
Nitrobacter winogradskyi	913	S	3	0	3	0.00000
Variibacter gotjawalensis	1333996	S	10	0	10	0.00000
Methylobacterium sp. 17Sr1-43	2202828	S	27	2	29	0.00000
Methylobacterium sp. 4-46	426117	S	15	1	16	0.00000
Methylobacterium sp. 17Sr1-1	2202826	S	12	2	14	0.00000
Methylobacterium sp. WL1	2603276	S	12	0	12	0.00000
Methylobacterium sp. XJLW	739141	S	4	36	40	0.00000
Methylobacterium sp. C1	1479019	S	3	10	13	0.00000
Methylobacterium sp. DM1	2067957	S	3	9	12	0.00000
Methylobacterium sp. AMS5	925818	S	2	1	3	0.00000
Methylobacterium aquaticum	270351	S	26	4	30	0.00000
Methylobacterium durans	2202825	S	25	1	26	0.00000
Methylobacterium mesophilicum	39956	S	21	1	22	0.00000
Methylobacterium brachiatum	269660	S	20	4	24	0.00000
Methylobacterium indicum	1775910	S	18	3	21	0.00000
Methylobacterium currus	2051553	S	12	2	14	0.00000
Methylobacterium nodulans	114616	S	9	0	9	0.00000
Methylobacterium oryzae	334852	S	4	35	39	0.00000
Methylobacterium phyllosphaerae	418223	S	4	7	11	0.00000
Methylobacterium radiotolerans	31998	S	1	1	2	0.00000
Methylobacterium terrae	2202827	S	1	0	1	0.00000
Methylorubrum populi	223967	S	39	13	52	0.00000
Methylorubrum extorquens	408	S	33	31	64	0.00000
Methylorubrum zatmanii	29429	S	1	6	7	0.00000
Microvirga ossetica	1882682	S	8	0	8	0.00000
Microvirga sp. VF16	2807101	S	5	0	5	0.00000
Microvirga sp. 17 mud 1-3	2082949	S	2	0	2	0.00000
Microvirga thermotolerans	2651334	S	1	0	1	0.00000
Rhizobium sp. Khangiran2	1435607	S	4	3	7	0.00000
Rhizobium sp. WL3	2603277	S	4	0	4	0.00000
Rhizobium sp. 11515TR	2028343	S	4	0	4	0.00000
Rhizobium sp. ACO-34A	1571470	S	3	0	3	0.00000
Rhizobium sp. NXC24	2048897	S	3	0	3	0.00000
Rhizobium sp. BG4	2613770	S	2	0	2	0.00000
Rhizobium sp. Kim5	2020311	S	1	1	2	0.00000
Rhizobium sp. NLR16a	2731112	S	1	0	1	0.00000
Rhizobium sp. NZLR1	2731096	S	1	0	1	0.00000
Rhizobium sp. NXC14	1981173	S	1	0	1	0.00000
Rhizobium sp. ADMK78	1813451	S	1	0	1	0.00000
Rhizobium sp. N324	1703969	S	1	7	8	0.00000
Rhizobium leguminosarum	384	S	15	6	21	0.00000
Rhizobium phaseoli	396	S	6	7	13	0.00000
Rhizobium etli	29449	S	5	5	10	0.00000
Rhizobium daejeonense	240521	S	5	2	7	0.00000
Rhizobium oryzihabitans	2267833	S	5	3	8	0.00000
Rhizobium pusense	648995	S	5	14	19	0.00000
Rhizobium favelukesii	348824	S	4	0	4	0.00000
Rhizobium pseudoryzae	379684	S	3	0	3	0.00000
Rhizobium flavum	1335061	S	3	1	4	0.00000
Rhizobium lusitanum	293958	S	2	0	2	0.00000
Rhizobium indicum	2583231	S	2	1	3	0.00000
Rhizobium binae	1138190	S	2	0	2	0.00000
Rhizobium lentis	1138194	S	2	0	2	0.00000
Rhizobium tropici	398	S	1	0	1	0.00000
Rhizobium ruizarguesonis	2081791	S	1	3	4	0.00000
Rhizobium jaguaris	1312183	S	1	0	1	0.00000
Rhizobium gallicum	56730	S	1	0	1	0.00000
Agrobacterium tumefaciens	358	S	20	17	37	0.00000
Agrobacterium fabrum	1176649	S	2	4	6	0.00000
Agrobacterium vitis	373	S	7	0	7	0.00000
Agrobacterium sp. RAC06	1842536	S	2	1	3	0.00000
Agrobacterium sp. T29	2580515	S	2	1	3	0.00000
Agrobacterium larrymoorei	160699	S	2	0	2	0.00000
Agrobacterium rhizogenes	359	S	1	1	2	0.00000
Agrobacterium rubi	28099	S	1	0	1	0.00000
Neorhizobium sp. SOG26	2060726	S	4	0	4	0.00000
Neorhizobium sp. NCHU2750	1825976	S	1	0	1	0.00000
Neorhizobium galegae	399	S	4	0	4	0.00000
Sinorhizobium meliloti	382	S	11	1	12	0.00000
Sinorhizobium fredii	380	S	10	16	26	0.00000
Sinorhizobium medicae	110321	S	6	1	7	0.00000
Sinorhizobium sp. BG8	2613773	S	4	0	4	0.00000
Sinorhizobium sp. RAC02	1842534	S	2	0	2	0.00000
Sinorhizobium americanum	194963	S	1	0	1	0.00000
Ensifer adhaerens	106592	S	7	0	7	0.00000
Ensifer sojae	716925	S	5	3	8	0.00000
Ensifer mexicanus	375549	S	4	0	4	0.00000
Ensifer alkalisoli	1752398	S	4	0	4	0.00000
Ensifer sp. PDNC004	2811423	S	3	0	3	0.00000
Shinella sp. HZN7	879274	S	7	4	11	0.00000
Shinella sp. PSBB067	2715959	S	2	1	3	0.00000
Liberibacter crescens	1273132	S	3	0	3	0.00000
Candidatus Liberibacter americanus	309868	S	2	0	2	0.00000
Candidatus Liberibacter africanus	34020	S	1	0	1	0.00000
Candidatus Liberibacter asiaticus	34021	S	1	0	1	0.00000
Candidatus Liberibacter solanacearum	556287	S	1	0	1	0.00000
Kaistia sp. 32K	2795690	S	5	0	5	0.00000
Georhizobium profundi	2341112	S	5	0	5	0.00000
Ciceribacter thiooxidans	1969821	S	4	0	4	0.00000
Mesorhizobium sp. Pch-S	2082387	S	21	1	22	0.00000
Mesorhizobium sp. N3	675281	S	8	1	9	0.00000
Mesorhizobium sp. J8	2777475	S	6	0	6	0.00000
Mesorhizobium sp. L-8-10	2744523	S	6	12	18	0.00000
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	2493679	S	6	1	7	0.00000
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1	2493676	S	4	0	4	0.00000
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	4	1	5	0.00000
Mesorhizobium sp. 131-2-1	2744518	S	3	1	4	0.00000
Mesorhizobium sp. M9A.F.Ca.ET.002.03.1.2	2493668	S	3	0	3	0.00000
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	3	1	4	0.00000
Mesorhizobium sp. 8	2584466	S	3	0	3	0.00000
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	3	0	3	0.00000
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	3	0	3	0.00000
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1	2493677	S	2	0	2	0.00000
Mesorhizobium sp. NBSH29	2654249	S	2	0	2	0.00000
Mesorhizobium sp. DCY119	2108445	S	2	0	2	0.00000
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	2	3	5	0.00000
Mesorhizobium sp. AA22	1854057	S	2	1	3	0.00000
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	1	0	1	0.00000
Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1	2493680	S	1	0	1	0.00000
Mesorhizobium sp. M7A.F.Ce.TU.012.03.2.1	2493681	S	1	0	1	0.00000
Mesorhizobium sp. INR15	2654248	S	1	0	1	0.00000
Mesorhizobium sp. 113-3-3	2744516	S	1	0	1	0.00000
Mesorhizobium opportunistum	593909	S	9	2	11	0.00000
Mesorhizobium huakuii	28104	S	8	16	24	0.00000
Mesorhizobium amorphae	71433	S	7	1	8	0.00000
Mesorhizobium ciceri	39645	S	5	5	10	0.00000
Mesorhizobium loti	381	S	2	5	7	0.00000
Mesorhizobium australicum	536018	S	2	0	2	0.00000
Mesorhizobium oceanicum	1670800	S	2	0	2	0.00000
Mesorhizobium japonicum	2066070	S	2	0	2	0.00000
Mesorhizobium erdmanii	1777866	S	1	0	1	0.00000
Aminobacter sp. MSH1	374606	S	11	5	16	0.00000
Aminobacter sp. MDW-2	2666139	S	1	13	14	0.00000
Phyllobacterium sp. 628	2718938	S	7	0	7	0.00000
Phyllobacterium zundukense	1867719	S	1	0	1	0.00000
Roseitalea porphyridii	1852022	S	6	0	6	0.00000
Hoeflea phototrophica	244596	S	2	0	2	0.00000
Hoeflea sp. IMCC20628	1620421	S	2	0	2	0.00000
Nitratireductor sp. SY7	2599600	S	2	0	2	0.00000
Nitratireductor sp. OM-1	1756988	S	1	0	1	0.00000
Lentilitoribacter sp. Alg239-R112	2305987	S	3	0	3	0.00000
Salaquimonas pukyongi	2712698	S	3	0	3	0.00000
Chelativorans sp. BNC1	266779	S	2	0	2	0.00000
Oricola thermophila	2742145	S	2	0	2	0.00000
Devosia sp. A16	1736675	S	14	0	14	0.00000
Devosia sp. S02	2657486	S	9	0	9	0.00000
Devosia sp. LEGU1	2774137	S	4	0	4	0.00000
Devosia sp. I507	2083786	S	2	0	2	0.00000
Devosia sp. 1566	2499144	S	2	0	2	0.00000
Devosia sp. MC521	2759954	S	1	0	1	0.00000
Devosia sp. G19	2801335	S	1	0	1	0.00000
Devosia ginsengisoli	400770	S	7	0	7	0.00000
Hyphomicrobium denitrificans	53399	S	18	0	18	0.00000
Hyphomicrobium sp. MC1	717785	S	7	0	7	0.00000
Hyphomicrobium nitrativorans	1427356	S	2	0	2	0.00000
Rhodoplanes sp. Z2-YC6860	674703	S	7	0	7	0.00000
Rhodoplanes piscinae	444923	S	2	0	2	0.00000
Aquabacter sp. L1I39	2820278	S	8	0	8	0.00000
Blastochloris tepida	2233851	S	3	0	3	0.00000
Blastochloris viridis	1079	S	2	0	2	0.00000
Pelagibacterium halotolerans	531813	S	5	0	5	0.00000
Youhaiella tibetensis	1447062	S	5	0	5	0.00000
Methyloligella sp. GL2	2742204	S	4	0	4	0.00000
Methyloceanibacter caenitepidi	1384459	S	2	0	2	0.00000
Paradevosia shaoguanensis	1335043	S	2	5	7	0.00000
Caenibius tardaugens	169176	S	2	2	4	0.00000
Rhodomicrobium vannielii	1069	S	1	0	1	0.00000
Maritalea myrionectae	454601	S	1	0	1	0.00000
Pseudolabrys sp. FHR47	2562284	S	10	0	10	0.00000
Pseudolabrys taiwanensis	331696	S	7	0	7	0.00000
Starkeya novella	921	S	9	1	10	0.00000
Starkeya sp. ORNL1	2709380	S	4	0	4	0.00000
Ancylobacter sp. TS-1	1850374	S	6	2	8	0.00000
Ancylobacter pratisalsi	1745854	S	1	0	1	0.00000
Xanthobacter sp. YN2	2528964	S	8	1	9	0.00000
Azorhizobium caulinodans	7	S	7	0	7	0.00000
Labrys sp. KNU-23	2789216	S	5	0	5	0.00000
Stappia indica	538381	S	12	1	13	0.00000
Stappia sp. ES.058	1881061	S	3	0	3	0.00000
Labrenzia sp. VG12	2021862	S	4	0	4	0.00000
Labrenzia sp. THAF35	2587854	S	4	1	5	0.00000
Labrenzia aggregata	187304	S	3	1	4	0.00000
Labrenzia alexandrii	388408	S	1	0	1	0.00000
Pannonibacter phragmitetus	121719	S	8	5	13	0.00000
Pseudovibrio sp. FO-BEG1	911045	S	3	0	3	0.00000
Aureimonas sp. AU20	1349819	S	7	0	7	0.00000
Aureimonas sp. LMG 31693	2758041	S	7	0	7	0.00000
Aureimonas sp. OT7	2816454	S	4	3	7	0.00000
Aureimonas populi	1701758	S	6	0	6	0.00000
Martelella endophytica	1486262	S	3	0	3	0.00000
