name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Mycetohabitans rhizoxinica	412963	S	1	0	1	0.00000
Variovorax sp. HW608	1034889	S	12	0	12	0.00000
Variovorax sp. WDL1	207745	S	8	8	16	0.00000
Variovorax sp. PBL-H6	434009	S	6	9	15	0.00000
Variovorax sp. 38R	2774875	S	6	4	10	0.00000
Variovorax sp. PBS-H4	434008	S	5	1	6	0.00000
Variovorax sp. PAMC 28711	1795631	S	5	0	5	0.00000
Variovorax sp. PAMC26660	2762322	S	5	0	5	0.00000
Variovorax sp. PAMC28562	2762323	S	4	0	4	0.00000
Variovorax sp. RKNM96	2681552	S	4	1	5	0.00000
Variovorax sp. RA8	662548	S	3	1	4	0.00000
Variovorax sp. SRS16	282217	S	2	6	8	0.00000
Variovorax sp. PBL-E5	434014	S	2	7	9	0.00000
Variovorax paradoxus	34073	S	42	9	51	0.00000
Variovorax boronicumulans	436515	S	8	4	12	0.00000
Acidovorax sp. 1608163	2478662	S	15	1	16	0.00000
Acidovorax sp. KKS102	358220	S	14	4	18	0.00000
Acidovorax sp. RAC01	1842533	S	13	3	16	0.00000
Acidovorax sp. T1	1858609	S	13	21	34	0.00000
Acidovorax sp. JMULE5	2518343	S	8	1	9	0.00000
Acidovorax sp. HDW3	2714923	S	6	0	6	0.00000
Acidovorax sp. JS42	232721	S	2	30	32	0.00000
Acidovorax carolinensis	553814	S	19	8	27	0.00000
Acidovorax monticola	1926868	S	15	2	17	0.00000
Acidovorax antarcticus	2743470	S	8	1	9	0.00000
Acidovorax citrulli	80869	S	6	3	9	0.00000
Acidovorax avenae	80867	S	4	1	5	0.00000
Acidovorax cattleyae	80868	S	2	0	2	0.00000
Rhodoferax sp. AJA081-3	2752316	S	16	0	16	0.00000
Rhodoferax sp. BAB1	2741720	S	11	1	12	0.00000
Rhodoferax sp. PAMC29310	2822760	S	8	0	8	0.00000
Rhodoferax sediminis	2509614	S	25	1	26	0.00000
Rhodoferax ferrireducens	192843	S	19	0	19	0.00000
Rhodoferax saidenbachensis	1484693	S	18	1	19	0.00000
Rhodoferax antarcticus	81479	S	11	0	11	0.00000
Rhodoferax koreense	1842727	S	10	3	13	0.00000
Polaromonas naphthalenivorans	216465	S	35	2	37	0.00000
Polaromonas sp. JS666	296591	S	15	1	16	0.00000
Polaromonas sp. H6N	1840293	S	1	0	1	0.00000
Polaromonas sp. H8N	1840297	S	1	7	8	0.00000
Polaromonas vacuolata	37448	S	6	0	6	0.00000
Hydrogenophaga sp. PBL-H3	434010	S	12	6	18	0.00000
Hydrogenophaga sp. BPS33	2651974	S	8	3	11	0.00000
Hydrogenophaga sp. RAC07	1842537	S	7	1	8	0.00000
Hydrogenophaga sp. PBC	795665	S	5	1	6	0.00000
Hydrogenophaga sp. NH-16	2184519	S	4	5	9	0.00000
Hydrogenophaga sp. BA0156	2716225	S	4	1	5	0.00000
Hydrogenophaga sp. PAMC20947	2565558	S	3	0	3	0.00000
Hydrogenophaga sp. YM1	2806262	S	2	0	2	0.00000
Hydrogenophaga pseudoflava	47421	S	5	5	10	0.00000
Hydrogenophaga crassostreae	1763535	S	3	0	3	0.00000
Limnohabitans sp. 103DPR2	1678129	S	34	1	35	0.00000
Limnohabitans sp. 63ED37-2	1678128	S	26	1	27	0.00000
Comamonas testosteroni	285	S	17	9	26	0.00000
Comamonas koreensis	160825	S	9	1	10	0.00000
Comamonas aquatica	225991	S	8	1	9	0.00000
Comamonas kerstersii	225992	S	6	0	6	0.00000
Comamonas serinivorans	1082851	S	5	0	5	0.00000
Comamonas piscis	1562974	S	4	0	4	0.00000
Comamonas sp. NLF-7-7	2597701	S	2	0	2	0.00000
Comamonas thiooxydans	363952	S	1	0	1	0.00000
Diaphorobacter sp. HDW4B	2714925	S	8	0	8	0.00000
Diaphorobacter sp. HDW4A	2714924	S	5	2	7	0.00000
Diaphorobacter sp. JS3051	2792224	S	3	44	47	0.00000
Diaphorobacter sp. JS3050	2735554	S	2	31	33	0.00000
Diaphorobacter aerolatus	1288495	S	8	4	12	0.00000
Diaphorobacter ruginosibacter	1715720	S	3	0	3	0.00000
Ottowia oryzae	2109914	S	15	0	15	0.00000
Ottowia sp. 27C	2816950	S	9	0	9	0.00000
Ottowia sp. oral taxon 894	1658672	S	4	0	4	0.00000
Curvibacter sp. AEP1-3	1844971	S	27	0	27	0.00000
Delftia acidovorans	80866	S	5	11	16	0.00000
Schlegelella thermodepolymerans	215580	S	14	2	16	0.00000
Kinneretia sp. DAIF2	2714952	S	12	1	13	0.00000
Hylemonella gracilis	80880	S	9	0	9	0.00000
Simplicispira suum	2109915	S	9	1	10	0.00000
Ramlibacter tataouinensis	94132	S	8	0	8	0.00000
Alicycliphilus denitrificans	179636	S	7	11	18	0.00000
Serpentinomonas mccroryi	1458426	S	3	0	3	0.00000
Serpentinomonas raichei	1458425	S	2	0	2	0.00000
Verminephrobacter eiseniae	364317	S	5	0	5	0.00000
Pulveribacter suum	2116657	S	4	0	4	0.00000
Melaminivora sp. SC2-9	2109913	S	2	0	2	0.00000
Candidatus Symbiobacter mobilis	1436290	S	1	0	1	0.00000
Massilia sp. NR 4-1	1678028	S	8	3	11	0.00000
Massilia sp. CCM 8941	2765360	S	7	4	11	0.00000
Massilia sp. WG5	1707785	S	6	6	12	0.00000
Massilia sp. LPB0304	2769491	S	5	8	13	0.00000
Massilia sp. YMA4	1593482	S	1	1	2	0.00000
Massilia umbonata	864828	S	12	5	17	0.00000
Massilia flava	871742	S	12	2	14	0.00000
Massilia oculi	945844	S	10	2	12	0.00000
Massilia violaceinigra	2045208	S	10	3	13	0.00000
Massilia armeniaca	2072590	S	6	4	10	0.00000
Massilia putida	1141883	S	5	2	7	0.00000
Massilia plicata	321984	S	4	1	5	0.00000
Massilia lutea	321985	S	3	1	4	0.00000
Massilia albidiflava	321983	S	2	1	3	0.00000
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	7	3	10	0.00000
Janthinobacterium sp. 17J80-10	2497863	S	3	0	3	0.00000
Janthinobacterium sp. B9-8	1236179	S	1	0	1	0.00000
Janthinobacterium sp. LM6	1938606	S	1	1	2	0.00000
Janthinobacterium sp. PLB02	2808899	S	1	5	6	0.00000
Janthinobacterium agaricidamnosum	55508	S	6	0	6	0.00000
Janthinobacterium svalbardensis	368607	S	5	5	10	0.00000
Janthinobacterium tructae	2590869	S	4	4	8	0.00000
Janthinobacterium lividum	29581	S	1	3	4	0.00000
Duganella sp. AF9R3	2728021	S	36	6	42	0.00000
Duganella sp. GN2-R2	2728020	S	2	0	2	0.00000
Herbaspirillum sp. meg3	2025949	S	5	0	5	0.00000
Herbaspirillum seropedicae	964	S	4	1	5	0.00000
Herbaspirillum rubrisubalbicans	80842	S	3	0	3	0.00000
Herbaspirillum huttiense	863372	S	3	0	3	0.00000
Herbaspirillum frisingense	92645	S	2	0	2	0.00000
Herbaspirillum robiniae	2014887	S	2	0	2	0.00000
Undibacterium sp. KW1	2058624	S	11	5	16	0.00000
Undibacterium parvum	401471	S	3	0	3	0.00000
Collimonas pratensis	279113	S	4	0	4	0.00000
Collimonas fungivorans	158899	S	3	0	3	0.00000
Collimonas arenae	279058	S	2	0	2	0.00000
Noviherbaspirillum sp. UKPF54	2601898	S	4	0	4	0.00000
Glaciimonas sp. PAMC28666	2807626	S	3	0	3	0.00000
Oxalobacter formigenes	847	S	2	0	2	0.00000
Herminiimonas arsenitoxidans	1809410	S	1	0	1	0.00000
Rhizobacter sp. AJA081-3	2753607	S	26	5	31	0.00000
Rhizobacter gummiphilus	946333	S	9	1	10	0.00000
Leptothrix cholodnii	34029	S	31	7	38	0.00000
Sphaerotilus natans	34103	S	26	6	32	0.00000
Aquabacterium olei	1296669	S	15	2	17	0.00000
Methylibium sp. Pch-M	2082386	S	5	5	10	0.00000
Methylibium petroleiphilum	105560	S	1	0	1	0.00000
Rubrivivax gelatinosus	28068	S	11	2	13	0.00000
Inhella inkyongensis	392593	S	10	1	11	0.00000
Mitsuaria sp. 7	1658665	S	9	1	10	0.00000
Xylophilus rhododendri	2697032	S	7	1	8	0.00000
Paucibacter sp. KCTC 42545	1768242	S	6	0	6	0.00000
Thiomonas intermedia	926	S	2	0	2	0.00000
Thiomonas arsenitoxydans	426114	S	1	0	1	0.00000
Roseateles depolymerans	76731	S	5	0	5	0.00000
Achromobacter spanius	217203	S	11	1	12	0.00000
Achromobacter xylosoxidans	85698	S	8	4	12	0.00000
Achromobacter denitrificans	32002	S	4	1	5	0.00000
Achromobacter pestifer	1353889	S	3	1	4	0.00000
Achromobacter sp. AONIH1	1758194	S	2	0	2	0.00000
Bordetella hinzii	103855	S	4	0	4	0.00000
Bordetella trematum	123899	S	3	0	3	0.00000
Bordetella pseudohinzii	1331258	S	3	0	3	0.00000
Bordetella genomosp. 8	1416806	S	3	0	3	0.00000
Bordetella sp. N	1746199	S	3	0	3	0.00000
Bordetella avium	521	S	2	0	2	0.00000
Bordetella holmesii	35814	S	2	0	2	0.00000
Bordetella genomosp. 13	463040	S	2	0	2	0.00000
Bordetella bronchiseptica	518	S	1	2	3	0.00000
Alcaligenes faecalis	511	S	6	0	6	0.00000
Alcaligenes sp. SORT26	2813780	S	1	0	1	0.00000
Alcaligenes aquatilis	323284	S	1	0	1	0.00000
Pigmentiphaga aceris	1940612	S	5	0	5	0.00000
Pigmentiphaga sp. H8	2488560	S	1	0	1	0.00000
Advenella mimigardefordensis	302406	S	4	0	4	0.00000
Castellaniella defragrans	75697	S	3	0	3	0.00000
Orrella dioscoreae	1851544	S	2	0	2	0.00000
Taylorella equigenitalis	29575	S	1	0	1	0.00000
Pusillimonas sp. DMV24BSW_D	2716226	S	1	0	1	0.00000
Algicoccus marinus	2163011	S	1	0	1	0.00000
Sutterella wadsworthensis	40545	S	1	0	1	0.00000
Vitreoscilla filiformis	63	S	31	2	33	0.00000
Vitreoscilla sp. C1	96942	S	1	0	1	0.00000
Neisseria sp. ZJ785	2709396	S	2	0	2	0.00000
Neisseria chenwenguii	1853278	S	1	0	1	0.00000
Neisseria musculi	1815583	S	1	0	1	0.00000
Neisseria zalophi	640030	S	1	0	1	0.00000
Neisseria polysaccharea	489	S	1	0	1	0.00000
Neisseria animaloris	326522	S	1	0	1	0.00000
Neisseria weaveri	28091	S	1	0	1	0.00000
Neisseria subflava	28449	S	1	0	1	0.00000
Neisseria dentiae	194197	S	1	0	1	0.00000
Chitinolyticbacter meiyuanensis	682798	S	3	0	3	0.00000
Eikenella exigua	2528037	S	1	1	2	0.00000
Alysiella filiformis	194196	S	2	0	2	0.00000
Simonsiella muelleri	72	S	1	0	1	0.00000
Kingella kingae	504	S	1	0	1	0.00000
Conchiformibius steedae	153493	S	1	0	1	0.00000
Crenobacter cavernae	2290923	S	1	0	1	0.00000
Aquaspirillum sp. LM1	1938604	S	18	0	18	0.00000
Chromobacterium sp. ATCC 53434	2059672	S	4	0	4	0.00000
Chromobacterium vaccinii	1108595	S	3	0	3	0.00000
Chromobacterium phragmitis	2202141	S	3	1	4	0.00000
Chromobacterium violaceum	536	S	1	0	1	0.00000
Iodobacter fluviatilis	537	S	2	0	2	0.00000
Aquitalea sp. USM4	1590041	S	5	0	5	0.00000
Aquitalea magnusonii	332411	S	1	0	1	0.00000
Aquitalea denitrificans	519081	S	1	0	1	0.00000
Jeongeupia sp. USM3	1906741	S	5	0	5	0.00000
Jeongeupia sp. HS-3	1009682	S	1	0	1	0.00000
Deefgea sp. D17	2739061	S	4	0	4	0.00000
Microvirgula aerodenitrificans	57480	S	1	0	1	0.00000
Vogesella sp. LIG4	1192162	S	1	0	1	0.00000
Chitinibacter sp. 2T18	2739434	S	1	0	1	0.00000
Pseudogulbenkiania sp. NH8B	748280	S	1	0	1	0.00000
Candidatus Methylopumilus universalis	2588536	S	7	2	9	0.00000
Candidatus Methylopumilus turicensis	1581680	S	6	0	6	0.00000
Candidatus Methylopumilus rimovensis	2588535	S	4	0	4	0.00000
Candidatus Methylopumilus planktonicus	1581557	S	2	0	2	0.00000
Methylotenera versatilis	1055487	S	6	0	6	0.00000
Methylotenera mobilis	359408	S	1	0	1	0.00000
Methylobacillus flagellatus	405	S	2	0	2	0.00000
Methylophilus sp. TWE2	1662285	S	1	0	1	0.00000
Sulfuritalea hydrogenivorans	748811	S	6	0	6	0.00000
Denitratisoma oestradiolicum	311182	S	2	0	2	0.00000
Denitratisoma sp. DHT3	1981880	S	2	0	2	0.00000
Sterolibacterium denitrificans	157592	S	3	0	3	0.00000
Methyloversatilis sp. RAC08	1842540	S	2	0	2	0.00000
Candidatus Nitrotoga sp. AM1P	2559597	S	5	0	5	0.00000
Sideroxydans lithotrophicus	63745	S	3	0	3	0.00000
Ferriphaselus amnicola	1188319	S	3	0	3	0.00000
Gallionella capsiferriformans	370405	S	1	0	1	0.00000
Usitatibacter rugosus	2732067	S	8	0	8	0.00000
Usitatibacter palustris	2732487	S	3	0	3	0.00000
Nitrosomonas sp. Is79A3	261292	S	2	0	2	0.00000
Nitrosomonas sp. AL212	153948	S	1	0	1	0.00000
Nitrosomonas europaea	915	S	1	0	1	0.00000
Nitrosomonas stercoris	1444684	S	1	0	1	0.00000
Nitrosospira briensis	35799	S	3	0	3	0.00000
Thiobacillus denitrificans	36861	S	4	0	4	0.00000
Sulfuritortus calidifontis	1914471	S	4	0	4	0.00000
Sulfuriferula plumbiphila	171865	S	2	0	2	0.00000
Sulfuriferula sp. AH1	1985873	S	2	0	2	0.00000
Sulfuriferula nivalis	2675298	S	1	0	1	0.00000
Sulfuricella denitrificans	649841	S	3	0	3	0.00000
Azoarcus sp. DD4	2027405	S	3	2	5	0.00000
Azoarcus sp. M9-3-2	2016596	S	2	0	2	0.00000
Azoarcus sp. DN11	356837	S	1	0	1	0.00000
Azoarcus communis	41977	S	4	1	5	0.00000
Azoarcus olearius	418699	S	4	1	5	0.00000
Azoarcus pumilus	2067960	S	2	0	2	0.00000
Thauera hydrothermalis	2184083	S	4	0	4	0.00000
Thauera sp. K11	2005884	S	3	1	4	0.00000
Thauera sp. MZ1T	85643	S	1	0	1	0.00000
Thauera aromatica	59405	S	3	4	7	0.00000
Thauera humireducens	1134435	S	1	0	1	0.00000
Azospira restricta	404405	S	4	0	4	0.00000
Azospira oryzae	146939	S	3	1	4	0.00000
Azospira sp. I09	1765049	S	2	1	3	0.00000
Aromatoleum petrolei	76116	S	3	1	4	0.00000
Aromatoleum aromaticum	551760	S	2	1	3	0.00000
Aromatoleum bremense	76115	S	1	0	1	0.00000
Niveibacterium sp. HC41	2811415	S	2	0	2	0.00000
Oryzomicrobium terrae	1735038	S	1	0	1	0.00000
Rugosibacter aromaticivorans	1565605	S	1	0	1	0.00000
Dechloromonas sp. TW-R-39-2	2654218	S	6	1	7	0.00000
Dechloromonas sp. HYN0024	2231055	S	2	0	2	0.00000
Dechloromonas aromatica	259537	S	6	1	7	0.00000
Fluviibacter phosphoraccumulans	1751046	S	17	1	18	0.00000
Candidatus Accumulibacter phosphatis	327160	S	6	0	6	0.00000
Candidatus Kinetoplastibacterium blastocrithidii	233181	S	1	-1	0	0.00000
Casimicrobium huifangae	2591109	S	1	0	1	0.00000
Pseudomonas sp. CMR12a	658629	S	171	42	213	0.00000
Pseudomonas sp. S150	2559074	S	30	18	48	0.00000
Pseudomonas sp. DTU12.3	2073078	S	9	0	9	0.00000
Pseudomonas sp. R84	1573712	S	6	0	6	0.00000
Pseudomonas sp. S34	1573718	S	5	0	5	0.00000
Pseudomonas sp. DR 5-09	1534110	S	5	1	6	0.00000
Pseudomonas sp. RU47	2005388	S	5	1	6	0.00000
Pseudomonas sp.	306	S	4	12	16	0.00000
Pseudomonas sp. UW4	1207075	S	4	1	5	0.00000
Pseudomonas sp. 31-12	2201356	S	4	0	4	0.00000
Pseudomonas sp. K2W31S-8	2320867	S	4	0	4	0.00000
Pseudomonas sp. MPC6	2498848	S	4	0	4	0.00000
Pseudomonas sp. C27(2019)	2604941	S	4	0	4	0.00000
Pseudomonas sp. IzPS59	2774459	S	4	0	4	0.00000
Pseudomonas sp. TUM18999	2725477	S	4	0	4	0.00000
Pseudomonas sp. HLS-6	2049589	S	3	0	3	0.00000
Pseudomonas sp. S09G 359	2054919	S	3	0	3	0.00000
Pseudomonas sp. StFLB209	1028989	S	3	0	3	0.00000
Pseudomonas sp. ADAK22	2730851	S	3	0	3	0.00000
Pseudomonas sp. R76	1573711	S	3	0	3	0.00000
Pseudomonas sp. PDNC002	2811422	S	2	0	2	0.00000
Pseudomonas sp. SCB32	2653853	S	2	0	2	0.00000
Pseudomonas sp. B11D7D	2735906	S	2	0	2	0.00000
Pseudomonas sp. R32	1573704	S	2	0	2	0.00000
Pseudomonas sp. R5-89-07	658644	S	2	0	2	0.00000
Pseudomonas sp. CC6-YY-74	1930532	S	2	0	2	0.00000
Pseudomonas sp. TCU-HL1	1856685	S	2	0	2	0.00000
Pseudomonas sp. 15A4	2804761	S	1	0	1	0.00000
Pseudomonas sp. DY-1	1755504	S	1	0	1	0.00000
Pseudomonas sp. A214	1855331	S	1	0	1	0.00000
Pseudomonas sp. Z003-0.4C(8344-21)	1855380	S	1	0	1	0.00000
Pseudomonas sp. Leaf58	1736226	S	1	0	1	0.00000
Pseudomonas sp. FDAARGOS_380	2018067	S	1	0	1	0.00000
Pseudomonas sp. IB20	1702250	S	1	0	1	0.00000
Pseudomonas sp. Tri1	2823875	S	1	0	1	0.00000
Pseudomonas sp. GR 6-02	1659194	S	1	0	1	0.00000
Pseudomonas sp. CCOS 191	1649877	S	1	0	1	0.00000
Pseudomonas sp. TMW 2.1634	1886807	S	1	1	2	0.00000
Pseudomonas sp. LPH1	1898684	S	1	0	1	0.00000
Pseudomonas sp. OST1909	2777367	S	1	1	2	0.00000
Pseudomonas sp. 02C 26	2054914	S	1	0	1	0.00000
Pseudomonas sp. LG1D9	2083054	S	1	0	1	0.00000
Pseudomonas sp. S1-A32-2	2731681	S	1	0	1	0.00000
Pseudomonas sp. LG1E9	2219057	S	1	0	1	0.00000
Pseudomonas sp. DG56-2	2320270	S	1	0	1	0.00000
Pseudomonas sp. BIGb0427	2724470	S	1	0	1	0.00000
Pseudomonas sp. THAF7b	2587845	S	1	0	1	0.00000
Pseudomonas sp. DTU12.1	2654238	S	1	0	1	0.00000
Pseudomonas sp. J380	2605424	S	1	0	1	0.00000
Pseudomonas sp. MRSN12121	1611770	S	1	0	1	0.00000
Pseudomonas sp. B10	118613	S	1	0	1	0.00000
Pseudomonas sp. LAB-08	143813	S	1	0	1	0.00000
Pseudomonas sp. CMR5c	658630	S	1	0	1	0.00000
Pseudomonas fluorescens	294	S	146	30	176	0.00000
Pseudomonas veronii	76761	S	12	14	26	0.00000
Pseudomonas orientalis	76758	S	7	0	7	0.00000
Pseudomonas protegens	380021	S	5	0	5	0.00000
Pseudomonas azotoformans	47878	S	5	0	5	0.00000
Pseudomonas synxantha	47883	S	4	0	4	0.00000
Pseudomonas tolaasii	29442	S	3	0	3	0.00000
Pseudomonas corrugata	47879	S	3	0	3	0.00000
Pseudomonas trivialis	200450	S	2	0	2	0.00000
Pseudomonas brenneri	129817	S	2	0	2	0.00000
Pseudomonas rhodesiae	76760	S	1	0	1	0.00000
Pseudomonas mediterranea	183795	S	1	0	1	0.00000
Pseudomonas extremorientalis	169669	S	1	0	1	0.00000
Pseudomonas migulae	78543	S	1	0	1	0.00000
Pseudomonas mandelii	75612	S	1	1	2	0.00000
Pseudomonas mucidolens	46679	S	1	0	1	0.00000
Pseudomonas oryzihabitans	47885	S	124	7	131	0.00000
Pseudomonas putida	303	S	23	8	31	0.00000
Pseudomonas monteilii	76759	S	3	1	4	0.00000
Pseudomonas koreensis	198620	S	46	6	52	0.00000
Pseudomonas palleroniana	191390	S	42	2	44	0.00000
Pseudomonas aeruginosa	287	S	25	123	148	0.00000
Pseudomonas furukawaii	1149133	S	7	0	7	0.00000
Pseudomonas oleovorans	301	S	1	0	1	0.00000
Pseudomonas mendocina	300	S	5	0	5	0.00000
Pseudomonas citronellolis	53408	S	1	0	1	0.00000
Pseudomonas nitroreducens	46680	S	1	0	1	0.00000
Pseudomonas syringae	317	S	12	20	32	0.00000
Pseudomonas amygdali	47877	S	2	3	5	0.00000
Pseudomonas cichorii	36746	S	1	0	1	0.00000
Pseudomonas coronafaciens	53409	S	1	0	1	0.00000
Pseudomonas fragi	296	S	10	4	14	0.00000
Pseudomonas chlororaphis	587753	S	8	1	9	0.00000
Pseudomonas lundensis	86185	S	3	0	3	0.00000
Pseudomonas allokribbensis	2774460	S	10	1	11	0.00000
Pseudomonas stutzeri	316	S	9	1	10	0.00000
Pseudomonas xanthomarina	271420	S	1	0	1	0.00000
Pseudomonas psychrotolerans	237610	S	8	0	8	0.00000
Pseudomonas granadensis	1421430	S	7	1	8	0.00000
Pseudomonas lurida	244566	S	5	0	5	0.00000
Pseudomonas vancouverensis	95300	S	5	0	5	0.00000
Pseudomonas moraviensis	321662	S	5	0	5	0.00000
Pseudomonas prosekii	1148509	S	4	0	4	0.00000
Pseudomonas viciae	2505979	S	4	0	4	0.00000
Pseudomonas lalkuanensis	2604832	S	4	0	4	0.00000
Pseudomonas arsenicoxydans	702115	S	4	0	4	0.00000
Pseudomonas versuta	1788301	S	4	0	4	0.00000
Pseudomonas umsongensis	198618	S	4	0	4	0.00000
Pseudomonas yamanorum	515393	S	4	0	4	0.00000
Pseudomonas brassicacearum	930166	S	3	2	5	0.00000
Pseudomonas litoralis	797277	S	3	0	3	0.00000
Pseudomonas lini	163011	S	3	0	3	0.00000
Pseudomonas antarctica	219572	S	3	0	3	0.00000
Pseudomonas entomophila	312306	S	3	0	3	0.00000
Pseudomonas taetrolens	47884	S	2	0	2	0.00000
Pseudomonas reinekei	395598	S	2	0	2	0.00000
Pseudomonas khazarica	2502979	S	2	1	3	0.00000
Pseudomonas sihuiensis	1274359	S	2	0	2	0.00000
Pseudomonas oryzae	1392877	S	2	0	2	0.00000
Pseudomonas cerasi	1583341	S	2	2	4	0.00000
Pseudomonas knackmussii	65741	S	2	0	2	0.00000
Pseudomonas frederiksbergensis	104087	S	2	0	2	0.00000
Pseudomonas pohangensis	364197	S	1	0	1	0.00000
Pseudomonas kribbensis	1628086	S	1	0	1	0.00000
Pseudomonas sediminis	1691904	S	1	0	1	0.00000
Pseudomonas saudiphocaensis	1499686	S	1	0	1	0.00000
Pseudomonas salegens	1434072	S	1	0	1	0.00000
Pseudomonas agarici	46677	S	1	0	1	0.00000
Pseudomonas guangdongensis	1245526	S	1	0	1	0.00000
Pseudomonas psychrophila	122355	S	1	0	1	0.00000
Pseudomonas parafulva	157782	S	1	0	1	0.00000
Pseudomonas graminis	158627	S	1	0	1	0.00000
Pseudomonas silesiensis	1853130	S	1	0	1	0.00000
Pseudomonas rhizosphaerae	216142	S	1	0	1	0.00000
Pseudomonas xinjiangensis	487184	S	1	0	1	0.00000
Pseudomonas alkylphenolica	237609	S	1	0	1	0.00000
Pseudomonas eucalypticola	2599595	S	1	0	1	0.00000
Pseudomonas atacamensis	2565368	S	1	0	1	0.00000
Pseudomonas simiae	321846	S	1	0	1	0.00000
