name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	122468172	21305	122489477	0.99981
Acidovorax sp. KKS102	358220	S	205	60	265	0.00000
Acidovorax sp. JMULE5	2518343	S	143	16	159	0.00000
Acidovorax sp. RAC01	1842533	S	49	14	63	0.00000
Acidovorax sp. 1608163	2478662	S	48	4	52	0.00000
Acidovorax sp. T1	1858609	S	44	74	118	0.00000
Acidovorax sp. HDW3	2714923	S	10	1	11	0.00000
Acidovorax sp. JS42	232721	S	3	37	40	0.00000
Acidovorax carolinensis	553814	S	44	20	64	0.00000
Acidovorax avenae	80867	S	32	12	44	0.00000
Acidovorax antarcticus	2743470	S	20	5	25	0.00000
Acidovorax monticola	1926868	S	12	1	13	0.00000
Acidovorax cattleyae	80868	S	2	0	2	0.00000
Acidovorax citrulli	80869	S	2	1	3	0.00000
Acidovorax ebreus	721785	S	2	13	15	0.00000
Variovorax sp. PAMC 28711	1795631	S	53	3	56	0.00000
Variovorax sp. PAMC26660	2762322	S	51	5	56	0.00000
Variovorax sp. WDL1	207745	S	29	20	49	0.00000
Variovorax sp. 38R	2774875	S	29	18	47	0.00000
Variovorax sp. PBS-H4	434008	S	20	6	26	0.00000
Variovorax sp. HW608	1034889	S	20	1	21	0.00000
Variovorax sp. PAMC28562	2762323	S	16	0	16	0.00000
Variovorax sp. RKNM96	2681552	S	16	3	19	0.00000
Variovorax sp. PBL-E5	434014	S	12	21	33	0.00000
Variovorax sp. RA8	662548	S	11	5	16	0.00000
Variovorax sp. PBL-H6	434009	S	7	5	12	0.00000
Variovorax sp. SRS16	282217	S	3	4	7	0.00000
Variovorax sp. PMC12	2126319	S	2	62	64	0.00000
Variovorax sp. PDNC026	2811425	S	1	23	24	0.00000
Variovorax paradoxus	34073	S	130	28	158	0.00000
Variovorax boronicumulans	436515	S	89	41	130	0.00000
Diaphorobacter sp. HDW4A	2714924	S	127	61	188	0.00000
Diaphorobacter sp. HDW4B	2714925	S	13	0	13	0.00000
Diaphorobacter sp. JS3051	2792224	S	3	38	41	0.00000
Diaphorobacter sp. JS3050	2735554	S	2	25	27	0.00000
