name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	200382054	30219	200412273	0.99994
Variovorax sp. HW608	1034889	S	19	0	19	0.00000
Variovorax sp. PAMC26660	2762322	S	19	2	21	0.00000
Variovorax sp. PAMC 28711	1795631	S	17	0	17	0.00000
Variovorax sp. RKNM96	2681552	S	12	3	15	0.00000
Variovorax sp. 38R	2774875	S	11	10	21	0.00000
Variovorax sp. PBS-H4	434008	S	9	1	10	0.00000
Variovorax sp. PAMC28562	2762323	S	8	0	8	0.00000
Variovorax sp. WDL1	207745	S	7	3	10	0.00000
Variovorax sp. RA8	662548	S	6	1	7	0.00000
Variovorax sp. PBL-H6	434009	S	4	2	6	0.00000
Variovorax sp. SRS16	282217	S	3	3	6	0.00000
Variovorax sp. PDNC026	2811425	S	2	41	43	0.00000
Variovorax sp. PBL-E5	434014	S	1	1	2	0.00000
Variovorax paradoxus	34073	S	47	11	58	0.00000
Variovorax boronicumulans	436515	S	24	17	41	0.00000
Acidovorax sp. JMULE5	2518343	S	53	5	58	0.00000
Acidovorax sp. KKS102	358220	S	42	10	52	0.00000
Acidovorax sp. 1608163	2478662	S	22	1	23	0.00000
Acidovorax sp. T1	1858609	S	20	24	44	0.00000
Acidovorax sp. RAC01	1842533	S	14	3	17	0.00000
Acidovorax sp. JS42	232721	S	6	45	51	0.00000
Acidovorax sp. HDW3	2714923	S	4	0	4	0.00000
Acidovorax carolinensis	553814	S	19	6	25	0.00000
Acidovorax monticola	1926868	S	10	0	10	0.00000
Acidovorax avenae	80867	S	6	1	7	0.00000
Acidovorax antarcticus	2743470	S	4	0	4	0.00000
Acidovorax cattleyae	80868	S	2	0	2	0.00000
Acidovorax citrulli	80869	S	2	1	3	0.00000
Acidovorax ebreus	721785	S	2	8	10	0.00000
Diaphorobacter sp. HDW4A	2714924	S	60	18	78	0.00000
Diaphorobacter sp. HDW4B	2714925	S	3	0	3	0.00000
Diaphorobacter sp. JS3051	2792224	S	3	22	25	0.00000
Diaphorobacter sp. JS3050	2735554	S	1	7	8	0.00000
Diaphorobacter aerolatus	1288495	S	25	11	36	0.00000
Diaphorobacter ruginosibacter	1715720	S	2	0	2	0.00000
Diaphorobacter polyhydroxybutyrativorans	1546149	S	1	2	3	0.00000
Hydrogenophaga sp. PBL-H3	434010	S	15	6	21	0.00000
Hydrogenophaga sp. RAC07	1842537	S	13	2	15	0.00000
Hydrogenophaga sp. BPS33	2651974	S	6	1	7	0.00000
Hydrogenophaga sp. PBC	795665	S	4	1	5	0.00000
Hydrogenophaga sp. BA0156	2716225	S	4	0	4	0.00000
Hydrogenophaga sp. YM1	2806262	S	4	0	4	0.00000
Hydrogenophaga sp. NH-16	2184519	S	3	3	6	0.00000
Hydrogenophaga sp. PAMC20947	2565558	S	1	0	1	0.00000
Hydrogenophaga crassostreae	1763535	S	5	0	5	0.00000
Hydrogenophaga pseudoflava	47421	S	3	2	5	0.00000
Delftia acidovorans	80866	S	25	23	48	0.00000
Delftia sp. Cs1-4	742013	S	3	3	6	0.00000
Delftia sp. HK171	1920191	S	1	1	2	0.00000
Delftia lacustris	558537	S	3	8	11	0.00000
Delftia tsuruhatensis	180282	S	2	4	6	0.00000
Rhodoferax koreense	1842727	S	15	4	19	0.00000
Rhodoferax sp. AJA081-3	2752316	S	6	0	6	0.00000
Rhodoferax sp. PAMC29310	2822760	S	5	0	5	0.00000
Rhodoferax sp. BAB1	2741720	S	4	0	4	0.00000
Rhodoferax saidenbachensis	1484693	S	7	0	7	0.00000
Rhodoferax sediminis	2509614	S	7	0	7	0.00000
Rhodoferax ferrireducens	192843	S	4	0	4	0.00000
Rhodoferax antarcticus	81479	S	3	0	3	0.00000
Comamonas testosteroni	285	S	10	5	15	0.00000
Comamonas aquatica	225991	S	10	1	11	0.00000
Comamonas piscis	1562974	S	7	0	7	0.00000
Comamonas thiooxydans	363952	S	6	4	10	0.00000
Comamonas serinivorans	1082851	S	4	0	4	0.00000
Comamonas koreensis	160825	S	3	0	3	0.00000
Comamonas kerstersii	225992	S	2	0	2	0.00000
Polaromonas sp. JS666	296591	S	9	3	12	0.00000
Polaromonas sp.	1869339	S	1	6	7	0.00000
Polaromonas naphthalenivorans	216465	S	14	1	15	0.00000
Kinneretia sp. DAIF2	2714952	S	26	2	28	0.00000
Limnohabitans sp. 63ED37-2	1678128	S	22	0	22	0.00000
Limnohabitans sp. 103DPR2	1678129	S	1	0	1	0.00000
Ottowia oryzae	2109914	S	11	0	11	0.00000
