name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	72753163	16286	72769449	0.99812
Diaphorobacter sp. HDW4A	2714924	S	69430	5781	75211	0.00103
Diaphorobacter sp. HDW4B	2714925	S	653	10	663	0.00001
Diaphorobacter sp. JS3051	2792224	S	15	64	79	0.00000
Diaphorobacter sp. JS3050	2735554	S	6	27	33	0.00000
Diaphorobacter aerolatus	1288495	S	1244	142	1386	0.00002
Diaphorobacter ruginosibacter	1715720	S	321	5	326	0.00000
Diaphorobacter polyhydroxybutyrativorans	1546149	S	13	21	34	0.00000
Acidovorax sp. KKS102	358220	S	350	47	397	0.00001
Acidovorax sp. JMULE5	2518343	S	319	26	345	0.00000
Acidovorax sp. JS42	232721	S	168	610	778	0.00001
Acidovorax sp. 1608163	2478662	S	109	4	113	0.00000
Acidovorax sp. RAC01	1842533	S	89	11	100	0.00000
Acidovorax sp. T1	1858609	S	80	37	117	0.00000
Acidovorax sp. HDW3	2714923	S	47	1	48	0.00000
Acidovorax carolinensis	553814	S	126	16	142	0.00000
Acidovorax avenae	80867	S	69	10	79	0.00000
Acidovorax monticola	1926868	S	47	1	48	0.00000
Acidovorax antarcticus	2743470	S	36	1	37	0.00000
Acidovorax citrulli	80869	S	19	5	24	0.00000
Acidovorax cattleyae	80868	S	7	1	8	0.00000
Acidovorax ebreus	721785	S	6	12	18	0.00000
Variovorax sp. PAMC26660	2762322	S	110	5	115	0.00000
Variovorax sp. 38R	2774875	S	90	38	128	0.00000
Variovorax sp. PAMC 28711	1795631	S	87	1	88	0.00000
Variovorax sp. HW608	1034889	S	53	0	53	0.00000
Variovorax sp. PAMC28562	2762323	S	45	0	45	0.00000
Variovorax sp. PBS-H4	434008	S	42	3	45	0.00000
Variovorax sp. WDL1	207745	S	41	8	49	0.00000
Variovorax sp. RKNM96	2681552	S	32	3	35	0.00000
Variovorax sp. PBL-H6	434009	S	30	9	39	0.00000
Variovorax sp. RA8	662548	S	20	2	22	0.00000
Variovorax sp. SRS16	282217	S	18	10	28	0.00000
Variovorax sp. PBL-E5	434014	S	15	10	25	0.00000
Variovorax sp. PMC12	2126319	S	11	180	191	0.00000
Variovorax sp. PDNC026	2811425	S	3	36	39	0.00000
Variovorax paradoxus	34073	S	275	31	306	0.00000
Variovorax boronicumulans	436515	S	213	68	281	0.00000
Comamonas testosteroni	285	S	191	61	252	0.00000
Comamonas aquatica	225991	S	95	5	100	0.00000
