name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Homo sapiens	9606	S	91150202	13891	91164093	0.99993
Acidovorax sp. KKS102	358220	S	78	23	101	0.00000
Acidovorax sp. JMULE5	2518343	S	37	5	42	0.00000
Acidovorax sp. 1608163	2478662	S	13	1	14	0.00000
Acidovorax sp. RAC01	1842533	S	10	3	13	0.00000
Acidovorax sp. T1	1858609	S	7	12	19	0.00000
Acidovorax sp. HDW3	2714923	S	5	0	5	0.00000
Acidovorax sp. JS42	232721	S	1	10	11	0.00000
Acidovorax carolinensis	553814	S	15	7	22	0.00000
Acidovorax avenae	80867	S	5	2	7	0.00000
Acidovorax cattleyae	80868	S	5	3	8	0.00000
Acidovorax antarcticus	2743470	S	5	1	6	0.00000
Acidovorax monticola	1926868	S	4	0	4	0.00000
Acidovorax ebreus	721785	S	2	10	12	0.00000
Acidovorax citrulli	80869	S	1	0	1	0.00000
Variovorax sp. 38R	2774875	S	24	14	38	0.00000
Variovorax sp. PAMC26660	2762322	S	17	1	18	0.00000
Variovorax sp. PAMC 28711	1795631	S	14	0	14	0.00000
Variovorax sp. HW608	1034889	S	13	0	13	0.00000
Variovorax sp. WDL1	207745	S	10	10	20	0.00000
Variovorax sp. RKNM96	2681552	S	8	1	9	0.00000
Variovorax sp. PAMC28562	2762323	S	6	0	6	0.00000
Variovorax sp. PBS-H4	434008	S	5	1	6	0.00000
Variovorax sp. PBL-H6	434009	S	3	4	7	0.00000
Variovorax sp. SRS16	282217	S	2	6	8	0.00000
Variovorax sp. RA8	662548	S	1	0	1	0.00000
Variovorax sp. PBL-E5	434014	S	1	3	4	0.00000
Variovorax paradoxus	34073	S	39	7	46	0.00000
Variovorax boronicumulans	436515	S	30	11	41	0.00000
Hydrogenophaga sp. PBC	795665	S	11	3	14	0.00000
Hydrogenophaga sp. BPS33	2651974	S	8	3	11	0.00000
Hydrogenophaga sp. BA0156	2716225	S	6	1	7	0.00000
Hydrogenophaga sp. YM1	2806262	S	6	1	7	0.00000
Hydrogenophaga sp. PBL-H3	434010	S	5	2	7	0.00000
Hydrogenophaga sp. RAC07	1842537	S	4	1	5	0.00000
Hydrogenophaga sp. NH-16	2184519	S	3	2	5	0.00000
Hydrogenophaga sp. PAMC20947	2565558	S	3	0	3	0.00000
Hydrogenophaga pseudoflava	47421	S	4	2	6	0.00000
