name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bordetella parapertussis	519	S	3	1003	1006	0.0151026107
Cutibacterium acnes	1747	S	792	66	858	0.0128807554
Escherichia coli	562	S	55	778	833	0.0125054420
Klebsiella pneumoniae	573	S	302	516	818	0.0122802540
Streptomyces lividans	1916	S	122	474	596	0.0089474711
Aliarcobacter cryaerophilus	28198	S	493	63	556	0.0083469697
Xanthomonas euvesicatoria	456327	S	10	543	553	0.0083019321
Paenibacillus larvae	1464	S	2	531	533	0.0080016814
Phocaeicola vulgatus	821	S	299	95	394	0.0059149390
Candidatus Planktophila sulfonica	1884904	S	352	23	375	0.0056297008
Stenotrophomonas maltophilia	40324	S	261	98	359	0.0053895002
Oscillatoria nigro-viridis	482564	S	316	27	343	0.0051492997
Dermacoccus nishinomiyaensis	1274	S	281	55	336	0.0050442119
Pseudomonas aeruginosa	287	S	49	250	299	0.0044887481
Polynucleobacter necessarius	576610	S	256	15	271	0.0040683971
Variovorax paradoxus	34073	S	202	65	267	0.0040083470
Ralstonia solanacearum	305	S	199	66	265	0.0039783219
Limnohabitans sp. 63ED37-2	1678128	S	211	11	222	0.0033327829
Lactococcus lactis	1358	S	30	190	220	0.0033027578
Acidovorax sp. KKS102	358220	S	160	52	212	0.0031826575
Acidovorax sp. T1	1858609	S	77	133	210	0.0031526324
Duganella sp. AF9R3	2728021	S	186	24	210	0.0031526324
Acinetobacter johnsonii	40214	S	126	82	208	0.0031226074
Anabaena sp. YBS01	2490939	S	12	188	200	0.0030025071
Acinetobacter baumannii	470	S	56	142	198	0.0029724820
Pseudomonas sp. CMR12a	658629	S	118	77	195	0.0029274444
Diaphorobacter sp. JS3050	2735554	S	10	179	189	0.0028373692
Polaromonas naphthalenivorans	216465	S	176	12	188	0.0028223567
Pseudomonas oryzihabitans	47885	S	171	13	184	0.0027623065
Leptothrix cholodnii	34029	S	162	21	183	0.0027472940
Diaphorobacter sp. JS3051	2792224	S	10	169	179	0.0026872438
Acidovorax carolinensis	553814	S	119	57	176	0.0026422062
Sphaerotilus natans	34103	S	155	21	176	0.0026422062
Limnoglobus roseus	2598579	S	170	6	176	0.0026422062
Limnohabitans sp. 103DPR2	1678129	S	156	6	162	0.0024320307
Blautia sp. SC05B48	2479767	S	104	58	162	0.0024320307
Curvibacter sp. AEP1-3	1844971	S	158	3	161	0.0024170182
Flavobacterium sangjuense	2518177	S	150	9	159	0.0023869931
Klebsiella michiganensis	1134687	S	7	151	158	0.0023719806
Pseudomonas fluorescens	294	S	120	37	157	0.0023569681
Aquaspirillum sp. LM1	1938604	S	151	5	156	0.0023419555
Staphylococcus virus Andhra	2732591	S	154	0	154	0.0023119305
Bacteroides uniformis	820	S	93	60	153	0.0022969179
Faecalibacterium prausnitzii	853	S	119	32	151	0.0022668929
Staphylococcus sp. T93	2799681	S	2	146	148	0.0022218552
Acinetobacter lwoffii	28090	S	78	69	147	0.0022068427
Phocaeicola dorei	357276	S	104	42	146	0.0021918302
Rhizobacter gummiphilus	946333	S	132	12	144	0.0021618051
Halomonas sp. JS92-SW72	2306583	S	132	10	142	0.0021317800
Comamonas testosteroni	285	S	71	68	139	0.0020867424
Vitreoscilla filiformis	63	S	129	6	135	0.0020266923
Sphingomonas sp. PAMC26645	2565555	S	123	12	135	0.0020266923
Prevotella copri	165179	S	108	24	132	0.0019816547
Flavobacterium sp. Sr18	935222	S	116	14	130	0.0019516296
Flavobacterium johnsoniae	986	S	93	37	130	0.0019516296
Polynucleobacter duraquae	1835254	S	116	13	129	0.0019366171
Pseudomonas putida	303	S	62	66	128	0.0019216045
Flavobacterium nackdongense	2547394	S	118	7	125	0.0018765669
Rhodoferax sediminis	2509614	S	116	8	124	0.0018615544
Rhodoferax saidenbachensis	1484693	S	113	10	123	0.0018465419
Acidovorax sp. 1608163	2478662	S	112	9	121	0.0018165168
Flavobacterium sp. KBS0721	1179672	S	86	32	118	0.0017714792
Clostridium beijerinckii	1520	S	16	98	114	0.0017114290
Alicycliphilus denitrificans	179636	S	48	64	112	0.0016814040
Pasteurella multocida	747	S	85	27	112	0.0016814040
Urbifossiella limnaea	2528023	S	105	6	111	0.0016663914
Polaromonas sp. JS666	296591	S	78	31	109	0.0016363664
Rhodoferax sp. AJA081-3	2752316	S	100	6	106	0.0015913288
Sorangium cellulosum	56	S	97	9	106	0.0015913288
Bacteroides ovatus	28116	S	64	42	106	0.0015913288
Flavobacterium sp. MDT1-60	1979344	S	87	17	104	0.0015613037
Rhizobacter sp. AJA081-3	2753607	S	89	11	100	0.0015012535
Sphingomonas melonis	152682	S	30	69	99	0.0014862410
Pseudomonas veronii	76761	S	40	58	98	0.0014712285
Buchnera aphidicola	9	S	102	-4	98	0.0014712285
Candidatus Planktophila dulcis	1884914	S	91	6	97	0.0014562159
Ramlibacter tataouinensis	94132	S	89	6	95	0.0014261909
Flavobacterium sp. M31R6	2739062	S	84	11	95	0.0014261909
[Ruminococcus] torques	33039	S	64	29	93	0.0013961658
Rubrivivax gelatinosus	28068	S	82	10	92	0.0013811533
Rhodopseudomonas palustris	1076	S	77	15	92	0.0013811533
Sphingorhabdus lacus	392610	S	92	0	92	0.0013811533
Megamonas funiformis	437897	S	88	3	91	0.0013661407
Kocuria rhizophila	72000	S	66	23	89	0.0013361157
Rhodoferax ferrireducens	192843	S	84	4	88	0.0013211031
Sphingobium yanoikuyae	13690	S	34	54	88	0.0013211031
Acidovorax avenae	80867	S	62	25	87	0.0013060906
Rhodoferax sp. PAMC29310	2822760	S	79	8	87	0.0013060906
Aeromonas media	651	S	58	29	87	0.0013060906
Acidovorax sp. JMULE5	2518343	S	77	9	86	0.0012910781
Janthinobacterium agaricidamnosum	55508	S	70	16	86	0.0012910781
Roseburia intestinalis	166486	S	63	23	86	0.0012910781
Anaerostipes hadrus	649756	S	67	19	86	0.0012910781
Flavobacterium psychrophilum	96345	S	77	9	86	0.0012910781
Anaerobutyricum hallii	39488	S	63	22	85	0.0012760655
Hydrogenophaga sp. PBL-H3	434010	S	51	33	84	0.0012610530
Lacunisphaera limnophila	1838286	S	78	6	84	0.0012610530
Candidatus Planktophila lacus	1884913	S	81	2	83	0.0012460404
Diaphorobacter aerolatus	1288495	S	52	30	82	0.0012310279
Bradyrhizobium erythrophlei	1437360	S	78	4	82	0.0012310279
Flavobacterium sp. 140616W15	2478552	S	69	13	82	0.0012310279
Paucibacter sp. KCTC 42545	1768242	S	76	5	81	0.0012160154
Coprococcus comes	410072	S	58	23	81	0.0012160154
Frigoriglobus tundricola	2774151	S	72	9	81	0.0012160154
Massilia sp. CCM 8941	2765360	S	62	18	80	0.0012010028
Rhodococcus qingshengii	334542	S	19	59	78	0.0011709778
Blautia obeum	40520	S	55	23	78	0.0011709778
Ottowia oryzae	2109914	S	73	4	77	0.0011559652
Delftia sp. KV29	1170710	S	1	76	77	0.0011559652
Kinneretia sp. DAIF2	2714952	S	72	5	77	0.0011559652
Moraxella osloensis	34062	S	74	3	77	0.0011559652
Staphylococcus aureus	1280	S	45	31	76	0.0011409527
Flavobacterium sp. CLA17	2724135	S	65	11	76	0.0011409527
Fluviibacter phosphoraccumulans	1751046	S	68	7	75	0.0011259402
Simplicispira suum	2109915	S	63	11	74	0.0011109276
Bradyrhizobium diazoefficiens	1355477	S	43	31	74	0.0011109276
Bifidobacterium longum	216816	S	51	23	74	0.0011109276
Bacteroides thetaiotaomicron	818	S	67	7	74	0.0011109276
Sphingomonas sp. HMP9	1517554	S	64	9	73	0.0010959151
Elizabethkingia bruuniana	1756149	S	27	46	73	0.0010959151
Opitutus sp. GAS368	1882749	S	68	5	73	0.0010959151
Rhodococcus erythropolis	1833	S	23	49	72	0.0010809026
Cupriavidus taiwanensis	164546	S	53	18	71	0.0010658900
Flavobacterium sp. SLB02	2665645	S	56	15	71	0.0010658900
Flavobacterium commune	1306519	S	64	7	71	0.0010658900
Rhodoferax koreense	1842727	S	51	19	70	0.0010508775
Massilia violaceinigra	2045208	S	57	13	70	0.0010508775
Bradyrhizobium elkanii	29448	S	4	66	70	0.0010508775
Flavobacterium gilvum	1492737	S	63	7	70	0.0010508775
Acidovorax sp. RAC01	1842533	S	53	16	69	0.0010358649
Nostoc carneum	374162	S	20	49	69	0.0010358649
Flavobacterium anhuiense	459526	S	47	22	69	0.0010358649
Rhodoferax antarcticus	81479	S	65	3	68	0.0010208524
Hydrogenophaga sp. NH-16	2184519	S	32	36	68	0.0010208524
Undibacterium sp. KW1	2058624	S	49	18	67	0.0010058399
Caulobacter vibrioides	155892	S	51	16	67	0.0010058399
Rhodoluna lacicola	529884	S	64	3	67	0.0010058399
Curtobacterium flaccumfaciens	2035	S	57	10	67	0.0010058399
Vibrio anguillarum	55601	S	55	11	66	0.0009908273
Flavobacterium columnare	996	S	56	10	66	0.0009908273
Blattabacterium cuenoti	1653831	S	62	4	66	0.0009908273
Variovorax sp. 38R	2774875	S	31	34	65	0.0009758148
Variovorax sp. WDL1	207745	S	35	29	64	0.0009608023
Variovorax boronicumulans	436515	S	36	28	64	0.0009608023
Clostridium botulinum	1491	S	62	2	64	0.0009608023
Rhodoferax sp. BAB1	2741720	S	55	8	63	0.0009457897
Collinsella aerofaciens	74426	S	53	10	63	0.0009457897
Streptococcus thermophilus	1308	S	20	43	63	0.0009457897
Hylemonella gracilis	80880	S	60	2	62	0.0009307772
Pseudomonas stutzeri	316	S	54	8	62	0.0009307772
Flavobacterium sp. HYN0086	2249356	S	47	15	62	0.0009307772
Bacteroides xylanisolvens	371601	S	34	28	62	0.0009307772
Acidovorax sp. HDW3	2714923	S	54	7	61	0.0009157647
Delftia lacustris	558537	S	12	49	61	0.0009157647
Acinetobacter sp. CS-2	2798861	S	47	14	61	0.0009157647
Bacteroides fragilis	817	S	35	26	61	0.0009157647
Hydrogenophaga crassostreae	1763535	S	60	0	60	0.0009007521
Flavobacterium sp. LPB0248	2614441	S	36	24	60	0.0009007521
Arcobacter suis	1278212	S	53	6	59	0.0008857396
Acidovorax sp. JS42	232721	S	3	54	57	0.0008557145
Hydrogenophaga sp. PBC	795665	S	41	16	57	0.0008557145
Xylophilus rhododendri	2697032	S	53	4	57	0.0008557145
Rhizobium leguminosarum	384	S	41	16	57	0.0008557145
Bifidobacterium adolescentis	1680	S	52	5	57	0.0008557145
Flavobacterium branchiophilum	55197	S	54	3	57	0.0008557145
Nibricoccus aquaticus	2576891	S	56	1	57	0.0008557145
Hydrogenophaga sp. RAC07	1842537	S	45	11	56	0.0008407020
Comamonas thiooxydans	363952	S	30	26	56	0.0008407020
Delftia acidovorans	80866	S	22	34	56	0.0008407020
Polynucleobacter asymbioticus	576611	S	50	6	56	0.0008407020
Massilia sp. NR 4-1	1678028	S	48	8	56	0.0008407020
Bacillus cereus	1396	S	21	35	56	0.0008407020
Flavobacterium crocinum	2183896	S	42	14	56	0.0008407020
Hydrogenophaga sp. BPS33	2651974	S	39	16	55	0.0008256895
Massilia sp. WG5	1707785	S	36	19	55	0.0008256895
Janthinobacterium sp. HH102	1537274	S	17	38	55	0.0008256895
Pedobacter roseus	336820	S	45	10	55	0.0008256895
Achromobacter xylosoxidans	85698	S	29	25	54	0.0008106769
Bradyrhizobium lablabi	722472	S	28	26	54	0.0008106769
Brevundimonas sp. LVF2	2774190	S	50	4	54	0.0008106769
Flavobacterium nitrogenifigens	1617283	S	33	21	54	0.0008106769
Sphingobacterium multivorum	28454	S	27	27	54	0.0008106769
Variovorax sp. PMC12	2126319	S	1	52	53	0.0007956644
Comamonas aquatica	225991	S	45	8	53	0.0007956644
Cupriavidus oxalaticus	96344	S	44	9	53	0.0007956644
Mitsuaria sp. 7	1658665	S	49	4	53	0.0007956644
Prochlorococcus marinus	1219	S	43	10	53	0.0007956644
Massilia putida	1141883	S	42	10	52	0.0007806518
Pseudomonas syringae	317	S	20	32	52	0.0007806518
Rhodoplanes sp. Z2-YC6860	674703	S	49	3	52	0.0007806518
Hydrogenophaga sp. PAMC20947	2565558	S	50	1	51	0.0007656393
Streptomyces sp. S1D4-14	2594461	S	2	49	51	0.0007656393
Bacteroides cellulosilyticus	246787	S	48	3	51	0.0007656393
Gemmata obscuriglobus	114	S	48	3	51	0.0007656393
Planctomyces sp. SH-PL62	1636152	S	36	15	51	0.0007656393
Luteolibacter luteus	2728835	S	51	0	51	0.0007656393
Bradyrhizobium sp.	376	S	20	30	50	0.0007506268
Flavobacterium sp. I3-2	2748319	S	25	25	50	0.0007506268
Sphingobacterium sp. UDSM-2020	2795738	S	44	6	50	0.0007506268
Ottowia sp. 27C	2816950	S	47	2	49	0.0007356142
Cupriavidus basilensis	68895	S	40	9	49	0.0007356142
Aquabacterium olei	1296669	S	45	4	49	0.0007356142
[Ruminococcus] gnavus	33038	S	32	17	49	0.0007356142
Calothrix parasitica	1973486	S	47	2	49	0.0007356142
Porphyrobacter sp. YT40	2547601	S	29	19	48	0.0007206017
Enterobacter hormaechei	158836	S	11	36	47	0.0007055892
Sphingobium sp. CAP-1	2676077	S	27	20	47	0.0007055892
Micrococcus luteus	1270	S	28	19	47	0.0007055892
Lacticaseibacillus manihotivorans	88233	S	43	4	47	0.0007055892
Acidovorax ebreus	721785	S	4	42	46	0.0006905766
Undibacterium sp. YM2	2058625	S	34	12	46	0.0006905766
Candidatus Methylopumilus rimovensis	2588535	S	44	2	46	0.0006905766
Lysobacter enzymogenes	69	S	41	5	46	0.0006905766
Thiothrix sp.	1032	S	41	5	46	0.0006905766
Methylobacterium aquaticum	270351	S	37	9	46	0.0006905766
Sphingopyxis granuli	267128	S	10	36	46	0.0006905766
Flavobacterium sp. BB8	2816357	S	38	8	46	0.0006905766
Variovorax sp. PAMC 28711	1795631	S	43	2	45	0.0006755641
Variovorax sp. PAMC26660	2762322	S	40	5	45	0.0006755641
Verminephrobacter eiseniae	364317	S	44	1	45	0.0006755641
Schlegelella thermodepolymerans	215580	S	41	4	45	0.0006755641
Burkholderia cepacia	292	S	25	20	45	0.0006755641
Pyruvatibacter mobilis	1712261	S	42	3	45	0.0006755641
Bacillus subtilis	1423	S	16	29	45	0.0006755641
Pedobacter sp. KBS0701	2578106	S	38	7	45	0.0006755641
Mucilaginibacter rubeus	2027860	S	20	25	45	0.0006755641
Variovorax sp. RKNM96	2681552	S	34	10	44	0.0006605516
