name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	216	16	232	0.0242881072
Klebsiella pneumoniae	573	S	16	183	199	0.0208333333
Listeria monocytogenes	1639	S	9	170	179	0.0187395310
Acinetobacter junii	40215	S	156	16	172	0.0180067002
Bacillus cereus	1396	S	90	75	165	0.0172738693
Ralstonia solanacearum	305	S	81	11	92	0.0096314908
Diaphorobacter sp. HDW4A	2714924	S	64	23	87	0.0091080402
Pseudomonas aeruginosa	287	S	27	50	77	0.0080611390
Spirosoma sp. KUDC1026	2745947	S	74	3	77	0.0080611390
Acidovorax sp. KKS102	358220	S	56	13	69	0.0072236181
Pasteurella multocida	747	S	55	13	68	0.0071189280
Oscillatoria nigro-viridis	482564	S	60	3	63	0.0065954774
Streptomyces lividans	1916	S	7	54	61	0.0063860972
Rhodococcus qingshengii	334542	S	11	48	59	0.0061767169
Anabaena sp. YBS01	2490939	S	3	53	56	0.0058626466
Acidovorax sp. JMULE5	2518343	S	49	4	53	0.0055485762
Rhodococcus sp. YL-1	1045808	S	12	41	53	0.0055485762
Acidovorax sp. T1	1858609	S	22	30	52	0.0054438861
Priestia megaterium	1404	S	43	9	52	0.0054438861
Variovorax boronicumulans	436515	S	35	16	51	0.0053391960
Burkholderia pseudomallei	28450	S	8	43	51	0.0053391960
Nostoc carneum	374162	S	11	38	49	0.0051298157
Variovorax paradoxus	34073	S	38	8	46	0.0048157454
Pseudomonas sp. CMR12a	658629	S	35	10	45	0.0047110553
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	18	27	45	0.0047110553
Proteus virus Isfahan	2560650	S	40	0	40	0.0041876047
Rhodococcus erythropolis	1833	S	9	26	35	0.0036641541
Janthinobacterium sp. HH102	1537274	S	17	14	31	0.0032453936
Halomonas sp. JS92-SW72	2306583	S	28	3	31	0.0032453936
Curtobacterium flaccumfaciens	2035	S	28	3	31	0.0032453936
Urbifossiella limnaea	2528023	S	29	2	31	0.0032453936
Lysobacter enzymogenes	69	S	29	1	30	0.0031407035
Janthinobacterium agaricidamnosum	55508	S	15	13	28	0.0029313233
Rhodopseudomonas palustris	1076	S	22	5	27	0.0028266332
Dermacoccus nishinomiyaensis	1274	S	24	3	27	0.0028266332
Staphylococcus aureus	1280	S	15	12	27	0.0028266332
Diaphorobacter sp. JS3051	2792224	S	2	22	24	0.0025125628
Acinetobacter baumannii	470	S	9	15	24	0.0025125628
Moraxella osloensis	34062	S	23	1	24	0.0025125628
Acidovorax sp. JS42	232721	S	2	21	23	0.0024078727
Delftia lacustris	558537	S	7	16	23	0.0024078727
Limnohabitans sp. 63ED37-2	1678128	S	23	0	23	0.0024078727
Rhizobacter sp. AJA081-3	2753607	S	19	4	23	0.0024078727
Sorangium cellulosum	56	S	22	1	23	0.0024078727
Variovorax sp. PAMC 28711	1795631	S	22	0	22	0.0023031826
Variovorax sp. PMC12	2126319	S	1	21	22	0.0023031826
Acaryochloris marina	155978	S	21	0	21	0.0021984925
Acidovorax carolinensis	553814	S	15	5	20	0.0020938023
Comamonas testosteroni	285	S	13	7	20	0.0020938023
Delftia acidovorans	80866	S	11	9	20	0.0020938023
Kinneretia sp. DAIF2	2714952	S	19	1	20	0.0020938023
Stenotrophomonas maltophilia	40324	S	14	6	20	0.0020938023
Clostridium botulinum	1491	S	17	3	20	0.0020938023
Variovorax sp. PAMC26660	2762322	S	18	1	19	0.0019891122
Variovorax sp. WDL1	207745	S	13	6	19	0.0019891122
Variovorax sp. 38R	2774875	S	12	7	19	0.0019891122
Diaphorobacter aerolatus	1288495	S	13	6	19	0.0019891122
Hydrogenophaga sp. NH-16	2184519	S	8	11	19	0.0019891122
Paucibacter sp. KCTC 42545	1768242	S	17	2	19	0.0019891122
Achromobacter xylosoxidans	85698	S	13	6	19	0.0019891122
Citrobacter freundii complex sp. CFNIH4	2077148	S	1	18	19	0.0019891122
Polynucleobacter difficilis	556054	S	18	0	18	0.0018844221
Aquabacterium olei	1296669	S	16	2	18	0.0018844221
Candidatus Planktophila sulfonica	1884904	S	14	4	18	0.0018844221
Pseudomonas putida	303	S	11	6	17	0.0017797320
Variovorax sp. PDNC026	2811425	S	1	15	16	0.0016750419
Hydrogenophaga sp. RAC07	1842537	S	13	3	16	0.0016750419
Cupriavidus taiwanensis	164546	S	14	2	16	0.0016750419
Pseudomonas stutzeri	316	S	15	1	16	0.0016750419
Mycobacteroides chelonae	1774	S	13	3	16	0.0016750419
Hydrogenophaga sp. PBL-H3	434010	S	10	5	15	0.0015703518
Polaromonas naphthalenivorans	216465	S	15	0	15	0.0015703518
Microbacterium sp. PM5	2014534	S	14	1	15	0.0015703518
Streptomyces sp. RLB3-17	2594455	S	3	12	15	0.0015703518
Pedobacter sp. SW-16	2766984	S	13	2	15	0.0015703518
Rhodoferax sediminis	2509614	S	14	0	14	0.0014656616
Alicycliphilus denitrificans	179636	S	8	6	14	0.0014656616
Methylorubrum extorquens	408	S	10	4	14	0.0014656616
Acidovorax sp. RAC01	1842533	S	11	2	13	0.0013609715
Delftia tsuruhatensis	180282	S	5	8	13	0.0013609715
Inhella inkyongensis	392593	S	12	1	13	0.0013609715
Acinetobacter haemolyticus	29430	S	12	1	13	0.0013609715
Staphylococcus epidermidis	1282	S	12	1	13	0.0013609715
Calothrix parasitica	1973486	S	13	0	13	0.0013609715
Flavobacterium nackdongense	2547394	S	13	0	13	0.0013609715
Cloacibacterium normanense	237258	S	12	1	13	0.0013609715
Gemmata obscuriglobus	114	S	12	1	13	0.0013609715
Acidovorax avenae	80867	S	10	2	12	0.0012562814
Rhodoferax saidenbachensis	1484693	S	12	0	12	0.0012562814
Comamonas aquatica	225991	S	11	1	12	0.0012562814
Curvibacter sp. AEP1-3	1844971	S	12	0	12	0.0012562814
Schlegelella thermodepolymerans	215580	S	11	1	12	0.0012562814
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	11	1	12	0.0012562814
Sphingomonas melonis	152682	S	6	6	12	0.0012562814
Sphingobium cloacae	120107	S	4	8	12	0.0012562814
Paenarthrobacter sp. YJN-D	2735317	S	10	2	12	0.0012562814
Variovorax sp. HW608	1034889	S	11	0	11	0.0011515913
Acidovorax monticola	1926868	S	10	1	11	0.0011515913
Janthinobacterium tructae	2590869	S	9	2	11	0.0011515913
Sphaerotilus natans	34103	S	9	2	11	0.0011515913
Pseudomonas syringae	317	S	6	5	11	0.0011515913
Buchnera aphidicola	9	S	11	0	11	0.0011515913
Bradyrhizobium erythrophlei	1437360	S	11	0	11	0.0011515913
Methylorubrum populi	223967	S	9	2	11	0.0011515913
Microbacterium sp. str. 'China'	2103230	S	1	10	11	0.0011515913
Propionibacterium sp. oral taxon 193	671223	S	10	1	11	0.0011515913
Flavobacterium psychrophilum	96345	S	10	1	11	0.0011515913
Limnoglobus roseus	2598579	S	11	0	11	0.0011515913
Flavobacterium phage Fpv3	1814284	S	1	10	11	0.0011515913
Variovorax sp. RKNM96	2681552	S	9	1	10	0.0010469012
Diaphorobacter polyhydroxybutyrativorans	1546149	S	2	8	10	0.0010469012
Hydrogenophaga sp. BPS33	2651974	S	8	2	10	0.0010469012
Hydrogenophaga sp. BA0156	2716225	S	8	2	10	0.0010469012
Rhodoferax sp. AJA081-3	2752316	S	10	0	10	0.0010469012
Rhodoferax sp. BAB1	2741720	S	9	1	10	0.0010469012
