name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Ralstonia solanacearum	305	S	245	11	256	0.1810466761
Pasteurella multocida	747	S	53	6	59	0.0417256011
Klebsiella pneumoniae	573	S	16	43	59	0.0417256011
Stenotrophomonas maltophilia	40324	S	34	7	41	0.0289957567
Methylomonas sp. LL1	2785785	S	36	2	38	0.0268741160
Cutibacterium acnes	1747	S	21	0	21	0.0148514851
Proteus virus Isfahan	2560650	S	19	0	19	0.0134370580
Pseudomonas oryzihabitans	47885	S	16	1	17	0.0120226308
Pseudomonas sp. CMR12a	658629	S	15	1	16	0.0113154173
Human betaherpesvirus 7	10372	S	15	0	15	0.0106082037
Acidovorax sp. KKS102	358220	S	10	3	13	0.0091937765
Staphylococcus aureus	1280	S	8	5	13	0.0091937765
Streptomyces lividans	1916	S	4	8	12	0.0084865629
Bacillus cereus	1396	S	7	4	11	0.0077793494
Acinetobacter baumannii	470	S	6	4	10	0.0070721358
Keratinibaculum paraultunense	1278232	S	10	0	10	0.0070721358
Pseudomonas fluorescens	294	S	6	2	8	0.0056577086
Burkholderia sp. BDU8	1385592	S	8	0	8	0.0056577086
Xanthobacter sp. YN2	2528964	S	7	1	8	0.0056577086
Gemmata massiliana	1210884	S	8	0	8	0.0056577086
Xanthomonas oryzae	347	S	7	0	7	0.0049504950
Sphingopyxis terrae	33052	S	6	1	7	0.0049504950
Rhodococcus erythropolis	1833	S	1	6	7	0.0049504950
Staphylococcus warneri	1292	S	6	1	7	0.0049504950
Blattabacterium cuenoti	1653831	S	7	0	7	0.0049504950
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	2	5	7	0.0049504950
Halomonas sp. JS92-SW72	2306583	S	6	0	6	0.0042432815
Acidovorax carolinensis	553814	S	4	2	6	0.0042432815
Prevotella copri	165179	S	6	0	6	0.0042432815
Candidatus Nitrosocosmicus franklandus	1798806	S	6	0	6	0.0042432815
Escherichia coli	562	S	3	2	5	0.0035360679
Halomonas sp. THAF5a	2587844	S	5	0	5	0.0035360679
Vibrio anguillarum	55601	S	5	0	5	0.0035360679
Polynucleobacter sp. LimPoW16	1743162	S	5	0	5	0.0035360679
Acidovorax sp. T1	1858609	S	2	3	5	0.0035360679
Dermacoccus nishinomiyaensis	1274	S	4	1	5	0.0035360679
Poriferisphaera corsica	2528020	S	5	0	5	0.0035360679
Pseudomonas sp. UW4	1207075	S	3	1	4	0.0028288543
Rhodopseudomonas palustris	1076	S	4	0	4	0.0028288543
Sphingobium cloacae	120107	S	2	2	4	0.0028288543
Micrococcus luteus	1270	S	3	1	4	0.0028288543
Propionibacterium sp. oral taxon 193	671223	S	4	0	4	0.0028288543
Ilumatobacter coccineus	467094	S	4	0	4	0.0028288543
Rubrobacter xylanophilus	49319	S	4	0	4	0.0028288543
Staphylococcus epidermidis	1282	S	4	0	4	0.0028288543
Bacillus sp. M4U3P1	2592382	S	4	0	4	0.0028288543
Clostridium botulinum	1491	S	4	0	4	0.0028288543
Meiothermus silvanus	52022	S	4	0	4	0.0028288543
Lacunisphaera limnophila	1838286	S	3	1	4	0.0028288543
Borrelia crocidurae	29520	S	3	1	4	0.0028288543
Pseudomonas aeruginosa	287	S	1	2	3	0.0021216407
Moraxella osloensis	34062	S	3	0	3	0.0021216407
Xanthomonas campestris	339	S	3	0	3	0.0021216407
Pseudoxanthomonas mexicana	128785	S	3	0	3	0.0021216407
Lysobacter enzymogenes	69	S	3	0	3	0.0021216407
Citrobacter freundii	546	S	3	0	3	0.0021216407
Raoultella terrigena	577	S	3	0	3	0.0021216407
Buchnera aphidicola	9	S	3	0	3	0.0021216407
Vibrio kanaloae	170673	S	3	0	3	0.0021216407
Variovorax sp. PBL-H6	434009	S	1	2	3	0.0021216407
Hydrogenophaga sp. NH-16	2184519	S	1	2	3	0.0021216407
Collimonas fungivorans	158899	S	3	0	3	0.0021216407
Inhella inkyongensis	392593	S	3	0	3	0.0021216407
Bradyrhizobium sp. CCBAU 53340	1325112	S	3	0	3	0.0021216407
Sphingomonas koreensis	93064	S	3	0	3	0.0021216407
Erythrobacter litoralis	39960	S	3	0	3	0.0021216407
Thioclava nitratireducens	1915078	S	3	0	3	0.0021216407
Rhodobaca barguzinensis	441209	S	3	0	3	0.0021216407
Mycobacterium sp. MS1601	1936029	S	3	0	3	0.0021216407
Pseudonocardia sp. HH130630-07	1690815	S	3	0	3	0.0021216407
Staphylococcus haemolyticus	1283	S	3	0	3	0.0021216407
Bacillus thuringiensis	1428	S	3	0	3	0.0021216407
Bacillus velezensis	492670	S	1	2	3	0.0021216407
Streptococcus infantarius	102684	S	2	1	3	0.0021216407
Clostridium intestinale	36845	S	3	0	3	0.0021216407
Flavobacterium crocinum	2183896	S	2	1	3	0.0021216407
Phocaeicola vulgatus	821	S	3	0	3	0.0021216407
Arachidicoccus sp. B3-10	2545455	S	3	0	3	0.0021216407
Nitrospira japonica	1325564	S	3	0	3	0.0021216407
Methanococcus maripaludis	39152	S	1	2	3	0.0021216407
Pseudomonas sp. DTU12.3	2073078	S	2	0	2	0.0014144272
Pseudomonas veronii	76761	S	1	1	2	0.0014144272
Pseudomonas arsenicoxydans	702115	S	2	0	2	0.0014144272
