name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	5462	289	5751	0.0483720383
Dermacoccus nishinomiyaensis	1274	S	1916	252	2168	0.0182351902
Stenotrophomonas maltophilia	40324	S	1214	387	1601	0.0134661160
Pseudomonas sp. CMR12a	658629	S	1252	254	1506	0.0126670648
Paenibacillus larvae	1464	S	9	1414	1423	0.0119689463
Pseudomonas fluorescens	294	S	733	222	955	0.0080325676
Pseudomonas oryzihabitans	47885	S	812	74	886	0.0074522041
Clostridioides difficile	1496	S	45	696	741	0.0062325996
Aliarcobacter cryaerophilus	28198	S	638	82	720	0.0060559672
Candidatus Planktophila sulfonica	1884904	S	611	46	657	0.0055260701
Bacillus subtilis	1423	S	17	639	656	0.0055176590
Kocuria rhizophila	72000	S	484	113	597	0.0050214062
Phocaeicola vulgatus	821	S	384	138	522	0.0043905762
Lactococcus lactis	1358	S	90	430	520	0.0043737541
Curtobacterium flaccumfaciens	2035	S	459	53	512	0.0043064656
Ralstonia solanacearum	305	S	373	134	507	0.0042644103
Acidovorax sp. KKS102	358220	S	327	151	478	0.0040204894
Xanthomonas euvesicatoria	456327	S	7	456	463	0.0038943234
Klebsiella pneumoniae	573	S	58	377	435	0.0036588135
Variovorax paradoxus	34073	S	313	107	420	0.0035326476
Polynucleobacter necessarius	576610	S	372	23	395	0.0033223709
Streptomyces lividans	1916	S	26	364	390	0.0032803156
Acidovorax sp. T1	1858609	S	121	267	388	0.0032634935
Methylobacterium radiotolerans	31998	S	151	218	369	0.0031036832
Oscillatoria nigro-viridis	482564	S	327	37	364	0.0030616279
Pseudomonas aeruginosa	287	S	81	279	360	0.0030279836
Acidovorax sp. JS42	232721	S	17	333	350	0.0029438730
Limnohabitans sp. 63ED37-2	1678128	S	321	26	347	0.0029186398
Bacillus anthracis	1392	S	2	342	344	0.0028934066
Escherichia coli	562	S	44	286	330	0.0027756516
Duganella sp. AF9R3	2728021	S	280	48	328	0.0027588295
Acinetobacter baumannii	470	S	91	236	327	0.0027504185
Sphaerotilus natans	34103	S	251	68	319	0.0026831299
Acidovorax carolinensis	553814	S	189	119	308	0.0025906082
Delftia sp. KV29	1170710	S	4	291	295	0.0024812644
Limnohabitans sp. 103DPR2	1678129	S	278	16	294	0.0024728533
Methylobacterium sp. C1	1479019	S	87	202	289	0.0024307980
Polaromonas naphthalenivorans	216465	S	262	24	286	0.0024055648
Leptothrix cholodnii	34029	S	225	56	281	0.0023635094
Pseudomonas sp. S150	2559074	S	154	121	275	0.0023130430
Methylobacterium sp. XJLW	739141	S	35	235	270	0.0022709877
Acinetobacter johnsonii	40214	S	150	118	268	0.0022541656
Halomonas sp. JS92-SW72	2306583	S	225	34	259	0.0021784660
Rhodoferax sediminis	2509614	S	230	25	255	0.0021448217
Curvibacter sp. AEP1-3	1844971	S	245	10	255	0.0021448217
Pseudomonas putida	303	S	151	100	251	0.0021111775
Pseudomonas koreensis	198620	S	207	41	248	0.0020859443
Blautia sp. SC05B48	2479767	S	194	52	246	0.0020691221
Moraxella osloensis	34062	S	231	13	244	0.0020523000
Flavobacterium sangjuense	2518177	S	225	13	238	0.0020018336
Bacteroides uniformis	820	S	141	92	233	0.0019597783
Flavobacterium johnsoniae	986	S	166	66	232	0.0019513672
Comamonas testosteroni	285	S	111	117	228	0.0019177230
Flavobacterium sp. KBS0721	1179672	S	160	67	227	0.0019093119
Alicycliphilus denitrificans	179636	S	90	136	226	0.0019009008
Anabaena sp. YBS01	2490939	S	10	215	225	0.0018924898
Phocaeicola dorei	357276	S	152	69	221	0.0018588455
Polynucleobacter duraquae	1835254	S	194	23	217	0.0018252012
Methylobacterium mesophilicum	39956	S	203	14	217	0.0018252012
Acidovorax sp. 1608163	2478662	S	188	25	213	0.0017915570
Rhodoferax saidenbachensis	1484693	S	187	25	212	0.0017831459
Acinetobacter lwoffii	28090	S	97	102	199	0.0016738021
Faecalibacterium prausnitzii	853	S	183	15	198	0.0016653910
Rhizobacter gummiphilus	946333	S	169	26	195	0.0016401578
Aquaspirillum sp. LM1	1938604	S	178	13	191	0.0016065135
Sorangium cellulosum	56	S	165	19	184	0.0015476361
Acidovorax sp. JMULE5	2518343	S	155	27	182	0.0015308139
Candidatus Planktophila dulcis	1884914	S	165	14	179	0.0015055807
Sphingomonas sp. PAMC26645	2565555	S	156	22	178	0.0014971697
Rhizobacter sp. AJA081-3	2753607	S	147	27	174	0.0014635254
Rubrivivax gelatinosus	28068	S	140	33	173	0.0014551143
Prevotella copri	165179	S	142	31	173	0.0014551143
Anaerostipes hadrus	649756	S	150	21	171	0.0014382922
Diaphorobacter sp. JS3050	2735554	S	8	162	170	0.0014298812
Flavobacterium nackdongense	2547394	S	160	10	170	0.0014298812
Salmonella enterica	28901	S	24	144	168	0.0014130590
Propionibacterium sp. oral taxon 193	671223	S	147	21	168	0.0014130590
Limnoglobus roseus	2598579	S	163	4	167	0.0014046480
Flavobacterium sp. M31R6	2739062	S	143	20	163	0.0013710037
Flavobacterium sp. MDT1-60	1979344	S	133	29	162	0.0013625926
Rhodoferax sp. AJA081-3	2752316	S	145	13	158	0.0013289484
Kinneretia sp. DAIF2	2714952	S	132	25	157	0.0013205373
Hydrogenophaga sp. PBL-H3	434010	S	87	67	154	0.0012953041
Gordonia bronchialis	2054	S	138	16	154	0.0012953041
Cupriavidus taiwanensis	164546	S	98	55	153	0.0012868930
Anaerobutyricum hallii	39488	S	120	33	153	0.0012868930
Vitreoscilla filiformis	63	S	133	19	152	0.0012784820
Polaromonas sp. JS666	296591	S	144	6	150	0.0012616598
Candidatus Planktophila lacus	1884913	S	145	4	149	0.0012532488
Spirosoma sp. KUDC1026	2745947	S	144	5	149	0.0012532488
Flavobacterium sp. Sr18	935222	S	131	16	147	0.0012364266
Micrococcus luteus	1270	S	80	66	146	0.0012280156
Delftia acidovorans	80866	S	56	88	144	0.0012111934
Rhodopseudomonas palustris	1076	S	122	22	144	0.0012111934
Rhodoferax koreense	1842727	S	98	45	143	0.0012027824
Bacteroides fragilis	817	S	83	60	143	0.0012027824
Diaphorobacter sp. JS3051	2792224	S	7	135	142	0.0011943713
Aquabacterium olei	1296669	S	117	25	142	0.0011943713
Bradyrhizobium diazoefficiens	1355477	S	60	82	142	0.0011943713
Clostridium botulinum	1491	S	99	43	142	0.0011943713
Lacunisphaera limnophila	1838286	S	130	12	142	0.0011943713
Aeromonas media	651	S	80	61	141	0.0011859602
Prochlorococcus marinus	1219	S	101	40	141	0.0011859602
Flavobacterium psychrophilum	96345	S	126	14	140	0.0011775492
Urbifossiella limnaea	2528023	S	133	7	140	0.0011775492
Acidovorax avenae	80867	S	96	43	139	0.0011691381
Blautia obeum	40520	S	111	28	139	0.0011691381
Microcystis aeruginosa	1126	S	114	24	138	0.0011607271
Flavobacterium commune	1306519	S	124	13	137	0.0011523160
Diaphorobacter aerolatus	1288495	S	65	69	134	0.0011270828
Sphingorhabdus lacus	392610	S	132	2	134	0.0011270828
Ottowia oryzae	2109914	S	116	15	131	0.0011018496
Buchnera aphidicola	9	S	131	-1	130	0.0010934385
Paracoccus yeei	147645	S	66	63	129	0.0010850275
Vibrio anguillarum	55601	S	110	18	128	0.0010766164
Ramlibacter tataouinensis	94132	S	113	14	127	0.0010682053
Bradyrhizobium sp. BTAi1	288000	S	114	13	127	0.0010682053
Flavobacterium sp. 140616W15	2478552	S	107	20	127	0.0010682053
Hydrogenophaga sp. RAC07	1842537	S	98	27	125	0.0010513832
Sphingomonas melonis	152682	S	45	80	125	0.0010513832
Flavobacterium sp. SLB02	2665645	S	95	30	125	0.0010513832
Diaphorobacter polyhydroxybutyrativorans	1546149	S	15	109	124	0.0010429721
Pseudomonas stutzeri	316	S	103	20	123	0.0010345611
Rhodoferax sp. PAMC29310	2822760	S	104	18	122	0.0010261500
Polynucleobacter asymbioticus	576611	S	108	14	122	0.0010261500
Corynebacterium glutamicum	1718	S	20	102	122	0.0010261500
Hydrogenophaga sp. NH-16	2184519	S	42	79	121	0.0010177389
Variovorax sp. PMC12	2126319	S	3	117	120	0.0010093279
Rhodoferax ferrireducens	192843	S	112	8	120	0.0010093279
Elizabethkingia bruuniana	1756149	S	36	84	120	0.0010093279
Massilia sp. CCM 8941	2765360	S	87	31	118	0.0009925057
Simplicispira suum	2109915	S	94	23	117	0.0009840947
Fluviibacter phosphoraccumulans	1751046	S	103	14	117	0.0009840947
Pseudomonas syringae	317	S	61	56	117	0.0009840947
Acidovorax antarcticus	2743470	S	82	34	116	0.0009756836
Staphylococcus aureus	1280	S	52	64	116	0.0009756836
Achromobacter xylosoxidans	85698	S	62	53	115	0.0009672725
Methylobacterium phyllosphaerae	418223	S	45	68	113	0.0009504504
Paucibacter sp. KCTC 42545	1768242	S	96	16	112	0.0009420393
Diaphorobacter sp. HDW4A	2714924	S	67	43	110	0.0009252172
Rhodococcus erythropolis	1833	S	38	72	110	0.0009252172
Comamonas thiooxydans	363952	S	51	58	109	0.0009168062
Variovorax boronicumulans	436515	S	60	48	108	0.0009083951
Delftia lacustris	558537	S	19	89	108	0.0009083951
Sphingobium yanoikuyae	13690	S	49	59	108	0.0009083951
Lawsonella clevelandensis	1528099	S	103	5	108	0.0009083951
Flavobacterium sp. HYN0086	2249356	S	81	27	108	0.0009083951
Rhodoferax sp. BAB1	2741720	S	89	18	107	0.0008999840
Rhodoluna lacicola	529884	S	100	7	107	0.0008999840
[Ruminococcus] torques	33039	S	84	23	107	0.0008999840
[Ruminococcus] gnavus	33038	S	74	33	107	0.0008999840
Hydrogenophaga sp. BPS33	2651974	S	75	31	106	0.0008915730
Undibacterium sp. KW1	2058624	S	82	24	106	0.0008915730
Pseudomonas sp. 29A	2759706	S	1	104	105	0.0008831619
Roseburia intestinalis	166486	S	90	15	105	0.0008831619
Frigoriglobus tundricola	2774151	S	96	9	105	0.0008831619
Comamonas aquatica	225991	S	81	23	104	0.0008747508
Rhodococcus qingshengii	334542	S	28	76	104	0.0008747508
Opitutus sp. GAS368	1882749	S	97	7	104	0.0008747508
Schlegelella thermodepolymerans	215580	S	83	20	103	0.0008663398
Massilia sp. NR 4-1	1678028	S	84	19	103	0.0008663398
Massilia sp. WG5	1707785	S	63	40	103	0.0008663398
Collinsella aerofaciens	74426	S	92	10	102	0.0008579287
Bacteroides thetaiotaomicron	818	S	92	10	102	0.0008579287
Pseudomonas sp.	306	S	17	84	101	0.0008495176
Megamonas funiformis	437897	S	100	1	101	0.0008495176
Janthinobacterium agaricidamnosum	55508	S	74	26	100	0.0008411066
Methylobacterium sp. WL1	2603276	S	93	7	100	0.0008411066
Rhodoferax antarcticus	81479	S	92	7	99	0.0008326955
Polaromonas sp. E5S	1840267	S	3	96	99	0.0008326955
Methylobacterium aquaticum	270351	S	85	14	99	0.0008326955
Methylorubrum extorquens	408	S	57	42	99	0.0008326955
Flavobacterium sp. BB8	2816357	S	81	18	99	0.0008326955
Sphingomonas sp. HMP9	1517554	S	82	16	98	0.0008242844
Cutibacterium avidum	33010	S	89	8	97	0.0008158734
Flavobacterium sp. I3-2	2748319	S	54	43	97	0.0008158734
Acidovorax sp. RAC01	1842533	S	69	27	96	0.0008074623
Massilia sp. YMA4	1593482	S	58	38	96	0.0008074623
Bradyrhizobium erythrophlei	1437360	S	92	4	96	0.0008074623
Massilia violaceinigra	2045208	S	74	21	95	0.0007990512
Mitsuaria sp. 7	1658665	S	81	14	95	0.0007990512
Pseudomonas veronii	76761	S	35	60	95	0.0007990512
Citrobacter freundii	546	S	28	67	95	0.0007990512
Pasteurella multocida	747	S	68	27	95	0.0007990512
Sphingopyxis terrae	33052	S	77	18	95	0.0007990512
Methylibium petroleiphilum	105560	S	54	40	94	0.0007906402
Hydrogenophaga sp. PBC	795665	S	62	31	93	0.0007822291
Flavobacterium anhuiense	459526	S	64	29	93	0.0007822291
Variovorax sp. WDL1	207745	S	47	45	92	0.0007738180
Undibacterium sp. YM2	2058625	S	70	21	91	0.0007654070
Burkholderia pseudomallei	28450	S	29	61	90	0.0007569959
Flavobacterium sp. CLA17	2724135	S	76	14	90	0.0007569959
Flavobacterium columnare	996	S	76	14	90	0.0007569959
Ottowia sp. 27C	2816950	S	81	8	89	0.0007485848
Staphylococcus capitis	29388	S	80	9	89	0.0007485848
Variovorax sp. PAMC 28711	1795631	S	82	6	88	0.0007401738
Burkholderia cenocepacia	95486	S	27	61	88	0.0007401738
Candidatus Planktophila versatilis	1884905	S	85	3	88	0.0007401738
Methylobacterium brachiatum	269660	S	72	15	87	0.0007317627
Variovorax sp. PBL-H6	434009	S	42	44	86	0.0007233516
Hylemonella gracilis	80880	S	81	5	86	0.0007233516
Staphylococcus epidermidis	1282	S	74	11	85	0.0007149406
Blattabacterium cuenoti	1653831	S	81	4	85	0.0007149406
Corynebacterium kefirresidentii	1979527	S	63	21	84	0.0007065295
Acidovorax ebreus	721785	S	7	76	83	0.0006981184
Roseateles depolymerans	76731	S	72	11	83	0.0006981184
Rhizobium leguminosarum	384	S	55	28	83	0.0006981184
Tabrizicola piscis	2494374	S	79	4	83	0.0006981184
Arcobacter suis	1278212	S	75	8	83	0.0006981184
Kocuria palustris	71999	S	73	10	83	0.0006981184
Nostoc carneum	374162	S	18	65	83	0.0006981184
Lacipirellula limnantheis	2528024	S	78	4	82	0.0006897074
Acinetobacter sp. TTH0-4	1646498	S	72	9	81	0.0006812963
Caulobacter vibrioides	155892	S	60	21	81	0.0006812963
Bifidobacterium longum	216816	S	59	22	81	0.0006812963
Flavobacterium gilvum	1492737	S	73	8	81	0.0006812963
Flavobacterium crocinum	2183896	S	61	20	81	0.0006812963
Chryseobacterium balustinum	246	S	64	17	81	0.0006812963
Mucilaginibacter rubeus	2027860	S	25	56	81	0.0006812963
Pseudomonas chlororaphis	587753	S	56	24	80	0.0006728852
Hydrogenophaga sp. BA0156	2716225	S	56	23	79	0.0006644742
Comamonas kerstersii	225992	S	64	15	79	0.0006644742
Nibricoccus aquaticus	2576891	S	77	2	79	0.0006644742
Roseimicrobium sp. ORNL1	2711231	S	77	2	79	0.0006644742
Hydrogenophaga pseudoflava	47421	S	32	46	78	0.0006560631
Undibacterium parvum	401471	S	71	7	78	0.0006560631
Methylobacterium oryzae	334852	S	10	68	78	0.0006560631
Hydrogenophaga sp. YM1	2806262	S	58	19	77	0.0006476521
Hydrogenophaga crassostreae	1763535	S	75	2	77	0.0006476521
Sphingomonas koreensis	93064	S	50	27	77	0.0006476521
Cutibacterium granulosum	33011	S	71	6	77	0.0006476521
Flavobacterium nitrogenifigens	1617283	S	48	29	77	0.0006476521
Variovorax sp. HW608	1034889	S	70	6	76	0.0006392410
Cupriavidus basilensis	68895	S	52	24	76	0.0006392410
Massilia putida	1141883	S	57	19	76	0.0006392410
Agrobacterium tumefaciens	358	S	46	30	76	0.0006392410
Polaromonas vacuolata	37448	S	68	7	75	0.0006308299
Novosphingobium sp. P6W	1609758	S	72	3	75	0.0006308299
Flavobacterium sp. LPB0248	2614441	S	45	30	75	0.0006308299
Mesorhizobium loti	381	S	20	54	74	0.0006224189
Sphingomonas sp. MM-1	745310	S	36	38	74	0.0006224189
Novosphingobium sp. ES2-1	2780074	S	47	27	74	0.0006224189
Bifidobacterium adolescentis	1680	S	70	4	74	0.0006224189
Bacillus cereus	1396	S	46	28	74	0.0006224189
Bacteroides ovatus	28116	S	45	29	74	0.0006224189
Hydrogenophaga sp. PAMC20947	2565558	S	71	2	73	0.0006140078
Candidatus Methylopumilus rimovensis	2588535	S	69	4	73	0.0006140078
Lysobacter enzymogenes	69	S	62	11	73	0.0006140078
Sphingobium sp. YG1	2082188	S	55	18	73	0.0006140078
Brevundimonas sp. CS1	2813778	S	48	25	73	0.0006140078
Flavobacterium branchiophilum	55197	S	69	4	73	0.0006140078
Epilithonimonas vandammei	2487072	S	39	34	73	0.0006140078
Haliangium ochraceum	80816	S	71	1	72	0.0006055967
Plantibacter sp. PA-3-X8	2480625	S	35	37	72	0.0006055967
Cupriavidus metallidurans	119219	S	39	32	71	0.0005971857
Massilia sp. LPB0304	2769491	S	44	27	71	0.0005971857
