name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	1038	70	1108	0.0497351647
Acinetobacter junii	40215	S	288	32	320	0.0143639465
Bacillus cereus	1396	S	160	142	302	0.0135559745
Ralstonia solanacearum	305	S	241	49	290	0.0130173265
Pseudomonas sp. CMR12a	658629	S	247	37	284	0.0127480025
Paenibacillus larvae	1464	S	1	266	267	0.0119849179
Acidovorax sp. KKS102	358220	S	205	60	265	0.0118951432
Escherichia coli	562	S	11	192	203	0.0091121286
Klebsiella pneumoniae	573	S	53	149	202	0.0090672412
Diaphorobacter sp. HDW4A	2714924	S	127	61	188	0.0084388186
Xanthomonas euvesicatoria	456327	S	3	170	173	0.0077655086
Acidovorax sp. JMULE5	2518343	S	143	16	159	0.0071370859
Variovorax paradoxus	34073	S	130	28	158	0.0070921986
Delftia sp. KV29	1170710	S	2	152	154	0.0069126493
Streptomyces lividans	1916	S	20	114	134	0.0060149026
Variovorax boronicumulans	436515	S	89	41	130	0.0058353533
Pseudomonas aeruginosa	287	S	40	89	129	0.0057904659
Acidovorax sp. T1	1858609	S	44	74	118	0.0052967053
Spirosoma sp. KUDC1026	2745947	S	111	4	115	0.0051620433
Flavobacterium sp. M31R6	2739062	S	98	10	108	0.0048478319
Oscillatoria nigro-viridis	482564	S	104	2	106	0.0047580573
Priestia megaterium	1404	S	74	23	97	0.0043540713
Anabaena sp. YBS01	2490939	S	8	82	90	0.0040398600
Rhodococcus erythropolis	1833	S	25	64	89	0.0039949726
Rhodococcus qingshengii	334542	S	18	67	85	0.0038154233
Acinetobacter baumannii	470	S	29	51	80	0.0035909866
Dermacoccus nishinomiyaensis	1274	S	70	9	79	0.0035460993
Kinneretia sp. DAIF2	2714952	S	67	9	76	0.0034114373
Halomonas sp. JS92-SW72	2306583	S	60	14	74	0.0033216626
Roseburia intestinalis	166486	S	63	10	73	0.0032767753
Janthinobacterium sp. HH102	1537274	S	31	37	68	0.0030523386
Stenotrophomonas maltophilia	40324	S	39	29	68	0.0030523386
Acidovorax carolinensis	553814	S	44	20	64	0.0028727893
Variovorax sp. PMC12	2126319	S	2	62	64	0.0028727893
Acidovorax sp. RAC01	1842533	S	49	14	63	0.0028279020
Proteus virus Isfahan	2560650	S	63	0	63	0.0028279020
Pseudomonas fluorescens	294	S	45	16	61	0.0027381273
Lysobacter enzymogenes	69	S	50	9	59	0.0026483526
Rhodoferax koreense	1842727	S	41	16	57	0.0025585780
Comamonas testosteroni	285	S	33	24	57	0.0025585780
Variovorax sp. PAMC 28711	1795631	S	53	3	56	0.0025136906
Variovorax sp. PAMC26660	2762322	S	51	5	56	0.0025136906
Delftia acidovorans	80866	S	23	33	56	0.0025136906
Pasteurella multocida	747	S	43	12	55	0.0024688033
Bacillus thuringiensis	1428	S	9	45	54	0.0024239160
Acidovorax sp. 1608163	2478662	S	48	4	52	0.0023341413
Alicycliphilus denitrificans	179636	S	28	24	52	0.0023341413
Moraxella osloensis	34062	S	51	1	52	0.0023341413
Sorangium cellulosum	56	S	48	4	52	0.0023341413
Staphylococcus aureus	1280	S	19	32	51	0.0022892540
Variovorax sp. WDL1	207745	S	29	20	49	0.0021994793
Sphingomonas melonis	152682	S	24	25	49	0.0021994793
Paenarthrobacter sp. YJN-D	2735317	S	40	8	48	0.0021545920
Variovorax sp. 38R	2774875	S	29	18	47	0.0021097046
Limnohabitans sp. 63ED37-2	1678128	S	44	2	46	0.0020648173
Paucibacter sp. KCTC 42545	1768242	S	41	5	46	0.0020648173
Clostridium botulinum	1491	S	41	5	46	0.0020648173
Rhizobacter gummiphilus	946333	S	39	6	45	0.0020199300
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	21	24	45	0.0020199300
Acidovorax avenae	80867	S	32	12	44	0.0019750426
