name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Paenibacillus larvae	1464	S	8	1218	1226	0.0169827264
Oscillatoria nigro-viridis	482564	S	913	62	975	0.0135058387
Klebsiella pneumoniae	573	S	345	593	938	0.0129933094
Xanthomonas euvesicatoria	456327	S	13	791	804	0.0111371224
Aliarcobacter cryaerophilus	28198	S	639	58	697	0.0096549431
Pseudomonas sp. CMR12a	658629	S	450	113	563	0.0077987561
Streptomyces lividans	1916	S	23	520	543	0.0075217132
Candidatus Planktophila sulfonica	1884904	S	448	36	484	0.0067044368
Phocaeicola vulgatus	821	S	344	135	479	0.0066351761
Stenotrophomonas maltophilia	40324	S	356	114	470	0.0065105068
Lacunisphaera limnophila	1838286	S	335	23	358	0.0049590669
Cutibacterium acnes	1747	S	324	30	354	0.0049036584
Polynucleobacter necessarius	576610	S	322	13	335	0.0046404676
Duganella sp. AF9R3	2728021	S	256	44	300	0.0041556427
Variovorax paradoxus	34073	S	215	76	291	0.0040309734
Acinetobacter baumannii	470	S	60	219	279	0.0038647477
Acidovorax sp. T1	1858609	S	88	187	275	0.0038093391
Sphaerotilus natans	34103	S	213	55	268	0.0037123741
Lactococcus lactis	1358	S	44	219	263	0.0036431134
Limnohabitans sp. 103DPR2	1678129	S	240	15	255	0.0035322963
Pseudomonas oryzihabitans	47885	S	231	23	254	0.0035184441
Acidovorax carolinensis	553814	S	143	96	239	0.0033106620
Pseudomonas aeruginosa	287	S	62	176	238	0.0032968099
Limnohabitans sp. 63ED37-2	1678128	S	216	18	234	0.0032414013
Acidovorax sp. JS42	232721	S	11	219	230	0.0031859927
Curvibacter sp. AEP1-3	1844971	S	219	9	228	0.0031582884
Escherichia coli	562	S	48	165	213	0.0029505063
Polaromonas naphthalenivorans	216465	S	185	20	205	0.0028396892
Burkholderia pseudomallei	28450	S	22	183	205	0.0028396892
Rhodoferax sediminis	2509614	S	180	19	199	0.0027565763
Faecalibacterium prausnitzii	853	S	161	38	199	0.0027565763
Acidovorax sp. KKS102	358220	S	134	58	192	0.0026596113
Acinetobacter johnsonii	40214	S	128	63	191	0.0026457592
Flavobacterium sangjuense	2518177	S	181	9	190	0.0026319070
Bacteroides uniformis	820	S	121	68	189	0.0026180549
Ralstonia solanacearum	305	S	123	65	188	0.0026042027
Leptothrix cholodnii	34029	S	151	35	186	0.0025764985
Comamonas testosteroni	285	S	91	91	182	0.0025210899
Diaphorobacter sp. JS3051	2792224	S	9	172	181	0.0025072377
Pseudomonas fluorescens	294	S	128	51	179	0.0024795335
Rhodoferax saidenbachensis	1484693	S	156	18	174	0.0024102727
Flavobacterium johnsoniae	986	S	125	45	170	0.0023548642
Prevotella copri	165179	S	139	30	169	0.0023410120
Blautia sp. SC05B48	2479767	S	102	58	160	0.0022163428
Ramlibacter tataouinensis	94132	S	139	17	156	0.0021609342
Acidovorax sp. 1608163	2478662	S	136	18	154	0.0021332299
Halomonas sp. JS92-SW72	2306583	S	125	28	153	0.0021193778
Flavobacterium sp. MDT1-60	1979344	S	130	22	152	0.0021055256
Phocaeicola dorei	357276	S	118	34	152	0.0021055256
Rhizobacter sp. AJA081-3	2753607	S	127	24	151	0.0020916735
Flavobacterium nackdongense	2547394	S	143	8	151	0.0020916735
Polynucleobacter duraquae	1835254	S	140	10	150	0.0020778213
Acinetobacter lwoffii	28090	S	65	83	148	0.0020501171
Sphingomonas sp. PAMC26645	2565555	S	127	19	146	0.0020224128
Rhodoferax sp. AJA081-3	2752316	S	134	11	145	0.0020085606
Limnoglobus roseus	2598579	S	136	5	141	0.0019531521
Rhizobacter gummiphilus	946333	S	122	18	140	0.0019392999
Flavobacterium sp. M31R6	2739062	S	125	15	140	0.0019392999
Delftia sp. KV29	1170710	S	2	137	139	0.0019254478
Acidovorax avenae	80867	S	91	47	138	0.0019115956
Janthinobacterium agaricidamnosum	55508	S	99	39	138	0.0019115956
Hydrogenophaga sp. PBL-H3	434010	S	78	59	137	0.0018977435
Aquaspirillum sp. LM1	1938604	S	122	7	129	0.0017869263
Flavobacterium sp. KBS0721	1179672	S	98	30	128	0.0017730742
Bacteroides thetaiotaomicron	818	S	90	37	127	0.0017592221
Aeromonas media	651	S	85	40	125	0.0017315178
Sorangium cellulosum	56	S	119	6	125	0.0017315178
Bradyrhizobium diazoefficiens	1355477	S	54	70	124	0.0017176656
Rubrivivax gelatinosus	28068	S	101	22	123	0.0017038135
Vitreoscilla filiformis	63	S	108	14	122	0.0016899614
Candidatus Planktophila dulcis	1884914	S	113	9	122	0.0016899614
Anaerobutyricum hallii	39488	S	94	28	122	0.0016899614
Kinneretia sp. DAIF2	2714952	S	102	19	121	0.0016761092
Flavobacterium psychrophilum	96345	S	102	18	120	0.0016622571
Alicycliphilus denitrificans	179636	S	54	65	119	0.0016484049
Acidovorax sp. JMULE5	2518343	S	100	17	117	0.0016207006
Paucibacter sp. KCTC 42545	1768242	S	98	15	113	0.0015652921
Pseudomonas putida	303	S	71	42	113	0.0015652921
Bacteroides ovatus	28116	S	72	41	113	0.0015652921
Variovorax sp. WDL1	207745	S	53	58	111	0.0015375878
Sphingomonas melonis	152682	S	29	81	110	0.0015237356
Achromobacter xylosoxidans	85698	S	55	54	109	0.0015098835
Anaerostipes hadrus	649756	S	87	22	109	0.0015098835
Rhodoferax koreense	1842727	S	74	33	107	0.0014821792
Flavobacterium sp. SLB02	2665645	S	88	19	107	0.0014821792
Parabacteroides distasonis	823	S	46	61	107	0.0014821792
Diaphorobacter sp. JS3050	2735554	S	5	101	106	0.0014683271
Flavobacterium sp. Sr18	935222	S	95	10	105	0.0014544749
Opitutus sp. GAS368	1882749	S	99	6	105	0.0014544749
Rhodoferax ferrireducens	192843	S	97	6	103	0.0014267707
Polaromonas sp. JS666	296591	S	97	6	103	0.0014267707
Rhodoferax sp. BAB1	2741720	S	84	17	101	0.0013990664
Simplicispira suum	2109915	S	82	19	101	0.0013990664
Acidovorax sp. RAC01	1842533	S	73	27	100	0.0013852142
Delftia acidovorans	80866	S	34	66	100	0.0013852142
Roseburia intestinalis	166486	S	75	25	100	0.0013852142
Fluviibacter phosphoraccumulans	1751046	S	88	11	99	0.0013713621
Rhodopseudomonas palustris	1076	S	84	15	99	0.0013713621
Candidatus Planktophila lacus	1884913	S	96	3	99	0.0013713621
Urbifossiella limnaea	2528023	S	92	7	99	0.0013713621
Sphingobium sp. YG1	2082188	S	73	25	98	0.0013575099
Pseudomonas stutzeri	316	S	77	20	97	0.0013436578
Bacteroides xylanisolvens	371601	S	59	38	97	0.0013436578
Flavobacterium sp. CLA17	2724135	S	83	12	95	0.0013159535
[Ruminococcus] torques	33039	S	67	27	94	0.0013021014
Flavobacterium sp. 140616W15	2478552	S	79	13	92	0.0012743971
Polaromonas sp. E5S	1840267	S	1	89	90	0.0012466928
Sphingomonas sp. HMP9	1517554	S	74	15	89	0.0012328407
Clostridium botulinum	1491	S	77	12	89	0.0012328407
Aquabacterium olei	1296669	S	72	15	87	0.0012051364
Blautia obeum	40520	S	62	25	87	0.0012051364
Diaphorobacter aerolatus	1288495	S	43	43	86	0.0011912842
Lysobacter enzymogenes	69	S	74	12	86	0.0011912842
Megamonas funiformis	437897	S	85	1	86	0.0011912842
Blattabacterium cuenoti	1653831	S	76	10	86	0.0011912842
Hydrogenophaga sp. BPS33	2651974	S	60	25	85	0.0011774321
Pseudomonas syringae	317	S	39	46	85	0.0011774321
Bacteroides fragilis	817	S	52	33	85	0.0011774321
Acidovorax antarcticus	2743470	S	61	23	84	0.0011635799
Rhodoferax sp. PAMC29310	2822760	S	73	11	84	0.0011635799
Sphingorhabdus lacus	392610	S	84	0	84	0.0011635799
Flavobacterium commune	1306519	S	77	7	84	0.0011635799
Hydrogenophaga sp. RAC07	1842537	S	64	18	82	0.0011358757
Bradyrhizobium erythrophlei	1437360	S	78	4	82	0.0011358757
Comamonas aquatica	225991	S	63	18	81	0.0011220235
Massilia violaceinigra	2045208	S	63	18	81	0.0011220235
Flavobacterium sp. HYN0086	2249356	S	63	18	81	0.0011220235
Flavobacterium anhuiense	459526	S	57	24	81	0.0011220235
Actinoplanes derwentensis	113562	S	72	6	78	0.0010804671
Rhodoferax antarcticus	81479	S	72	5	77	0.0010666150
Massilia sp. LPB0304	2769491	S	42	35	77	0.0010666150
Polynucleobacter asymbioticus	576611	S	71	5	76	0.0010527628
Rhodococcus erythropolis	1833	S	20	56	76	0.0010527628
Staphylococcus sp. T93	2799681	S	1	75	76	0.0010527628
Flavobacterium crocinum	2183896	S	58	18	76	0.0010527628
Pedobacter sp. KBS0701	2578106	S	66	10	76	0.0010527628
Massilia sp. CCM 8941	2765360	S	54	21	75	0.0010389107
Acidovorax monticola	1926868	S	61	13	74	0.0010250585
Acidovorax ebreus	721785	S	6	68	74	0.0010250585
Dermacoccus nishinomiyaensis	1274	S	57	17	74	0.0010250585
Flavobacterium branchiophilum	55197	S	71	3	74	0.0010250585
Cupriavidus basilensis	68895	S	51	22	73	0.0010112064
Elizabethkingia bruuniana	1756149	S	23	50	73	0.0010112064
Hydrogenophaga sp. NH-16	2184519	S	30	42	72	0.0009973542
Ottowia oryzae	2109914	S	64	8	72	0.0009973542
Comamonas kerstersii	225992	S	58	13	71	0.0009835021
Massilia armeniaca	2072590	S	47	24	71	0.0009835021
Methylibium petroleiphilum	105560	S	40	31	71	0.0009835021
Xylophilus rhododendri	2697032	S	58	13	71	0.0009835021
Frigoriglobus tundricola	2774151	S	63	8	71	0.0009835021
Diaphorobacter sp. HDW4A	2714924	S	44	26	70	0.0009696500
Schlegelella thermodepolymerans	215580	S	56	13	69	0.0009557978
Rhodoluna lacicola	529884	S	66	3	69	0.0009557978
Flavobacterium sp. BB8	2816357	S	58	11	69	0.0009557978
Candidatus Planktophila versatilis	1884905	S	65	3	68	0.0009419457
Diaphorobacter polyhydroxybutyrativorans	1546149	S	8	59	67	0.0009280935
Cupriavidus taiwanensis	164546	S	43	24	67	0.0009280935
Arcobacter suis	1278212	S	58	9	67	0.0009280935
Comamonas koreensis	160825	S	57	9	66	0.0009142414
Hylemonella gracilis	80880	S	62	4	66	0.0009142414
Roseateles depolymerans	76731	S	57	8	65	0.0009003892
Aeromonas caviae	648	S	20	45	65	0.0009003892
Acidovorax sp. HDW3	2714923	S	52	12	64	0.0008865371
Massilia sp. WG5	1707785	S	37	27	64	0.0008865371
Buchnera aphidicola	9	S	65	-1	64	0.0008865371
Bacillus thuringiensis	1428	S	21	43	64	0.0008865371
Anabaena sp. YBS01	2490939	S	3	61	64	0.0008865371
Flavobacterium faecale	1355330	S	59	5	64	0.0008865371
Variovorax sp. PMC12	2126319	S	1	62	63	0.0008726850
Novosphingobium sp. P6W	1609758	S	60	3	63	0.0008726850
Flavobacterium columnare	996	S	53	10	63	0.0008726850
