name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Ralstonia solanacearum	305	S	770	97	867	0.0617037933
Cutibacterium acnes	1747	S	416	34	450	0.0320261903
Klebsiella pneumoniae	573	S	81	338	419	0.0298199416
Stenotrophomonas maltophilia	40324	S	209	56	265	0.0188598676
Bacillus thuringiensis	1428	S	22	205	227	0.0161554338
Pseudomonas sp. CMR12a	658629	S	171	42	213	0.0151590634
Pseudomonas fluorescens	294	S	146	30	176	0.0125257989
Dermacoccus nishinomiyaensis	1274	S	155	20	175	0.0124546296
Pasteurella multocida	747	S	132	29	161	0.0114582592
Pseudomonas aeruginosa	287	S	25	123	148	0.0105330581
Proteus virus Isfahan	2560650	S	144	0	144	0.0102483809
Pseudomonas oryzihabitans	47885	S	124	7	131	0.0093231798
Anabaena sp. YBS01	2490939	S	10	108	118	0.0083979788
Salmonella sp. SJTUF14178	2745895	S	1	92	93	0.0066187460
Phocaeicola vulgatus	821	S	38	28	66	0.0046971746
Streptomyces lividans	1916	S	4	51	55	0.0039143121
Candidatus Planktophila sulfonica	1884904	S	49	4	53	0.0037719735
Pseudomonas koreensis	198620	S	46	6	52	0.0037008042
Variovorax paradoxus	34073	S	42	9	51	0.0036296349
Staphylococcus aureus	1280	S	27	23	50	0.0035584656
Pseudomonas sp. S150	2559074	S	30	18	48	0.0034161270
Diaphorobacter sp. JS3051	2792224	S	3	44	47	0.0033449577
Methylobacterium sp. XJLW	739141	S	5	40	45	0.0032026190
Pseudomonas palleroniana	191390	S	42	2	44	0.0031314497
Kocuria rhizophila	72000	S	35	9	44	0.0031314497
Lactococcus lactis	1358	S	5	39	44	0.0031314497
Duganella sp. AF9R3	2728021	S	36	6	42	0.0029891111
Acinetobacter baumannii	470	S	16	26	42	0.0029891111
Methylobacterium radiotolerans	31998	S	14	27	41	0.0029179418
Leptothrix cholodnii	34029	S	31	7	38	0.0027044338
Methylobacterium sp. C1	1479019	S	10	28	38	0.0027044338
Polynucleobacter necessarius	576610	S	35	2	37	0.0026332645
Polaromonas naphthalenivorans	216465	S	35	2	37	0.0026332645
Faecalibacterium prausnitzii	853	S	30	7	37	0.0026332645
Limnoglobus roseus	2598579	S	35	1	36	0.0025620952
Limnohabitans sp. 103DPR2	1678129	S	34	1	35	0.0024909259
Acidovorax sp. T1	1858609	S	13	21	34	0.0024197566
Diaphorobacter sp. JS3050	2735554	S	2	31	33	0.0023485873
Vitreoscilla filiformis	63	S	31	2	33	0.0023485873
Acidovorax sp. JS42	232721	S	2	30	32	0.0022774180
Sphaerotilus natans	34103	S	26	6	32	0.0022774180
Pseudomonas syringae	317	S	12	20	32	0.0022774180
Rhodococcus erythropolis	1833	S	13	19	32	0.0022774180
Rhizobacter sp. AJA081-3	2753607	S	26	5	31	0.0022062487
Pseudomonas putida	303	S	23	8	31	0.0022062487
Escherichia coli	562	S	6	23	29	0.0020639100
Bradyrhizobium diazoefficiens	1355477	S	17	12	29	0.0020639100
Methylobacterium aquaticum	270351	S	24	4	28	0.0019927407
Acidovorax carolinensis	553814	S	19	8	27	0.0019215714
Limnohabitans sp. 63ED37-2	1678128	S	26	1	27	0.0019215714
Curvibacter sp. AEP1-3	1844971	S	27	0	27	0.0019215714
