name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Paenibacillus larvae	1464	S	6	879	885	0.0172507894
Cutibacterium acnes	1747	S	687	45	732	0.0142684496
Stenotrophomonas maltophilia	40324	S	441	191	632	0.0123192078
Aliarcobacter cryaerophilus	28198	S	399	50	449	0.0087520954
Pseudomonas oryzihabitans	47885	S	388	42	430	0.0083817395
Ralstonia solanacearum	305	S	308	101	409	0.0079723987
Pseudomonas sp. CMR12a	658629	S	244	74	318	0.0061985887
Phocaeicola vulgatus	821	S	227	82	309	0.0060231570
Candidatus Planktophila sulfonica	1884904	S	274	23	297	0.0057892480
Dermacoccus nishinomiyaensis	1274	S	225	47	272	0.0053019375
Lactococcus lactis	1358	S	67	192	259	0.0050485361
Klebsiella pneumoniae	573	S	15	241	256	0.0049900589
Duganella sp. AF9R3	2728021	S	194	36	230	0.0044832560
Acidovorax sp. KKS102	358220	S	147	78	225	0.0043857939
Variovorax paradoxus	34073	S	159	59	218	0.0042493470
Pseudomonas aeruginosa	287	S	52	166	218	0.0042493470
Polynucleobacter necessarius	576610	S	206	11	217	0.0042298546
Oscillatoria nigro-viridis	482564	S	192	24	216	0.0042103622
Acidovorax sp. T1	1858609	S	57	156	213	0.0041518849
Acidovorax carolinensis	553814	S	112	80	192	0.0037425442
Curvibacter sp. AEP1-3	1844971	S	174	8	182	0.0035476200
Acinetobacter baumannii	470	S	41	140	181	0.0035281276
Escherichia coli	562	S	30	147	177	0.0034501579
Diaphorobacter sp. JS3051	2792224	S	7	155	162	0.0031577716
Sphaerotilus natans	34103	S	122	32	154	0.0030018323
Limnohabitans sp. 63ED37-2	1678128	S	141	11	152	0.0029628475
Acinetobacter johnsonii	40214	S	82	70	152	0.0029628475
Leptothrix cholodnii	34029	S	116	28	144	0.0028069081
Comamonas testosteroni	285	S	65	78	143	0.0027874157
Limnohabitans sp. 103DPR2	1678129	S	130	7	137	0.0026704612
Polaromonas naphthalenivorans	216465	S	118	17	135	0.0026314764
Pseudomonas fluorescens	294	S	97	37	134	0.0026119839
Prevotella copri	165179	S	107	23	130	0.0025340143
Alicycliphilus denitrificans	179636	S	49	79	128	0.0024950294
Flavobacterium sangjuense	2518177	S	121	6	127	0.0024755370
Rhodoferax sediminis	2509614	S	114	10	124	0.0024170598
Phocaeicola dorei	357276	S	87	37	124	0.0024170598
Polynucleobacter duraquae	1835254	S	111	11	122	0.0023780749
Rhodoferax saidenbachensis	1484693	S	110	9	119	0.0023195977
Blautia sp. SC05B48	2479767	S	75	42	117	0.0022806128
Bacteroides uniformis	820	S	67	49	116	0.0022611204
Rhodoferax sp. AJA081-3	2752316	S	108	7	115	0.0022416280
Faecalibacterium prausnitzii	853	S	90	24	114	0.0022221356
Rhizobacter sp. AJA081-3	2753607	S	95	17	112	0.0021831508
Aquaspirillum sp. LM1	1938604	S	102	7	109	0.0021246735
Limnoglobus roseus	2598579	S	102	2	104	0.0020272114
Acinetobacter lwoffii	28090	S	47	56	103	0.0020077190
Sphingomonas sp. PAMC26645	2565555	S	93	10	103	0.0020077190
Rhodoferax koreense	1842727	S	66	36	102	0.0019882266
Ottowia oryzae	2109914	S	88	10	98	0.0019102569
Halomonas sp. JS92-SW72	2306583	S	84	14	98	0.0019102569
Rhodopseudomonas palustris	1076	S	81	17	98	0.0019102569
Pseudomonas savastanoi	29438	S	2	95	97	0.0018907645
Hydrogenophaga sp. PBL-H3	434010	S	50	45	95	0.0018517797
Diaphorobacter sp. JS3050	2735554	S	4	91	95	0.0018517797
Flavobacterium nackdongense	2547394	S	89	5	94	0.0018322872
Vitreoscilla filiformis	63	S	81	12	93	0.0018127948
Streptomyces lividans	1916	S	4	88	92	0.0017933024
Cloacibacterium normanense	237258	S	81	10	91	0.0017738100
Rhizobacter gummiphilus	946333	S	78	11	89	0.0017348252
Achromobacter xylosoxidans	85698	S	36	53	89	0.0017348252
Sphingomonas melonis	152682	S	28	61	89	0.0017348252
Sorangium cellulosum	56	S	80	8	88	0.0017153327
Flavobacterium sp. 140616W15	2478552	S	74	14	88	0.0017153327
Flavobacterium johnsoniae	986	S	66	22	88	0.0017153327
Urbifossiella limnaea	2528023	S	83	4	87	0.0016958403
Acidovorax sp. JMULE5	2518343	S	73	13	86	0.0016763479
Flavobacterium sp. KBS0721	1179672	S	57	29	86	0.0016763479
Bacteroides ovatus	28116	S	49	35	84	0.0016373631
Aeromonas media	651	S	49	33	82	0.0015983782
Acidovorax ebreus	721785	S	6	75	81	0.0015788858
Pseudomonas veronii	76761	S	27	54	81	0.0015788858
Candidatus Planktophila dulcis	1884914	S	75	6	81	0.0015788858
Flavobacterium psychrophilum	96345	S	73	7	80	0.0015593934
Hydrogenophaga sp. BPS33	2651974	S	52	27	79	0.0015399010
Propionibacterium sp. oral taxon 193	671223	S	65	13	78	0.0015204086
Flavobacterium sp. M31R6	2739062	S	69	9	78	0.0015204086
