name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	1137	82	1219	0.1011702216
Rothia amarae	169480	S	658	57	715	0.0593410242
Ralstonia solanacearum	305	S	207	23	230	0.0190887211
Bacillus cereus	1396	S	113	68	181	0.0150219935
Anabaena sp. YBS01	2490939	S	10	159	169	0.0140260603
Paenibacillus larvae	1464	S	1	149	150	0.0124491659
Acinetobacter junii	40215	S	135	14	149	0.0123661715
Klebsiella pneumoniae	573	S	20	112	132	0.0109552660
Pseudomonas aeruginosa	287	S	24	78	102	0.0084654328
Pseudomonas sp. CMR12a	658629	S	73	13	86	0.0071375218
Rhodococcus erythropolis	1833	S	27	59	86	0.0071375218
Pasteurella multocida	747	S	66	14	80	0.0066395551
Diaphorobacter sp. HDW4A	2714924	S	60	18	78	0.0064735663
Priestia megaterium	1404	S	59	10	69	0.0057266163
Proteus virus Isfahan	2560650	S	65	0	65	0.0053946386
Streptomyces lividans	1916	S	7	55	62	0.0051456552
Variovorax paradoxus	34073	S	47	11	58	0.0048136775
Acidovorax sp. JMULE5	2518343	S	53	5	58	0.0048136775
Xanthomonas euvesicatoria	456327	S	1	57	58	0.0048136775
Rhodococcus qingshengii	334542	S	14	44	58	0.0048136775
Acinetobacter baumannii	470	S	20	34	54	0.0044816997
Acidovorax sp. KKS102	358220	S	42	10	52	0.0043157108
Acidovorax sp. JS42	232721	S	6	45	51	0.0042327164
Delftia acidovorans	80866	S	25	23	48	0.0039837331
Acidovorax sp. T1	1858609	S	20	24	44	0.0036517553
Staphylococcus sp. T93	2799681	S	1	43	44	0.0036517553
Variovorax sp. PDNC026	2811425	S	2	41	43	0.0035687609
Variovorax boronicumulans	436515	S	24	17	41	0.0034027720
Dermacoccus nishinomiyaensis	1274	S	35	4	39	0.0032367831
Microbacterium sp. PM5	2014534	S	33	4	37	0.0030707943
Oscillatoria nigro-viridis	482564	S	37	0	37	0.0030707943
Diaphorobacter aerolatus	1288495	S	25	11	36	0.0029877998
Rhodococcus sp. YL-1	1045808	S	10	26	36	0.0029877998
Alicycliphilus denitrificans	179636	S	17	18	35	0.0029048054
Propionibacterium sp. oral taxon 193	671223	S	33	0	33	0.0027388165
Pedobacter sp. SW-16	2766984	S	27	6	33	0.0027388165
Lysobacter enzymogenes	69	S	28	4	32	0.0026558221
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	15	17	32	0.0026558221
Pseudomonas fluorescens	294	S	26	5	31	0.0025728276
Sorangium cellulosum	56	S	29	2	31	0.0025728276
Moraxella osloensis	34062	S	29	1	30	0.0024898332
Janthinobacterium sp. HH102	1537274	S	12	17	29	0.0024068387
Staphylococcus aureus	1280	S	21	8	29	0.0024068387
Kinneretia sp. DAIF2	2714952	S	26	2	28	0.0023238443
Staphylococcus warneri	1292	S	23	3	26	0.0021578554
Clostridium botulinum	1491	S	22	4	26	0.0021578554
Acidovorax carolinensis	553814	S	19	6	25	0.0020748610
Diaphorobacter sp. JS3051	2792224	S	3	22	25	0.0020748610
Janthinobacterium sp. LM6	1938606	S	17	8	25	0.0020748610
Salmonella enterica	28901	S	3	21	24	0.0019918665
Sphingobium yanoikuyae	13690	S	12	12	24	0.0019918665
Acidovorax sp. 1608163	2478662	S	22	1	23	0.0019088721
Microbacterium hominis	162426	S	19	4	23	0.0019088721
Spirosoma sp. KUDC1026	2745947	S	23	0	23	0.0019088721
Limnohabitans sp. 63ED37-2	1678128	S	22	0	22	0.0018258777
Variovorax sp. PAMC26660	2762322	S	19	2	21	0.0017428832
Variovorax sp. 38R	2774875	S	11	10	21	0.0017428832
Hydrogenophaga sp. PBL-H3	434010	S	15	6	21	0.0017428832
Burkholderia pseudomallei	28450	S	11	10	21	0.0017428832
Janthinobacterium agaricidamnosum	55508	S	11	10	21	0.0017428832
Stenotrophomonas maltophilia	40324	S	17	4	21	0.0017428832
Halomonas sp. JS92-SW72	2306583	S	20	1	21	0.0017428832
Janthinobacterium tructae	2590869	S	16	4	20	0.0016598888
Nostoc carneum	374162	S	4	16	20	0.0016598888
Variovorax sp. HW608	1034889	S	19	0	19	0.0015768943
Rhodoferax koreense	1842727	S	15	4	19	0.0015768943
Paucibacter sp. KCTC 42545	1768242	S	18	1	19	0.0015768943
Sphingomonas melonis	152682	S	7	12	19	0.0015768943
Rhodococcus sp. NJ-530	2490853	S	5	14	19	0.0015768943
Curvibacter sp. AEP1-3	1844971	S	18	0	18	0.0014938999
Janthinobacterium lividum	29581	S	10	8	18	0.0014938999
Rhizobium leguminosarum	384	S	9	9	18	0.0014938999
Staphylococcus pasteuri	45972	S	17	1	18	0.0014938999
Variovorax sp. PAMC 28711	1795631	S	17	0	17	0.0014109055
Acidovorax sp. RAC01	1842533	S	14	3	17	0.0014109055
Xanthomonas oryzae	347	S	17	0	17	0.0014109055
Cloacibacterium normanense	237258	S	16	1	17	0.0014109055
Urbifossiella limnaea	2528023	S	16	1	17	0.0014109055
Polynucleobacter difficilis	556054	S	15	1	16	0.0013279110
