name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Klebsiella pneumoniae	573	S	599	846	1445	0.0360898124
Cutibacterium acnes	1747	S	777	223	1000	0.0249756487
Staphylococcus virus Andhra	2732591	S	883	0	883	0.0220534978
Ralstonia solanacearum	305	S	612	76	688	0.0171832463
Pseudomonas sp. CMR12a	658629	S	479	71	550	0.0137366068
Acinetobacter junii	40215	S	452	47	499	0.0124628487
Streptomyces lividans	1916	S	138	332	470	0.0117385549
Bacillus cereus	1396	S	209	206	415	0.0103648942
Diaphorobacter sp. HDW4A	2714924	S	235	89	324	0.0080921102
Aulosira laxa	1541975	S	1	313	314	0.0078423537
Xanthomonas euvesicatoria	456327	S	9	274	283	0.0070681086
Variovorax boronicumulans	436515	S	181	86	267	0.0066684982
Paenibacillus larvae	1464	S	1	262	263	0.0065685956
Acidovorax sp. KKS102	358220	S	199	50	249	0.0062189365
Variovorax paradoxus	34073	S	201	42	243	0.0060690826
Rhodococcus qingshengii	334542	S	53	172	225	0.0056195210
Acidovorax sp. JMULE5	2518343	S	179	20	199	0.0049701541
Staphylococcus sp. T93	2799681	S	3	193	196	0.0048952272
Rhodococcus erythropolis	1833	S	55	126	181	0.0045205924
Klebsiella grimontii	2058152	S	56	123	179	0.0044706411
Pseudomonas aeruginosa	287	S	57	121	178	0.0044456655
Acidovorax sp. T1	1858609	S	67	95	162	0.0040460551
Alicycliphilus denitrificans	179636	S	80	79	159	0.0039711282
Priestia megaterium	1404	S	123	31	154	0.0038462499
Ottowia oryzae	2109914	S	140	9	149	0.0037213717
Spirosoma sp. KUDC1026	2745947	S	141	5	146	0.0036464447
Delftia sp. KV29	1170710	S	2	143	145	0.0036214691
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	57	87	144	0.0035964934
Janthinobacterium agaricidamnosum	55508	S	51	81	132	0.0032967856
Lysobacter enzymogenes	69	S	114	8	122	0.0030470291
Halomonas sp. JS92-SW72	2306583	S	106	10	116	0.0028971753
Variovorax sp. 38R	2774875	S	67	47	114	0.0028472240
Acidovorax sp. JS42	232721	S	10	104	114	0.0028472240
Delftia acidovorans	80866	S	50	62	112	0.0027972727
Rhizobacter sp. AJA081-3	2753607	S	99	12	111	0.0027722970
Stenotrophomonas maltophilia	40324	S	71	37	108	0.0026973701
Janthinobacterium sp. HH102	1537274	S	40	64	104	0.0025974675
Thiomonas sp. CB2	554131	S	1	103	104	0.0025974675
Clostridium botulinum	1491	S	87	17	104	0.0025974675
Anabaena sp. YBS01	2490939	S	23	81	104	0.0025974675
Kinneretia sp. DAIF2	2714952	S	91	8	99	0.0024725892
Cloacibacterium normanense	237258	S	88	10	98	0.0024476136
Diaphorobacter aerolatus	1288495	S	62	34	96	0.0023976623
Variovorax sp. PAMC26660	2762322	S	84	10	94	0.0023477110
Acinetobacter baumannii	470	S	32	62	94	0.0023477110
Acidovorax carolinensis	553814	S	64	23	87	0.0021728814
Rhodoferax koreense	1842727	S	63	22	85	0.0021229301
Cereibacter sphaeroides	1063	S	32	52	84	0.0020979545
Variovorax sp. PBL-H6	434009	S	29	53	82	0.0020480032
Rhodococcus sp. YL-1	1045808	S	22	59	81	0.0020230275
Achromobacter xylosoxidans	85698	S	44	36	80	0.0019980519
Limnohabitans sp. 63ED37-2	1678128	S	74	2	76	0.0018981493
Pasteurella multocida	747	S	60	15	75	0.0018731737
Rhizobacter gummiphilus	946333	S	68	6	74	0.0018481980
Paucibacter sp. KCTC 42545	1768242	S	68	6	74	0.0018481980
Rhodococcus sp. 008	1723645	S	17	57	74	0.0018481980
Flavobacterium psychrophilum	96345	S	52	22	74	0.0018481980
Polynucleobacter difficilis	556054	S	71	2	73	0.0018232224
Thiomonas sp. OC7	2493107	S	1	71	72	0.0017982467
Janthinobacterium sp. LM6	1938606	S	51	20	71	0.0017732711
Microbacterium sp. PM5	2014534	S	63	6	69	0.0017233198
Paenarthrobacter sp. YJN-D	2735317	S	58	11	69	0.0017233198
Staphylococcus cohnii	29382	S	62	7	69	0.0017233198
Urbifossiella limnaea	2528023	S	64	5	69	0.0017233198
Comamonas testosteroni	285	S	43	25	68	0.0016983441
Lactococcus lactis	1358	S	19	49	68	0.0016983441
Oscillatoria nigro-viridis	482564	S	66	2	68	0.0016983441
Sphingobium yanoikuyae	13690	S	35	32	67	0.0016733685
Sorangium cellulosum	56	S	62	5	67	0.0016733685
Dermacoccus nishinomiyaensis	1274	S	60	7	67	0.0016733685
Rhodopseudomonas palustris	1076	S	54	12	66	0.0016483928
Proteus virus Isfahan	2560650	S	66	0	66	0.0016483928
Variovorax sp. WDL1	207745	S	30	35	65	0.0016234172
Variovorax sp. PBL-E5	434014	S	12	53	65	0.0016234172
Cupriavidus taiwanensis	164546	S	40	25	65	0.0016234172
Hydrogenophaga sp. PBL-H3	434010	S	42	22	64	0.0015984415
Methylorubrum extorquens	408	S	33	31	64	0.0015984415
Flavobacterium phage vB_FspS_tooticki6-1	2686279	S	15	49	64	0.0015984415
Variovorax sp. PAMC 28711	1795631	S	59	3	62	0.0015484902
Hydrogenophaga sp. BPS33	2651974	S	46	16	62	0.0015484902
Pseudomonas fluorescens	294	S	48	14	62	0.0015484902
Janthinobacterium lividum	29581	S	29	32	61	0.0015235146
Diaphorobacter sp. JS3050	2735554	S	5	54	59	0.0014735633
Sphingomonas melonis	152682	S	18	41	59	0.0014735633
Acidovorax sp. 1608163	2478662	S	54	4	58	0.0014485876
Rhodoferax sediminis	2509614	S	55	3	58	0.0014485876
Moraxella osloensis	34062	S	56	2	58	0.0014485876
Aquabacterium olei	1296669	S	51	6	57	0.0014236120
Rhodococcus sp. NJ-530	2490853	S	14	43	57	0.0014236120
Staphylococcus aureus	1280	S	35	22	57	0.0014236120
Mitsuaria sp. 7	1658665	S	50	5	55	0.0013736607
Propionibacterium sp. oral taxon 193	671223	S	52	3	55	0.0013736607
Rhodoferax sp. AJA081-3	2752316	S	52	2	54	0.0013486850
Curvibacter sp. AEP1-3	1844971	S	53	1	54	0.0013486850
Nostoc sp. PCC 7524	28072	S	53	1	54	0.0013486850
Flavobacterium phage Fpv20	1814283	S	1	53	54	0.0013486850
Leptothrix cholodnii	34029	S	46	7	53	0.0013237094
Bradyrhizobium diazoefficiens	1355477	S	26	27	53	0.0013237094
Methylorubrum populi	223967	S	39	13	52	0.0012987337
Variovorax sp. SRS16	282217	S	11	40	51	0.0012737581
Ramlibacter tataouinensis	94132	S	48	3	51	0.0012737581
Burkholderia pseudomallei	28450	S	21	30	51	0.0012737581
Methylibium sp. Pch-M	2082386	S	29	22	51	0.0012737581
Rubrivivax gelatinosus	28068	S	45	6	51	0.0012737581
Pseudomonas stutzeri	316	S	44	7	51	0.0012737581
Pedobacter roseus	336820	S	37	14	51	0.0012737581
Acidovorax sp. RAC01	1842533	S	40	10	50	0.0012487824
Schlegelella thermodepolymerans	215580	S	45	5	50	0.0012487824
Rhodoferax saidenbachensis	1484693	S	46	3	49	0.0012238068
Delftia lacustris	558537	S	11	38	49	0.0012238068
Blattabacterium cuenoti	1653831	S	43	6	49	0.0012238068
Limnoglobus roseus	2598579	S	47	2	49	0.0012238068
Janthinobacterium sp. 1_2014MBL_MicDiv	1644131	S	41	7	48	0.0011988311
Tabrizicola piscis	2494374	S	47	1	48	0.0011988311
Comamonas aquatica	225991	S	41	6	47	0.0011738555
Pseudomonas putida	303	S	32	15	47	0.0011738555
Sphingorhabdus lacus	392610	S	46	0	46	0.0011488798
Azospirillum brasilense	192	S	31	14	45	0.0011239042
Hydrogenophaga sp. NH-16	2184519	S	23	21	44	0.0010989285
Delftia tsuruhatensis	180282	S	12	32	44	0.0010989285
blood disease bacterium A2-HR MARDI	1944648	S	6	38	44	0.0010989285
Janthinobacterium svalbardensis	368607	S	32	11	43	0.0010739529
Sphaerotilus natans	34103	S	37	6	43	0.0010739529
Bradyrhizobium erythrophlei	1437360	S	41	2	43	0.0010739529
Pedobacter sp. SW-16	2766984	S	36	7	43	0.0010739529
Variovorax sp. PAMC28562	2762323	S	41	1	42	0.0010489772
Cupriavidus necator	106590	S	36	6	42	0.0010489772
Buchnera aphidicola	9	S	43	-1	42	0.0010489772
Sphingomonas koreensis	93064	S	28	14	42	0.0010489772
Janthinobacterium sp. PLB02	2808899	S	15	26	41	0.0010240016
Streptomyces venezuelae	54571	S	40	1	41	0.0010240016
Pedobacter sp. G11	2482728	S	36	5	41	0.0010240016
Acidovorax avenae	80867	S	31	9	40	0.0009990259
Methylobacterium sp. XJLW	739141	S	4	36	40	0.0009990259
Variovorax sp. HW608	1034889	S	37	2	39	0.0009740503
Acinetobacter johnsonii	40214	S	19	20	39	0.0009740503
Methylobacterium oryzae	334852	S	4	35	39	0.0009740503
Frigoriglobus tundricola	2774151	S	34	5	39	0.0009740503
Polaromonas naphthalenivorans	216465	S	35	3	38	0.0009490747
Janthinobacterium tructae	2590869	S	28	10	38	0.0009490747
Simplicispira suum	2109915	S	33	4	37	0.0009240990
Citrobacter freundii	546	S	18	19	37	0.0009240990
Salmonella enterica	28901	S	16	21	37	0.0009240990
Agrobacterium tumefaciens	358	S	20	17	37	0.0009240990
Candidatus Planktophila sulfonica	1884904	S	35	2	37	0.0009240990
Acaryochloris marina	155978	S	37	0	37	0.0009240990
Variovorax sp. RA8	662548	S	23	13	36	0.0008991234
Sphingopyxis sp. EG6	1874061	S	28	8	36	0.0008991234
Staphylococcus epidermidis	1282	S	32	4	36	0.0008991234
Kaistella jeonii	266749	S	34	2	36	0.0008991234
Methylomonas sp. LL1	2785785	S	35	0	35	0.0008741477
Microbacterium hominis	162426	S	29	6	35	0.0008741477
Myroides odoratimimus	76832	S	13	21	34	0.0008491721
Pedobacter sp. HDW13	2714940	S	31	3	34	0.0008491721
Roseateles depolymerans	76731	S	30	3	33	0.0008241964
Escherichia coli	562	S	14	19	33	0.0008241964
Labilithrix luteola	1391654	S	33	0	33	0.0008241964
Variovorax sp. PBS-H4	434008	S	24	8	32	0.0007992208
Rhodoferax sp. BAB1	2741720	S	29	3	32	0.0007992208
Hydrogenophaga sp. BA0156	2716225	S	25	7	32	0.0007992208
Burkholderia gladioli	28095	S	29	3	32	0.0007992208
Pseudomonas tolaasii	29442	S	30	2	32	0.0007992208
Pseudomonas citronellolis	53408	S	22	10	32	0.0007992208
Microcystis aeruginosa	1126	S	30	2	32	0.0007992208
Flavobacterium sp. Sr18	935222	S	30	2	32	0.0007992208
Comamonas thiooxydans	363952	S	19	12	31	0.0007742451
Clostridium perfringens	1502	S	30	1	31	0.0007742451
Luteolibacter luteus	2728835	S	31	0	31	0.0007742451
Collimonas fungivorans	158899	S	25	5	30	0.0007492695
Vibrio anguillarum	55601	S	28	2	30	0.0007492695
Bosea sp. RAC05	1842539	S	25	5	30	0.0007492695
Methylobacterium aquaticum	270351	S	26	4	30	0.0007492695
Variovorax sp. RKNM96	2681552	S	24	5	29	0.0007242938
Diaphorobacter polyhydroxybutyrativorans	1546149	S	6	23	29	0.0007242938
Polaromonas sp. JS666	296591	S	28	1	29	0.0007242938
Melaminivora sp. SC2-9	2109913	S	24	5	29	0.0007242938
Inhella inkyongensis	392593	S	27	2	29	0.0007242938
Bosea sp. ANAM02	2020412	S	23	6	29	0.0007242938
Tardiphaga robiniae	943830	S	28	1	29	0.0007242938
Methylobacterium sp. 17Sr1-43	2202828	S	27	2	29	0.0007242938
Bacillus thuringiensis	1428	S	13	16	29	0.0007242938
Chryseobacterium manosquense	2754694	S	12	17	29	0.0007242938
Pseudobacter ginsenosidimutans	661488	S	27	2	29	0.0007242938
Comamonas kerstersii	225992	S	25	3	28	0.0006993182
Verminephrobacter eiseniae	364317	S	28	0	28	0.0006993182
Cupriavidus oxalaticus	96344	S	22	6	28	0.0006993182
Bordetella parapertussis	519	S	8	20	28	0.0006993182
Bradyrhizobium lablabi	722472	S	12	16	28	0.0006993182
Bacillus subtilis	1423	S	12	16	28	0.0006993182
Flavobacterium nackdongense	2547394	S	27	1	28	0.0006993182
Chryseobacterium aureum	2497456	S	26	2	28	0.0006993182
Acidovorax antarcticus	2743470	S	23	4	27	0.0006743425
Acidovorax ebreus	721785	S	4	23	27	0.0006743425
Hydrogenophaga sp. RAC07	1842537	S	22	5	27	0.0006743425
Polaromonas sp. E3S	1840265	S	2	25	27	0.0006743425
Cupriavidus basilensis	68895	S	22	5	27	0.0006743425
Sphingopyxis sp. 113P3	292913	S	20	7	27	0.0006743425
Pedobacter sp. KBS0701	2578106	S	22	5	27	0.0006743425
Ralstonia mannitolilytica	105219	S	21	5	26	0.0006493669
Polynucleobacter necessarius	576610	S	25	1	26	0.0006493669
Enterobacter hormaechei	158836	S	11	15	26	0.0006493669
Stenotrophomonas sp. PAMC25021	2565559	S	1	25	26	0.0006493669
Bradyrhizobium sp.	376	S	11	15	26	0.0006493669
Bradyrhizobium elkanii	29448	S	1	25	26	0.0006493669
Methylobacterium durans	2202825	S	25	1	26	0.0006493669
Sinorhizobium fredii	380	S	10	16	26	0.0006493669
Rhodococcus sp. BH4	1807790	S	6	20	26	0.0006493669
Rhodoferax antarcticus	81479	S	24	1	25	0.0006243912
Hydrogenophaga sp. YM1	2806262	S	21	4	25	0.0006243912
Hydrogenophaga sp. PBC	795665	S	19	6	25	0.0006243912
Methylibium petroleiphilum	105560	S	16	9	25	0.0006243912
Haemophilus parainfluenzae	729	S	23	2	25	0.0006243912
Sphingomonas sp. DH-S5	2759526	S	24	1	25	0.0006243912
Sphingopyxis granuli	267128	S	7	18	25	0.0006243912
Rhodococcus sp. AQ5-07	2054902	S	8	17	25	0.0006243912
Curtobacterium flaccumfaciens	2035	S	22	3	25	0.0006243912
Flavobacterium johnsoniae	986	S	20	5	25	0.0006243912
Gemmata obscuriglobus	114	S	23	2	25	0.0006243912
Verrucomicrobium spinosum	2736	S	24	1	25	0.0006243912
Acidovorax citrulli	80869	S	16	8	24	0.0005994156
Ottowia sp. 27C	2816950	S	23	1	24	0.0005994156
Xanthomonas citri	346	S	22	2	24	0.0005994156
Aeromonas salmonicida	645	S	14	10	24	0.0005994156
Bradyrhizobium sp. CCBAU 51765	1325102	S	20	4	24	0.0005994156
Bradyrhizobium paxllaeri	190148	S	22	2	24	0.0005994156
Bosea sp. Tri-49	1867715	S	21	3	24	0.0005994156
Methylobacterium brachiatum	269660	S	20	4	24	0.0005994156
Mesorhizobium huakuii	28104	S	8	16	24	0.0005994156
Sphingobium amiense	135719	S	10	14	24	0.0005994156
Gemmobacter sp. HYN0069	2169400	S	23	1	24	0.0005994156
Clostridioides difficile	1496	S	22	2	24	0.0005994156
Roseimicrobium sp. ORNL1	2711231	S	24	0	24	0.0005994156
Diaphorobacter sp. JS3051	2792224	S	2	21	23	0.0005744399
Bordetella hinzii	103855	S	21	2	23	0.0005744399
Xanthomonas campestris	339	S	23	0	23	0.0005744399
Sphingomonas alpina	653931	S	23	0	23	0.0005744399
Micrococcus luteus	1270	S	14	9	23	0.0005744399
Flavobacterium sp. KBS0721	1179672	S	18	5	23	0.0005744399
Flavobacterium commune	1306519	S	22	1	23	0.0005744399
Pedobacter sp. JBR3-12	2789740	S	22	1	23	0.0005744399
Gemmata massiliana	1210884	S	17	6	23	0.0005744399
Hydrogenophaga pseudoflava	47421	S	14	8	22	0.0005494643
Burkholderia multivorans	87883	S	18	4	22	0.0005494643
