name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Cutibacterium acnes	1747	S	546	67	613	0.0376396905
Pseudomonas sp. CMR12a	658629	S	459	54	513	0.0314994474
Oscillatoria nigro-viridis	482564	S	348	23	371	0.0227803021
Acinetobacter junii	40215	S	281	25	306	0.0187891441
Bacillus cereus	1396	S	146	145	291	0.0178681076
Paenibacillus larvae	1464	S	1	277	278	0.0170698760
Pasteurella multocida	747	S	174	46	220	0.0135085349
Ralstonia solanacearum	305	S	146	26	172	0.0105612182
Vibrio anguillarum	55601	S	145	3	148	0.0090875599
Acidovorax sp. KKS102	358220	S	104	34	138	0.0084735356
Diaphorobacter sp. HDW4A	2714924	S	90	40	130	0.0079823161
Xanthomonas euvesicatoria	456327	S	2	122	124	0.0076139015
Klebsiella grimontii	2058152	S	50	73	123	0.0075524991
Spirosoma sp. KUDC1026	2745947	S	113	1	114	0.0069998772
Variovorax paradoxus	34073	S	92	19	111	0.0068156699
Acidovorax sp. T1	1858609	S	35	57	92	0.0056490237
Priestia megaterium	1404	S	76	16	92	0.0056490237
Acidovorax sp. JMULE5	2518343	S	80	11	91	0.0055876213
Acinetobacter baumannii	470	S	21	70	91	0.0055876213
Acidovorax sp. JS42	232721	S	7	81	88	0.0054034140
Clostridium botulinum	1491	S	77	9	86	0.0052806091
Streptococcus thermophilus	1308	S	47	33	80	0.0049121945
Delftia sp. KV29	1170710	S	1	78	79	0.0048507921
Variovorax boronicumulans	436515	S	52	24	76	0.0046665848
Anabaena sp. YBS01	2490939	S	3	69	72	0.0044209751
Rhodococcus erythropolis	1833	S	24	47	71	0.0043595726
Delftia acidovorans	80866	S	34	36	70	0.0042981702
Variovorax sp. PMC12	2126319	S	3	65	68	0.0041753653
Kinneretia sp. DAIF2	2714952	S	58	7	65	0.0039911580
Rhodococcus qingshengii	334542	S	17	47	64	0.0039297556
Propionibacterium sp. oral taxon 193	671223	S	55	4	59	0.0036227435
Streptomyces lividans	1916	S	4	55	59	0.0036227435
Pseudomonas aeruginosa	287	S	18	40	58	0.0035613410
Acaryochloris marina	155978	S	55	1	56	0.0034385362
Microcystis aeruginosa	1126	S	47	8	55	0.0033771337
Staphylococcus aureus	1280	S	25	28	53	0.0032543289
Janthinobacterium sp. HH102	1537274	S	21	31	52	0.0031929264
Stenotrophomonas maltophilia	40324	S	27	25	52	0.0031929264
Alicycliphilus denitrificans	179636	S	21	26	47	0.0028859143
Vibrio coralliilyticus	190893	S	46	1	47	0.0028859143
Flavobacterium phage vB_FspS_filifjonk9-1	2686245	S	18	29	47	0.0028859143
Lysobacter enzymogenes	69	S	42	4	46	0.0028245119
Polynucleobacter difficilis	556054	S	45	0	45	0.0027631094
Klebsiella pneumoniae	573	S	10	35	45	0.0027631094
Variovorax sp. 38R	2774875	S	27	17	44	0.0027017070
Moraxella osloensis	34062	S	42	2	44	0.0027017070
Acidovorax carolinensis	553814	S	30	12	42	0.0025789021
Halomonas sp. JS92-SW72	2306583	S	39	3	42	0.0025789021
Janthinobacterium agaricidamnosum	55508	S	16	24	40	0.0024560973
Acidovorax sp. 1608163	2478662	S	35	3	38	0.0023332924
Achromobacter xylosoxidans	85698	S	23	15	38	0.0023332924
Microbacterium sp. PM5	2014534	S	34	4	38	0.0023332924
Paenarthrobacter sp. YJN-D	2735317	S	30	8	38	0.0023332924
Variovorax sp. PAMC26660	2762322	S	34	3	37	0.0022718900
Pseudomonas fluorescens	294	S	27	9	36	0.0022104875
Diaphorobacter aerolatus	1288495	S	21	14	35	0.0021490851
Nostoc carneum	374162	S	7	28	35	0.0021490851
Acidovorax sp. RAC01	1842533	S	25	8	33	0.0020262802
Rhodoferax koreense	1842727	S	24	9	33	0.0020262802
Sphingobium yanoikuyae	13690	S	14	19	33	0.0020262802
Limnoglobus roseus	2598579	S	32	1	33	0.0020262802
Comamonas testosteroni	285	S	20	11	31	0.0019034754
Polaromonas sp. JS666	296591	S	20	11	31	0.0019034754
Rhizobacter sp. AJA081-3	2753607	S	27	4	31	0.0019034754
Paucibacter sp. KCTC 42545	1768242	S	28	3	31	0.0019034754
Sphingomonas melonis	152682	S	11	20	31	0.0019034754
Dermacoccus nishinomiyaensis	1274	S	27	4	31	0.0019034754
Urbifossiella limnaea	2528023	S	29	2	31	0.0019034754
Sorangium cellulosum	56	S	25	5	30	0.0018420729
Flavobacterium phage vB_FspS_mymlan6-1	2686266	S	8	22	30	0.0018420729
Hydrogenophaga sp. RAC07	1842537	S	24	5	29	0.0017806705
Delftia lacustris	558537	S	7	22	29	0.0017806705
Aquabacterium olei	1296669	S	25	4	29	0.0017806705
Variovorax sp. PAMC 28711	1795631	S	27	1	28	0.0017192681
Rhodopseudomonas palustris	1076	S	25	3	28	0.0017192681
Roseateles depolymerans	76731	S	24	3	27	0.0016578657
Rubrivivax gelatinosus	28068	S	23	4	27	0.0016578657
Diaphorobacter sp. JS3051	2792224	S	2	24	26	0.0015964632
Limnohabitans sp. 63ED37-2	1678128	S	25	1	26	0.0015964632
Diaphorobacter sp. JS3050	2735554	S	2	23	25	0.0015350608
Pseudomonas stutzeri	316	S	22	3	25	0.0015350608
Burkholderia pseudomallei	28450	S	14	10	24	0.0014736584
Janthinobacterium sp. LM6	1938606	S	18	6	24	0.0014736584
Citrobacter freundii	546	S	10	14	24	0.0014736584
Flavobacterium psychrophilum	96345	S	22	2	24	0.0014736584
Rhodoferax sp. AJA081-3	2752316	S	23	0	23	0.0014122559
Comamonas aquatica	225991	S	20	3	23	0.0014122559
Ramlibacter tataouinensis	94132	S	22	1	23	0.0014122559
Blattabacterium cuenoti	1653831	S	22	1	23	0.0014122559
Pedobacter sp. HDW13	2714940	S	20	3	23	0.0014122559
Curvibacter sp. AEP1-3	1844971	S	22	0	22	0.0013508535
Rhodococcus sp. 008	1723645	S	6	16	22	0.0013508535
Flavobacterium sp. Sr18	935222	S	20	2	22	0.0013508535
Cloacibacterium normanense	237258	S	20	2	22	0.0013508535
Pedobacter sp. SW-16	2766984	S	18	4	22	0.0013508535
Acidovorax avenae	80867	S	17	4	21	0.0012894511
Acidovorax ebreus	721785	S	3	18	21	0.0012894511
Variovorax sp. HW608	1034889	S	19	1	20	0.0012280486
Hydrogenophaga sp. NH-16	2184519	S	9	11	20	0.0012280486
Mitsuaria sp. 7	1658665	S	18	2	20	0.0012280486
Staphylococcus epidermidis	1282	S	18	2	20	0.0012280486
Cupriavidus taiwanensis	164546	S	15	4	19	0.0011666462
Rhizobacter gummiphilus	946333	S	17	2	19	0.0011666462
Leptothrix cholodnii	34029	S	16	3	19	0.0011666462
Pseudomonas putida	303	S	13	6	19	0.0011666462
Sphingopyxis macrogoltabida	33050	S	14	5	19	0.0011666462
Microbacterium hominis	162426	S	16	3	19	0.0011666462
Lactiplantibacillus plantarum	1590	S	8	11	19	0.0011666462
Anabaena cylindrica	1165	S	16	3	19	0.0011666462
Polaromonas naphthalenivorans	216465	S	17	1	18	0.0011052438
Sphaerotilus natans	34103	S	15	3	18	0.0011052438
Dolichospermum flos-aquae	1166	S	1	17	18	0.0011052438
Variovorax sp. PDNC026	2811425	S	1	16	17	0.0010438413
Rhodoferax sediminis	2509614	S	17	0	17	0.0010438413
Hydrogenophaga sp. YM1	2806262	S	14	3	17	0.0010438413
Comamonas sp. 7D-2	1232667	S	1	16	17	0.0010438413
Ottowia sp. 27C	2816950	S	16	1	17	0.0010438413
Ottowia oryzae	2109914	S	16	1	17	0.0010438413
Melaminivora sp. SC2-9	2109913	S	14	3	17	0.0010438413
Inhella inkyongensis	392593	S	16	1	17	0.0010438413
Pseudomonas sp. 13159349	2662034	S	3	14	17	0.0010438413
Mycobacteroides chelonae	1774	S	10	7	17	0.0010438413
Oxynema sp. AP17	2064643	S	14	3	17	0.0010438413
Pedobacter sp. G11	2482728	S	15	2	17	0.0010438413
Frigoriglobus tundricola	2774151	S	16	1	17	0.0010438413
Proteus virus Isfahan	2560650	S	17	0	17	0.0010438413
Variovorax sp. WDL1	207745	S	10	6	16	0.0009824389
Rhodoferax sp. BAB1	2741720	S	15	1	16	0.0009824389
Delftia tsuruhatensis	180282	S	5	11	16	0.0009824389
Myroides odoratimimus	76832	S	8	8	16	0.0009824389
Kaistella jeonii	266749	S	16	0	16	0.0009824389
Pseudobacter ginsenosidimutans	661488	S	16	0	16	0.0009824389
Gemmata obscuriglobus	114	S	15	1	16	0.0009824389
Rhodoferax ferrireducens	192843	S	15	0	15	0.0009210365
Schlegelella thermodepolymerans	215580	S	13	2	15	0.0009210365
Escherichia coli	562	S	5	10	15	0.0009210365
Aeromonas caviae	648	S	7	8	15	0.0009210365
Rhizobium pusense	648995	S	3	12	15	0.0009210365
Sphingorhabdus lacus	392610	S	15	0	15	0.0009210365
Dolichospermum sp. UHCC 0315A	1914871	S	1	14	15	0.0009210365
Pedobacter roseus	336820	S	12	3	15	0.0009210365
Variovorax sp. PBS-H4	434008	S	11	3	14	0.0008596340
Variovorax sp. SRS16	282217	S	7	7	14	0.0008596340
Rhodoferax antarcticus	81479	S	14	0	14	0.0008596340
Janthinobacterium tructae	2590869	S	11	3	14	0.0008596340
Acinetobacter johnsonii	40214	S	8	6	14	0.0008596340
Minicystis rosea	888845	S	12	2	14	0.0008596340
Pseudonocardia sp. AL041005-10	445576	S	12	2	14	0.0008596340
Prochlorococcus marinus	1219	S	13	1	14	0.0008596340
Pedobacter suwonensis	332999	S	12	2	14	0.0008596340
Variovorax sp. PAMC28562	2762323	S	13	0	13	0.0007982316
Acidovorax sp. HDW3	2714923	S	12	1	13	0.0007982316
Comamonas thiooxydans	363952	S	9	4	13	0.0007982316
