name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Stenotrophomonas maltophilia	40324	S	370	75	445	0.0414416092
Cutibacterium acnes	1747	S	398	23	421	0.0392065562
Klebsiella pneumoniae	573	S	182	200	382	0.0355745949
Curtobacterium flaccumfaciens	2035	S	286	19	305	0.0284037996
Pseudomonas oryzihabitans	47885	S	280	14	294	0.0273794003
Proteus virus Isfahan	2560650	S	239	1	240	0.0223505308
Streptomyces lividans	1916	S	95	102	197	0.0183460607
Ralstonia solanacearum	305	S	143	23	166	0.0154591172
Xanthomonas euvesicatoria	456327	S	5	123	128	0.0119202831
Staphylococcus sp. T93	2799681	S	1	108	109	0.0101508661
Staphylococcus epidermidis	1282	S	77	27	104	0.0096852300
Pseudomonas fluorescens	294	S	80	18	98	0.0091264668
Bacillus thuringiensis	1428	S	23	75	98	0.0091264668
Dermacoccus nishinomiyaensis	1274	S	74	5	79	0.0073570497
Acidovorax sp. KKS102	358220	S	50	12	62	0.0057738871
Staphylococcus pasteuri	45972	S	50	9	59	0.0054945055
Escherichia coli	562	S	17	40	57	0.0053082511
Enterococcus faecalis	1351	S	47	10	57	0.0053082511
Raoultella terrigena	577	S	18	38	56	0.0052151239
Rhodococcus qingshengii	334542	S	10	45	55	0.0051219966
Methylomonas sp. LL1	2785785	S	53	0	53	0.0049357422
Pasteurella multocida	747	S	43	9	52	0.0048426150
Staphylococcus warneri	1292	S	36	9	45	0.0041907245
Acidovorax sp. JS42	232721	S	4	34	38	0.0035388340
Pseudomonas aeruginosa	287	S	16	21	37	0.0034457068
Moraxella osloensis	34062	S	36	0	36	0.0033525796
Variovorax paradoxus	34073	S	30	6	36	0.0033525796
Collimonas fungivorans	158899	S	33	2	35	0.0032594524
Sphingobium sp. YG1	2082188	S	29	4	33	0.0030731980
Sphingomonas koreensis	93064	S	25	7	32	0.0029800708
Pseudomonas sp. CMR12a	658629	S	16	14	30	0.0027938164
