chr1	248956422	29434532	65244
chr2	242193529	28714173	59383
chr3	198295559	23506115	48339
chr4	190214555	22292989	63457
chr5	181538259	21284204	45631
chr6	170805979	20001191	40708
chr7	159345973	18572223	41850
chr8	145138636	17196516	33009
chr9	138394717	14559050	32201
chr10	133797422	16184773	48859
chr11	135086622	16008175	33555
chr12	133275309	15822405	34225
chr13	114364328	12167159	22170
chr14	107043718	10565359	22313
chr15	101991189	10565082	23265
chr16	90338345	10454392	31173
chr17	83257441	9915534	31674
chr18	80373285	9531511	18451
chr19	58617616	6428154	23257
chr20	64444167	8134714	26660
chr21	46709983	4985897	17559
chr22	50818468	4608480	16227
chrX	156040895	18251565	34417
chrY	57227415	200040	13895
chrM	16569	25139	105
chr1_KI270706v1_random	175055	28210	63
chr1_KI270707v1_random	32032	4204	12
chr1_KI270708v1_random	127682	9577	57
chr1_KI270709v1_random	66860	126973	561
chr1_KI270710v1_random	40176	4985	8
chr1_KI270711v1_random	42210	16973	27
chr1_KI270712v1_random	176043	23436	146
chr1_KI270713v1_random	40745	11745	29
chr1_KI270714v1_random	41717	8676	17
chr2_KI270715v1_random	161471	17816	23
chr2_KI270716v1_random	153799	15482	39
chr3_GL000221v1_random	155397	36191	49
chr4_GL000008v2_random	209709	40085	1053
chr5_GL000208v1_random	92689	15736	161
chr9_KI270717v1_random	40062	3919	10
chr9_KI270718v1_random	38054	7057	40
chr9_KI270719v1_random	176845	35116	77
chr9_KI270720v1_random	39050	8027	48
chr11_KI270721v1_random	100316	6827	7
chr14_GL000009v2_random	201709	29275	78
chr14_GL000225v1_random	211173	241619	10018
chr14_KI270722v1_random	194050	11394	104
chr14_GL000194v1_random	191469	40300	149
chr14_KI270723v1_random	38115	7043	263
chr14_KI270724v1_random	39555	6864	205
chr14_KI270725v1_random	172810	24198	62
chr14_KI270726v1_random	43739	842	27
chr15_KI270727v1_random	448248	48542	100
chr16_KI270728v1_random	1872759	172533	452
chr17_GL000205v2_random	185591	54503	316
chr17_KI270729v1_random	280839	81526	4881
chr17_KI270730v1_random	112551	16745	1933
chr22_KI270731v1_random	150754	18282	128
chr22_KI270732v1_random	41543	15004	67
chr22_KI270733v1_random	179772	157105	1148
chr22_KI270734v1_random	165050	17769	175
chr22_KI270735v1_random	42811	16017	374
chr22_KI270736v1_random	181920	21367	2615
chr22_KI270737v1_random	103838	11320	940
chr22_KI270738v1_random	99375	13111	323
chr22_KI270739v1_random	73985	5817	140
chrY_KI270740v1_random	37240	0	0
chrUn_KI270302v1	2274	423	0
chrUn_KI270304v1	2165	2064	29
chrUn_KI270303v1	1942	2950	22
chrUn_KI270305v1	1472	202	0
chrUn_KI270322v1	21476	1544	12
chrUn_KI270320v1	4416	1078	5
chrUn_KI270310v1	1201	4643	37
chrUn_KI270316v1	1444	70	0
chrUn_KI270315v1	2276	279	0
chrUn_KI270312v1	998	186	1
chrUn_KI270311v1	12399	1077	3
chrUn_KI270317v1	37690	956	23
chrUn_KI270412v1	1179	653	5
chrUn_KI270411v1	2646	5861	36
chrUn_KI270414v1	2489	321	0
chrUn_KI270419v1	1029	85	1
chrUn_KI270418v1	2145	430	4
chrUn_KI270420v1	2321	639	8
chrUn_KI270424v1	2140	121	2
chrUn_KI270417v1	2043	203	5
chrUn_KI270422v1	1445	888	9
chrUn_KI270423v1	981	171	0
chrUn_KI270425v1	1884	107	0
chrUn_KI270429v1	1361	307	3
chrUn_KI270442v1	392061	113037	3172
chrUn_KI270466v1	1233	13951	373
chrUn_KI270465v1	1774	2815	74
chrUn_KI270467v1	3920	48348	1012
chrUn_KI270435v1	92983	20529	327
chrUn_KI270438v1	112505	290536	3698
chrUn_KI270468v1	4055	858	4
chrUn_KI270510v1	2415	1077	16
chrUn_KI270509v1	2318	1328	9
chrUn_KI270518v1	2186	1153	16
chrUn_KI270508v1	1951	1233	0
chrUn_KI270516v1	1300	642	14
chrUn_KI270512v1	22689	4952	138
chrUn_KI270519v1	138126	35354	551
chrUn_KI270522v1	5674	822	20
chrUn_KI270511v1	8127	1915	62
chrUn_KI270515v1	6361	3626	28
chrUn_KI270507v1	5353	2408	7
chrUn_KI270517v1	3253	1966	36
