chr1	248956422	20462936	51253
chr2	242193529	19877314	46954
chr3	198295559	16297665	38284
chr4	190214555	15305365	52708
chr5	181538259	14636336	36860
chr6	170805979	13940567	34539
chr7	159345973	13029097	33424
chr8	145138636	11973975	26073
chr9	138394717	10416374	25976
chr10	133797422	11361376	39371
chr11	135086622	11271445	27726
chr12	133275309	11063014	27459
chr13	114364328	8299142	16927
chr14	107043718	7428093	18165
chr15	101991189	7244360	18090
chr16	90338345	7541635	25662
chr17	83257441	7012882	27073
chr18	80373285	6636418	14216
chr19	58617616	4674041	21389
chr20	64444167	5762248	21893
chr21	46709983	3727431	15410
chr22	50818468	3348722	13625
chrX	156040895	12809305	26945
chrY	57227415	158278	12211
chrM	16569	29682	105
chr1_KI270706v1_random	175055	21014	65
chr1_KI270707v1_random	32032	3571	9
chr1_KI270708v1_random	127682	7650	41
chr1_KI270709v1_random	66860	70820	294
chr1_KI270710v1_random	40176	3502	7
chr1_KI270711v1_random	42210	10561	18
chr1_KI270712v1_random	176043	15962	102
chr1_KI270713v1_random	40745	9964	37
chr1_KI270714v1_random	41717	4802	8
chr2_KI270715v1_random	161471	12973	18
chr2_KI270716v1_random	153799	11487	34
chr3_GL000221v1_random	155397	28816	47
chr4_GL000008v2_random	209709	33286	1088
chr5_GL000208v1_random	92689	12520	115
chr9_KI270717v1_random	40062	2703	5
chr9_KI270718v1_random	38054	4797	29
chr9_KI270719v1_random	176845	23362	57
chr9_KI270720v1_random	39050	5499	31
chr11_KI270721v1_random	100316	4268	5
chr14_GL000009v2_random	201709	34548	91
chr14_GL000225v1_random	211173	181047	9062
chr14_KI270722v1_random	194050	15464	82
chr14_GL000194v1_random	191469	47852	120
chr14_KI270723v1_random	38115	7407	270
chr14_KI270724v1_random	39555	7924	248
chr14_KI270725v1_random	172810	17490	48
chr14_KI270726v1_random	43739	1544	28
chr15_KI270727v1_random	448248	22476	57
chr16_KI270728v1_random	1872759	76110	264
chr17_GL000205v2_random	185591	45049	271
chr17_KI270729v1_random	280839	57710	4062
chr17_KI270730v1_random	112551	12387	1453
chr22_KI270731v1_random	150754	9230	95
chr22_KI270732v1_random	41543	10423	62
chr22_KI270733v1_random	179772	155942	1280
chr22_KI270734v1_random	165050	13931	155
chr22_KI270735v1_random	42811	10247	316
chr22_KI270736v1_random	181920	16512	2232
chr22_KI270737v1_random	103838	8490	704
chr22_KI270738v1_random	99375	9464	259
chr22_KI270739v1_random	73985	4634	100
chrY_KI270740v1_random	37240	0	0
chrUn_KI270302v1	2274	166	0
chrUn_KI270304v1	2165	2390	26
chrUn_KI270303v1	1942	2789	33
chrUn_KI270305v1	1472	197	0
chrUn_KI270322v1	21476	975	6
chrUn_KI270320v1	4416	741	0
chrUn_KI270310v1	1201	4443	30
chrUn_KI270316v1	1444	80	0
chrUn_KI270315v1	2276	287	0
chrUn_KI270312v1	998	154	1
chrUn_KI270311v1	12399	1927	2
chrUn_KI270317v1	37690	932	9
chrUn_KI270412v1	1179	517	8
chrUn_KI270411v1	2646	4163	23
chrUn_KI270414v1	2489	253	0
chrUn_KI270419v1	1029	126	0
chrUn_KI270418v1	2145	459	4
chrUn_KI270420v1	2321	536	4
chrUn_KI270424v1	2140	116	0
chrUn_KI270417v1	2043	168	8
chrUn_KI270422v1	1445	535	8
chrUn_KI270423v1	981	132	0
chrUn_KI270425v1	1884	69	1
chrUn_KI270429v1	1361	656	0
chrUn_KI270442v1	392061	75341	2446
chrUn_KI270466v1	1233	6633	327
chrUn_KI270465v1	1774	902	18
chrUn_KI270467v1	3920	23707	868
chrUn_KI270435v1	92983	14510	218
chrUn_KI270438v1	112505	242982	2919
chrUn_KI270468v1	4055	642	2
chrUn_KI270510v1	2415	756	17
chrUn_KI270509v1	2318	786	11
chrUn_KI270518v1	2186	816	11
chrUn_KI270508v1	1951	815	0
chrUn_KI270516v1	1300	444	11
chrUn_KI270512v1	22689	2690	92
chrUn_KI270519v1	138126	20669	406
chrUn_KI270522v1	5674	561	6
chrUn_KI270511v1	8127	1364	41
chrUn_KI270515v1	6361	2407	20
chrUn_KI270507v1	5353	1507	8
