chr1	248956422	28885862	59325
chr2	242193529	28415018	54064
chr3	198295559	23431392	45501
chr4	190214555	22589288	60657
chr5	181538259	21271422	42788
chr6	170805979	20181767	38544
chr7	159345973	18454420	38575
chr8	145138636	17121934	30289
chr9	138394717	14420129	29239
chr10	133797422	15864301	45408
chr11	135086622	15834843	30390
chr12	133275309	15668222	31271
chr13	114364328	12135372	20220
chr14	107043718	10407892	20567
chr15	101991189	10162503	21059
chr16	90338345	9962232	27558
chr17	83257441	9318896	29294
chr18	80373285	9414198	16564
chr19	58617616	5978153	20976
chr20	64444167	7772304	25483
chr21	46709983	4975605	16236
chr22	50818468	4276644	14721
chrX	156040895	18200855	31417
chrY	57227415	184527	13455
chrM	16569	21513	73
chr1_KI270706v1_random	175055	29170	81
chr1_KI270707v1_random	32032	4509	20
chr1_KI270708v1_random	127682	15699	52
chr1_KI270709v1_random	66860	98438	432
chr1_KI270710v1_random	40176	6906	13
chr1_KI270711v1_random	42210	14926	30
chr1_KI270712v1_random	176043	21544	116
chr1_KI270713v1_random	40745	8441	22
chr1_KI270714v1_random	41717	4528	10
chr2_KI270715v1_random	161471	14925	25
chr2_KI270716v1_random	153799	14052	50
chr3_GL000221v1_random	155397	38285	62
chr4_GL000008v2_random	209709	41209	1085
chr5_GL000208v1_random	92689	17806	176
chr9_KI270717v1_random	40062	3471	16
chr9_KI270718v1_random	38054	6609	40
chr9_KI270719v1_random	176845	34271	66
chr9_KI270720v1_random	39050	8174	42
chr11_KI270721v1_random	100316	5210	13
chr14_GL000009v2_random	201709	40315	103
chr14_GL000225v1_random	211173	204007	8494
chr14_KI270722v1_random	194050	21075	105
chr14_GL000194v1_random	191469	41723	111
chr14_KI270723v1_random	38115	7927	247
chr14_KI270724v1_random	39555	9055	204
chr14_KI270725v1_random	172810	27308	71
chr14_KI270726v1_random	43739	3262	21
chr15_KI270727v1_random	448248	53122	111
chr16_KI270728v1_random	1872759	119321	363
chr17_GL000205v2_random	185591	60099	332
chr17_KI270729v1_random	280839	75690	4773
chr17_KI270730v1_random	112551	16132	1942
chr22_KI270731v1_random	150754	9173	138
chr22_KI270732v1_random	41543	11462	41
chr22_KI270733v1_random	179772	179258	1196
chr22_KI270734v1_random	165050	12822	175
chr22_KI270735v1_random	42811	16420	418
chr22_KI270736v1_random	181920	31449	2832
chr22_KI270737v1_random	103838	13971	863
chr22_KI270738v1_random	99375	16112	308
chr22_KI270739v1_random	73985	5909	157
chrY_KI270740v1_random	37240	0	0
chrUn_KI270302v1	2274	305	0
chrUn_KI270304v1	2165	1684	13
chrUn_KI270303v1	1942	1918	19
chrUn_KI270305v1	1472	264	0
chrUn_KI270322v1	21476	1098	2
chrUn_KI270320v1	4416	847	0
chrUn_KI270310v1	1201	3687	24
chrUn_KI270316v1	1444	97	0
chrUn_KI270315v1	2276	303	1
chrUn_KI270312v1	998	182	2
chrUn_KI270311v1	12399	825	0
chrUn_KI270317v1	37690	991	18
chrUn_KI270412v1	1179	285	3
chrUn_KI270411v1	2646	1244	17
chrUn_KI270414v1	2489	415	0
chrUn_KI270419v1	1029	244	0
chrUn_KI270418v1	2145	740	8
chrUn_KI270420v1	2321	683	3
chrUn_KI270424v1	2140	192	2
chrUn_KI270417v1	2043	275	13
chrUn_KI270422v1	1445	932	10
chrUn_KI270423v1	981	145	0
chrUn_KI270425v1	1884	145	0
chrUn_KI270429v1	1361	162	1
chrUn_KI270442v1	392061	104631	3110
chrUn_KI270466v1	1233	18695	384
chrUn_KI270465v1	1774	1292	27
chrUn_KI270467v1	3920	62072	885
chrUn_KI270435v1	92983	20219	276
chrUn_KI270438v1	112505	257995	3107
chrUn_KI270468v1	4055	982	5
chrUn_KI270510v1	2415	1044	10
chrUn_KI270509v1	2318	1332	10
chrUn_KI270518v1	2186	1128	6
chrUn_KI270508v1	1951	1176	0
chrUn_KI270516v1	1300	633	17
chrUn_KI270512v1	22689	3547	126
chrUn_KI270519v1	138126	29473	517
chrUn_KI270522v1	5674	743	14
chrUn_KI270511v1	8127	1876	48
chrUn_KI270515v1	6361	3569	26
chrUn_KI270507v1	5353	2312	13
chrUn_KI270517v1	3253	1933	36
chrUn_KI270529v1	1899	289	3
chrUn_KI270528v1	2983	240	5
chrUn_KI270530v1	2168	95	0
chrUn_KI270539v1	993	20	0
chrUn_KI270538v1	91309	22280	320
chrUn_KI270544v1	1202	881	9
chrUn_KI270548v1	1599	42	0
chrUn_KI270583v1	1400	529	12
chrUn_KI270587v1	2969	401	15
chrUn_KI270580v1	1553	692	0
chrUn_KI270581v1	7046	1132	2
chrUn_KI270579v1	31033	3836	110
chrUn_KI270589v1	44474	9103	417
chrUn_KI270590v1	4685	3129	86
chrUn_KI270584v1	4513	2002	26
chrUn_KI270582v1	6504	1002	2
chrUn_KI270588v1	6158	2355	34
chrUn_KI270593v1	3041	1054	5
chrUn_KI270591v1	5796	3173	190
chrUn_KI270330v1	1652	3425	9
chrUn_KI270329v1	1040	506	6
chrUn_KI270334v1	1368	395	3
chrUn_KI270333v1	2699	15640	395
chrUn_KI270335v1	1048	259	0
chrUn_KI270338v1	1428	194	0
chrUn_KI270340v1	1428	669	6
chrUn_KI270336v1	1026	4605	111
chrUn_KI270337v1	1121	13465	249
chrUn_KI270363v1	1803	194	0
chrUn_KI270364v1	2855	412	17
chrUn_KI270362v1	3530	439	4
chrUn_KI270366v1	8320	1142	20
chrUn_KI270378v1	1048	62	0
chrUn_KI270379v1	1045	52	0
chrUn_KI270389v1	1298	143	0
chrUn_KI270390v1	2387	140	0
chrUn_KI270387v1	1537	164	0
chrUn_KI270395v1	1143	896	2
chrUn_KI270396v1	1880	494	2
chrUn_KI270388v1	1216	103	0
chrUn_KI270394v1	970	117	0
chrUn_KI270386v1	1788	210	1
chrUn_KI270391v1	1484	248	3
chrUn_KI270383v1	1750	324	3
chrUn_KI270393v1	1308	220	1
chrUn_KI270384v1	1658	411	3
chrUn_KI270392v1	971	124	0
chrUn_KI270381v1	1930	156	2
chrUn_KI270385v1	990	58	0
chrUn_KI270382v1	4215	300	0
chrUn_KI270376v1	1136	52	4
chrUn_KI270374v1	2656	189	3
chrUn_KI270372v1	1650	128	13
chrUn_KI270373v1	1451	56	0
chrUn_KI270375v1	2378	243	23
chrUn_KI270371v1	2805	137	4
chrUn_KI270448v1	7992	1890	7
chrUn_KI270521v1	7642	980	3
chrUn_GL000195v1	182896	34287	61
chrUn_GL000219v1	179198	24417	242
chrUn_GL000220v1	161802	162726	1018
chrUn_GL000224v1	179693	87785	225
chrUn_KI270741v1	157432	9346	94
chrUn_GL000226v1	15008	40631	13
chrUn_GL000213v1	164239	8338	30
chrUn_KI270743v1	210658	37571	84
chrUn_KI270744v1	168472	73281	101
chrUn_KI270745v1	41891	5079	11
chrUn_KI270746v1	66486	14645	23
chrUn_KI270747v1	198735	17255	117
chrUn_KI270748v1	93321	7352	8
chrUn_KI270749v1	158759	27104	42
chrUn_KI270750v1	148850	32321	58
chrUn_KI270751v1	150742	45056	148
chrUn_KI270752v1	27745	0	0
chrUn_KI270753v1	62944	10097	9
chrUn_KI270754v1	40191	14964	11
chrUn_KI270755v1	36723	2827	0
chrUn_KI270756v1	79590	9906	1469
chrUn_KI270757v1	71251	23379	584
chrUn_GL000214v1	137718	63311	77
chrUn_KI270742v1	186739	51604	115
chrUn_GL000216v2	176608	104760	7142
chrUn_GL000218v1	161147	42039	59
chrEBV	171823	2	0
*	0	0	2708048
