chr1	248956422	12579279	44419
chr2	242193529	11885784	41272
chr3	198295559	9579269	33555
chr4	190214555	8778454	43053
chr5	181538259	8580178	32162
chr6	170805979	8285859	28008
chr7	159345973	7783868	29212
chr8	145138636	7130408	23438
chr9	138394717	6229551	22551
chr10	133797422	6884347	32224
chr11	135086622	6761746	22893
chr12	133275309	6577561	23844
chr13	114364328	4915899	15450
chr14	107043718	4416164	15412
chr15	101991189	4456648	16003
chr16	90338345	4746387	21152
chr17	83257441	4413501	21386
chr18	80373285	3976617	13051
chr19	58617616	2955794	15132
chr20	64444167	3597945	17239
chr21	46709983	2286578	12099
chr22	50818468	2155534	11222
chrX	156040895	3818699	13563
chrY	57227415	1202394	14100
chrM	16569	3343	35
chr1_KI270706v1_random	175055	13551	72
chr1_KI270707v1_random	32032	2172	13
chr1_KI270708v1_random	127682	7330	28
chr1_KI270709v1_random	66860	55304	264
chr1_KI270710v1_random	40176	2660	4
chr1_KI270711v1_random	42210	6663	12
chr1_KI270712v1_random	176043	10174	80
chr1_KI270713v1_random	40745	4408	9
chr1_KI270714v1_random	41717	3884	12
chr2_KI270715v1_random	161471	7186	11
chr2_KI270716v1_random	153799	6589	21
chr3_GL000221v1_random	155397	13883	41
chr4_GL000008v2_random	209709	17747	737
chr5_GL000208v1_random	92689	7571	75
chr9_KI270717v1_random	40062	1767	4
chr9_KI270718v1_random	38054	2548	34
chr9_KI270719v1_random	176845	12619	46
chr9_KI270720v1_random	39050	3219	24
chr11_KI270721v1_random	100316	3243	9
chr14_GL000009v2_random	201709	20006	67
chr14_GL000225v1_random	211173	115972	5962
chr14_KI270722v1_random	194050	10644	56
chr14_GL000194v1_random	191469	19047	84
chr14_KI270723v1_random	38115	4130	194
chr14_KI270724v1_random	39555	4715	142
chr14_KI270725v1_random	172810	9537	40
chr14_KI270726v1_random	43739	467	15
chr15_KI270727v1_random	448248	19470	70
chr16_KI270728v1_random	1872759	79265	310
chr17_GL000205v2_random	185591	26922	177
chr17_KI270729v1_random	280839	37017	2998
chr17_KI270730v1_random	112551	7319	976
chr22_KI270731v1_random	150754	5822	83
chr22_KI270732v1_random	41543	2978	15
chr22_KI270733v1_random	179772	171853	1223
chr22_KI270734v1_random	165050	10646	310
chr22_KI270735v1_random	42811	5465	208
chr22_KI270736v1_random	181920	11450	1599
chr22_KI270737v1_random	103838	5328	514
chr22_KI270738v1_random	99375	5556	143
