chr1	248956422	22319814	53689
chr2	242193529	21454194	47691
chr3	198295559	17566555	39431
chr4	190214555	16759142	52331
chr5	181538259	15933176	37529
chr6	170805979	15070840	34176
chr7	159345973	14022580	33641
chr8	145138636	12911731	26085
chr9	138394717	10954572	26212
chr10	133797422	12211534	39452
chr11	135086622	11976663	28322
chr12	133275309	11840410	28094
chr13	114364328	9057130	17443
chr14	107043718	7926922	18509
chr15	101991189	7577685	18441
chr16	90338345	7910734	25256
chr17	83257441	7545733	28460
chr18	80373285	7256453	14386
chr19	58617616	4948155	22304
chr20	64444167	6121569	22210
chr21	46709983	3809134	14635
chr22	50818468	3535097	14976
chrX	156040895	7017437	16941
chrY	57227415	2247274	21172
chrM	16569	46625	147
chr1_KI270706v1_random	175055	23990	88
chr1_KI270707v1_random	32032	3915	23
chr1_KI270708v1_random	127682	12319	51
chr1_KI270709v1_random	66860	65569	284
chr1_KI270710v1_random	40176	5232	9
chr1_KI270711v1_random	42210	9250	14
chr1_KI270712v1_random	176043	16917	115
chr1_KI270713v1_random	40745	8347	26
chr1_KI270714v1_random	41717	4037	8
chr2_KI270715v1_random	161471	13620	3
chr2_KI270716v1_random	153799	12994	20
chr3_GL000221v1_random	155397	26027	63
chr4_GL000008v2_random	209709	34152	861
chr5_GL000208v1_random	92689	13080	127
chr9_KI270717v1_random	40062	2887	13
chr9_KI270718v1_random	38054	5296	40
chr9_KI270719v1_random	176845	26020	59
chr9_KI270720v1_random	39050	6339	30
chr11_KI270721v1_random	100316	4455	7
chr14_GL000009v2_random	201709	30933	90
chr14_GL000225v1_random	211173	166906	8264
chr14_KI270722v1_random	194050	16143	116
chr14_GL000194v1_random	191469	28951	114
chr14_KI270723v1_random	38115	6833	245
chr14_KI270724v1_random	39555	7020	198
chr14_KI270725v1_random	172810	20546	38
chr14_KI270726v1_random	43739	512	14
chr15_KI270727v1_random	448248	16228	47
chr16_KI270728v1_random	1872759	92183	270
chr17_GL000205v2_random	185591	42354	216
chr17_KI270729v1_random	280839	60964	4058
chr17_KI270730v1_random	112551	12807	1585
chr22_KI270731v1_random	150754	11784	143
chr22_KI270732v1_random	41543	9723	38
chr22_KI270733v1_random	179772	111186	794
chr22_KI270734v1_random	165050	20377	373
chr22_KI270735v1_random	42811	12501	333
chr22_KI270736v1_random	181920	25669	2285
chr22_KI270737v1_random	103838	9499	737
chr22_KI270738v1_random	99375	10514	219
chr22_KI270739v1_random	73985	4857	110
chrY_KI270740v1_random	37240	1289	2
chrUn_KI270302v1	2274	248	0
chrUn_KI270304v1	2165	1266	12
chrUn_KI270303v1	1942	1428	18
chrUn_KI270305v1	1472	229	0
chrUn_KI270322v1	21476	1296	11
chrUn_KI270320v1	4416	787	1
chrUn_KI270310v1	1201	2846	14
chrUn_KI270316v1	1444	72	0
chrUn_KI270315v1	2276	315	0
chrUn_KI270312v1	998	157	1
chrUn_KI270311v1	12399	495	3
chrUn_KI270317v1	37690	852	8
chrUn_KI270412v1	1179	609	7
chrUn_KI270411v1	2646	4637	18
chrUn_KI270414v1	2489	252	0
chrUn_KI270419v1	1029	119	1
chrUn_KI270418v1	2145	371	3
chrUn_KI270420v1	2321	576	5
chrUn_KI270424v1	2140	177	1
chrUn_KI270417v1	2043	202	8
chrUn_KI270422v1	1445	712	4
chrUn_KI270423v1	981	171	0
chrUn_KI270425v1	1884	122	0
chrUn_KI270429v1	1361	349	0
chrUn_KI270442v1	392061	94967	2784
chrUn_KI270466v1	1233	6814	219
chrUn_KI270465v1	1774	699	10
chrUn_KI270467v1	3920	21916	516
chrUn_KI270435v1	92983	15809	226
chrUn_KI270438v1	112505	224954	2283
chrUn_KI270468v1	4055	748	2
chrUn_KI270510v1	2415	694	14
chrUn_KI270509v1	2318	990	7
chrUn_KI270518v1	2186	949	13
chrUn_KI270508v1	1951	873	1
chrUn_KI270516v1	1300	560	19
chrUn_KI270512v1	22689	6922	142
chrUn_KI270519v1	138126	31079	512
chrUn_KI270522v1	5674	630	10
chrUn_KI270511v1	8127	1545	49
chrUn_KI270515v1	6361	2591	21
chrUn_KI270507v1	5353	1670	16
chrUn_KI270517v1	3253	1403	32
chrUn_KI270529v1	1899	205	2
chrUn_KI270528v1	2983	168	2
chrUn_KI270530v1	2168	75	0
chrUn_KI270539v1	993	43	1
chrUn_KI270538v1	91309	17142	242
chrUn_KI270544v1	1202	688	12
chrUn_KI270548v1	1599	94	0
chrUn_KI270583v1	1400	535	9
chrUn_KI270587v1	2969	1831	21
chrUn_KI270580v1	1553	614	1
chrUn_KI270581v1	7046	1033	2
chrUn_KI270579v1	31033	3214	125
chrUn_KI270589v1	44474	6987	362
chrUn_KI270590v1	4685	2491	73
chrUn_KI270584v1	4513	1659	23
chrUn_KI270582v1	6504	842	0
chrUn_KI270588v1	6158	1772	21
chrUn_KI270593v1	3041	893	2
chrUn_KI270591v1	5796	2539	152
chrUn_KI270330v1	1652	3505	8
chrUn_KI270329v1	1040	237	3
chrUn_KI270334v1	1368	651	2
chrUn_KI270333v1	2699	9205	242
chrUn_KI270335v1	1048	348	0
chrUn_KI270338v1	1428	272	0
chrUn_KI270340v1	1428	1118	2
chrUn_KI270336v1	1026	2878	75
chrUn_KI270337v1	1121	7491	165
chrUn_KI270363v1	1803	167	0
chrUn_KI270364v1	2855	252	15
chrUn_KI270362v1	3530	350	6
chrUn_KI270366v1	8320	791	22
chrUn_KI270378v1	1048	54	0
chrUn_KI270379v1	1045	50	0
chrUn_KI270389v1	1298	56	0
chrUn_KI270390v1	2387	205	0
chrUn_KI270387v1	1537	102	0
chrUn_KI270395v1	1143	792	1
