chr1	248956422	19904000	101169
chr2	242193529	18842730	102560
chr3	198295559	15321452	84583
chr4	190214555	14095043	105048
chr5	181538259	13876239	79771
chr6	170805979	13061329	71797
chr7	159345973	12323466	67701
chr8	145138636	11350559	58415
chr9	138394717	9775823	51427
chr10	133797422	11019943	70142
chr11	135086622	10735239	53157
chr12	133275309	10468444	55686
chr13	114364328	7737253	43089
chr14	107043718	6930962	36411
chr15	101991189	7006089	34729
chr16	90338345	7272577	37276
chr17	83257441	6844165	38302
chr18	80373285	6496383	33463
chr19	58617616	4507960	22923
chr20	64444167	5786509	33300
chr21	46709983	3438485	23413
chr22	50818468	3268181	18201
chrX	156040895	6203579	33527
chrY	57227415	1914171	29402
chrM	16569	6677	95
chr1_KI270706v1_random	175055	20863	115
chr1_KI270707v1_random	32032	3450	24
chr1_KI270708v1_random	127682	8331	46
chr1_KI270709v1_random	66860	112699	731
chr1_KI270710v1_random	40176	3863	24
chr1_KI270711v1_random	42210	12149	40
chr1_KI270712v1_random	176043	15217	106
chr1_KI270713v1_random	40745	6444	35
chr1_KI270714v1_random	41717	2472	9
chr2_KI270715v1_random	161471	13081	36
chr2_KI270716v1_random	153799	12113	51
chr3_GL000221v1_random	155397	23702	130
chr4_GL000008v2_random	209709	33891	1323
chr5_GL000208v1_random	92689	12452	150
chr9_KI270717v1_random	40062	2390	20
chr9_KI270718v1_random	38054	4276	44
chr9_KI270719v1_random	176845	16504	122
chr9_KI270720v1_random	39050	4849	33
chr11_KI270721v1_random	100316	4305	13
chr14_GL000009v2_random	201709	36782	162
chr14_GL000225v1_random	211173	225732	9448
chr14_KI270722v1_random	194050	23141	129
chr14_GL000194v1_random	191469	33156	190
chr14_KI270723v1_random	38115	7919	288
chr14_KI270724v1_random	39555	7806	208
chr14_KI270725v1_random	172810	12673	103
chr14_KI270726v1_random	43739	2345	15
chr15_KI270727v1_random	448248	25342	148
chr16_KI270728v1_random	1872759	46776	352
chr17_GL000205v2_random	185591	42332	387
chr17_KI270729v1_random	280839	77824	5084
chr17_KI270730v1_random	112551	16035	1972
chr22_KI270731v1_random	150754	9813	124
chr22_KI270732v1_random	41543	10833	92
chr22_KI270733v1_random	179772	139896	910
chr22_KI270734v1_random	165050	12644	247
chr22_KI270735v1_random	42811	9547	420
chr22_KI270736v1_random	181920	13493	2851
chr22_KI270737v1_random	103838	12960	943
chr22_KI270738v1_random	99375	11973	300
chr22_KI270739v1_random	73985	5227	122
chrY_KI270740v1_random	37240	1549	4
chrUn_KI270302v1	2274	157	0
chrUn_KI270304v1	2165	2380	45
chrUn_KI270303v1	1942	2397	55
chrUn_KI270305v1	1472	81	0
chrUn_KI270322v1	21476	592	7
