chr1	248956422	17770783	52027
chr2	242193529	17220545	49487
chr3	198295559	13993451	40330
chr4	190214555	13216612	52465
chr5	181538259	12670758	38641
chr6	170805979	12160461	33086
chr7	159345973	11235228	34607
chr8	145138636	10387333	27825
chr9	138394717	8988476	26760
chr10	133797422	9873829	39393
chr11	135086622	9663859	27220
chr12	133275309	9532777	28332
chr13	114364328	7234659	18737
chr14	107043718	6339044	18386
chr15	101991189	6196287	18791
chr16	90338345	6444653	24574
chr17	83257441	6010636	25453
chr18	80373285	5927407	15793
chr19	58617616	3892206	17677
chr20	64444167	5000648	21087
chr21	46709983	3071544	13287
chr22	50818468	2850395	12370
chrX	156040895	11087246	28804
chrY	57227415	125074	10241
chrM	16569	3259	59
chr1_KI270706v1_random	175055	19625	75
chr1_KI270707v1_random	32032	3242	20
chr1_KI270708v1_random	127682	10140	57
chr1_KI270709v1_random	66860	52648	296
chr1_KI270710v1_random	40176	3914	6
chr1_KI270711v1_random	42210	7030	13
chr1_KI270712v1_random	176043	15436	91
chr1_KI270713v1_random	40745	5868	20
chr1_KI270714v1_random	41717	3896	18
chr2_KI270715v1_random	161471	10235	12
chr2_KI270716v1_random	153799	11587	42
chr3_GL000221v1_random	155397	23235	54
chr4_GL000008v2_random	209709	29059	885
chr5_GL000208v1_random	92689	11446	127
chr9_KI270717v1_random	40062	2220	4
chr9_KI270718v1_random	38054	4420	25
chr9_KI270719v1_random	176845	19504	58
chr9_KI270720v1_random	39050	4778	20
chr11_KI270721v1_random	100316	4038	14
chr14_GL000009v2_random	201709	32035	99
chr14_GL000225v1_random	211173	145265	6833
chr14_KI270722v1_random	194050	12994	87
chr14_GL000194v1_random	191469	28671	103
chr14_KI270723v1_random	38115	5816	182
chr14_KI270724v1_random	39555	6605	155
chr14_KI270725v1_random	172810	14712	35
chr14_KI270726v1_random	43739	5993	18
chr15_KI270727v1_random	448248	14049	50
chr16_KI270728v1_random	1872759	77826	306
chr17_GL000205v2_random	185591	34853	243
chr17_KI270729v1_random	280839	49054	3619
chr17_KI270730v1_random	112551	10230	1353
chr22_KI270731v1_random	150754	8141	78
chr22_KI270732v1_random	41543	8152	43
chr22_KI270733v1_random	179772	90686	535
chr22_KI270734v1_random	165050	10817	129
chr22_KI270735v1_random	42811	9207	263
chr22_KI270736v1_random	181920	21168	2062
chr22_KI270737v1_random	103838	7688	645
chr22_KI270738v1_random	99375	7756	184
chr22_KI270739v1_random	73985	3161	98
chrY_KI270740v1_random	37240	0	0
chrUn_KI270302v1	2274	202	1
chrUn_KI270304v1	2165	1159	23
chrUn_KI270303v1	1942	1407	20
chrUn_KI270305v1	1472	145	0
chrUn_KI270322v1	21476	835	9
chrUn_KI270320v1	4416	632	0
chrUn_KI270310v1	1201	2475	23
chrUn_KI270316v1	1444	46	0
chrUn_KI270315v1	2276	163	0
chrUn_KI270312v1	998	58	1
chrUn_KI270311v1	12399	656	0
chrUn_KI270317v1	37690	595	12
chrUn_KI270412v1	1179	382	13
chrUn_KI270411v1	2646	2771	33
chrUn_KI270414v1	2489	239	1
chrUn_KI270419v1	1029	54	0
chrUn_KI270418v1	2145	273	8
chrUn_KI270420v1	2321	389	6
chrUn_KI270424v1	2140	83	2
chrUn_KI270417v1	2043	182	7
chrUn_KI270422v1	1445	407	9
chrUn_KI270423v1	981	144	0
chrUn_KI270425v1	1884	72	0
chrUn_KI270429v1	1361	225	3
chrUn_KI270442v1	392061	74262	2285
chrUn_KI270466v1	1233	1978	143
chrUn_KI270465v1	1774	809	40
chrUn_KI270467v1	3920	8341	413
chrUn_KI270435v1	92983	13330	213
chrUn_KI270438v1	112505	152249	2005
chrUn_KI270468v1	4055	583	4
chrUn_KI270510v1	2415	638	15
chrUn_KI270509v1	2318	806	7
chrUn_KI270518v1	2186	794	12
chrUn_KI270508v1	1951	749	1
chrUn_KI270516v1	1300	388	10
chrUn_KI270512v1	22689	3876	102
chrUn_KI270519v1	138126	22551	368
chrUn_KI270522v1	5674	509	18
chrUn_KI270511v1	8127	1267	37
chrUn_KI270515v1	6361	2213	24
chrUn_KI270507v1	5353	1474	4
chrUn_KI270517v1	3253	1306	29
chrUn_KI270529v1	1899	207	3
chrUn_KI270528v1	2983	157	4
chrUn_KI270530v1	2168	56	1
chrUn_KI270539v1	993	8	0
chrUn_KI270538v1	91309	20501	200
chrUn_KI270544v1	1202	649	17
chrUn_KI270548v1	1599	65	1
chrUn_KI270583v1	1400	322	4
chrUn_KI270587v1	2969	1992	11
chrUn_KI270580v1	1553	466	0
chrUn_KI270581v1	7046	791	0
chrUn_KI270579v1	31033	2399	77
chrUn_KI270589v1	44474	5690	277
chrUn_KI270590v1	4685	2099	52
chrUn_KI270584v1	4513	1358	13
chrUn_KI270582v1	6504	629	1
chrUn_KI270588v1	6158	1579	27
chrUn_KI270593v1	3041	675	3
chrUn_KI270591v1	5796	2031	127
chrUn_KI270330v1	1652	3021	8
chrUn_KI270329v1	1040	245	2
chrUn_KI270334v1	1368	76	0
chrUn_KI270333v1	2699	1208	68
chrUn_KI270335v1	1048	65	0
chrUn_KI270338v1	1428	58	0
chrUn_KI270340v1	1428	81	0
chrUn_KI270336v1	1026	421	28
chrUn_KI270337v1	1121	1351	72
chrUn_KI270363v1	1803	100	1
chrUn_KI270364v1	2855	255	18
chrUn_KI270362v1	3530	297	7
chrUn_KI270366v1	8320	737	14
chrUn_KI270378v1	1048	14	0
chrUn_KI270379v1	1045	41	0
chrUn_KI270389v1	1298	96	0
chrUn_KI270390v1	2387	63	0
chrUn_KI270387v1	1537	164	0
chrUn_KI270395v1	1143	677	2
chrUn_KI270396v1	1880	233	2
chrUn_KI270388v1	1216	47	0
chrUn_KI270394v1	970	81	0
chrUn_KI270386v1	1788	366	3
chrUn_KI270391v1	1484	332	1
chrUn_KI270383v1	1750	144	5
chrUn_KI270393v1	1308	124	1
